	SRR6915103_500K_merged_Abundance.RPKs	SRR6915104_500K_merged_Abundance.RPKs	SRR6915105_500K_merged_Abundance.RPKs	SRR6915106_500K_merged_Abundance.RPKs	SRR6915107_500K_merged_Abundance.RPKs	SRR6915108_500K_merged_Abundance.RPKs	SRR6915109_500K_merged_Abundance.RPKs	SRR6915110_500K_merged_Abundance.RPKs	SRR6915111_500K_merged_Abundance.RPKs	SRR6915112_500K_merged_Abundance.RPKs	SRR6915114_500K_merged_Abundance.RPKs	SRR6915117_500K_merged_Abundance.RPKs	SRR6915125_500K_merged_Abundance.RPKs	SRR6915126_500K_merged_Abundance.RPKs	SRR6915127_500K_merged_Abundance.RPKs	SRR6915128_500K_merged_Abundance.RPKs	SRR6915129_500K_merged_Abundance.RPKs	SRR6915130_500K_merged_Abundance.RPKs	SRR6915131_500K_merged_Abundance.RPKs	SRR6915132_500K_merged_Abundance.RPKs	SRR6915133_500K_merged_Abundance.RPKs	SRR6915134_500K_merged_Abundance.RPKs	SRR6915135_500K_merged_Abundance.RPKs	SRR6915136_500K_merged_Abundance.RPKs	SRR6915147_500K_merged_Abundance.RPKs	SRR6915149_500K_merged_Abundance.RPKs	SRR6915150_500K_merged_Abundance.RPKs	SRR6915151_500K_merged_Abundance.RPKs	SRR6915152_500K_merged_Abundance.RPKs	SRR6915153_500K_merged_Abundance.RPKs	SRR6915155_500K_merged_Abundance.RPKs	SRR6915156_500K_merged_Abundance.RPKs	SRR6915167_500K_merged_Abundance.RPKs	SRR6915168_500K_merged_Abundance.RPKs	SRR6915169_500K_merged_Abundance.RPKs	SRR6915170_500K_merged_Abundance.RPKs	SRR6915171_500K_merged_Abundance.RPKs	SRR6915172_500K_merged_Abundance.RPKs	SRR6915173_500K_merged_Abundance.RPKs	SRR6915174_500K_merged_Abundance.RPKs	SRR6915175_500K_merged_Abundance.RPKs	SRR6915176_500K_merged_Abundance.RPKs	SRR6915177_500K_merged_Abundance.RPKs	SRR6915178_500K_merged_Abundance.RPKs	SRR6915179_500K_merged_Abundance.RPKs	SRR6915180_500K_merged_Abundance.RPKs	SRR6915181_500K_merged_Abundance.RPKs	SRR6915182_500K_merged_Abundance.RPKs	SRR6915183_500K_merged_Abundance.RPKs	SRR6915184_500K_merged_Abundance.RPKs	SRR6915185_500K_merged_Abundance.RPKs	SRR6915186_500K_merged_Abundance.RPKs	SRR6915195_500K_merged_Abundance.RPKs	SRR6915196_500K_merged_Abundance.RPKs	SRR6915197_500K_merged_Abundance.RPKs	SRR6915198_500K_merged_Abundance.RPKs	SRR6915199_500K_merged_Abundance.RPKs	SRR6915200_500K_merged_Abundance.RPKs
3.2.1.97	1.026011071285714e-06	1.6740729156952342e-06	1.3289791684190453e-06	1.7608722660952403e-06	1.2980473467095234e-06	1.2008335273857119e-06	1.3047255401999988e-06	1.0918789951380956e-06	8.331722214095221e-07	1.5362771455428554e-06	1.2882866397095224e-06	1.2778450995190454e-06	1.909124574490478e-06	1.4387283382476182e-06	1.3237029747952387e-06	1.3273192797285715e-06	1.2800943525190456e-06	1.3863093149904738e-06	1.192490520504761e-06	1.2621961798571416e-06	1.2606706211380938e-06	1.4037095616380943e-06	1.276583874690474e-06	1.3723570020238064e-06	1.3289791684190453e-06	1.270402353919046e-06	1.4898950147523817e-06	1.3271096504190454e-06	1.0481182194857127e-06	1.3289791684190453e-06	1.1817411916523804e-06	1.2698730286523785e-06	1.525717560576187e-06	1.1704623720523807e-06	1.2518563261190473e-06	1.2898486932857117e-06	1.4285045435095236e-06	1.1644455345904764e-06	1.2122626140714268e-06	1.4108108466238068e-06	1.632077182847618e-06	1.2246461762142844e-06	1.3302126864190453e-06	1.2670686965190468e-06	1.2291283408476165e-06	1.3669074525952373e-06	1.3163457369190467e-06	1.5377898998619022e-06	1.2898891081571405e-06	1.2897550072857128e-06	1.231672743319046e-06	1.2582783202238092e-06	1.1405804012857136e-06	1.1521530971047614e-06	1.4398020391380912e-06	8.22116e-06	1.2752411819904738e-06	1.3298460002857114e-06
3.2.1.131	8.121358214460313e-06	2.59016e-05	9.4144730494619e-06	4.1596038779031645e-06	9.965461799255552e-06	9.117928955912683e-06	1.148946682636665e-05	7.3147e-06	8.19188e-05	7.79045e-06	2.63281e-05	1.01584e-05	6.00333e-06	1.325826422233335e-05	1.0181062154936501e-05	9.842891142980954e-06	1.004068173308095e-05	7.365754886847631e-06	1.0539546590380967e-05	9.911947433428581e-06	1.0613366588247625e-05	8.5857637134365e-06	7.4559081534603026e-06	7.450114105626973e-06	5.166338768246023e-06	1.24614e-05	4.87637e-06	9.244363675936508e-06	1.478406545549999e-05	8.001817203604759e-06	1.24241e-05	9.67213510526984e-06	1.56895e-05	1.11437e-05	7.13545096434285e-06	1.23535e-05	2.50488e-05	1.3028050945333365e-05	7.422504929180958e-06	7.67942e-06	7.867638326603171e-06	9.676976613936502e-06	8.640636825984123e-06	8.372458206388871e-06	7.905531480736511e-06	7.423879812960302e-06	9.6696742589365e-06	1.76144e-05	7.321961769057143e-06	8.525429050714277e-06	8.884527958747614e-06	7.113687868960307e-06	8.343461589414277e-06	9.451793244636502e-06	7.668169005714285e-06	8.899595836628576e-06	1.0711232585914286e-05	6.83733e-06
3.1.21.2	1.34875e-05	8.57183e-05	1.12524e-05	5.30071e-05	7.79333e-05	7.15853e-05	3.69146e-05	4.60051e-05	0.000105819	2.97332e-05	0.000108542	7.06276e-05	4.93918e-05	7.95833e-05	3.94211e-05	5.470032200000011e-05	2.24495e-05	1.49756e-05	3.53551e-05	4.92541e-05	1.68789e-05	6.78834e-06	5.78122e-05	2.28877e-05	4.84515e-05	2.6157e-05	9.6908e-05	2.53159e-05	3.18811e-05	1.31093e-05	5.45653e-05	4.48874e-05	7.22951e-05	6.33909e-05	5.29421e-05	6.59038e-05	7.76888e-05	0.000103929	6.8881e-05	2.67145e-05	4.79375e-05	1.73906e-05	5.9521e-05	2.89037e-05	3.05116e-05	8.46784e-05	3.08569e-05	7.97857e-05	5.36256e-05	4.82795e-05	5.05036e-05	1.23758e-05	2.21953e-05	7.31975e-05	4.71951e-05	3.87162e-05	2.93891e-05	9.02507e-06
1.1.1.83	2.926219988600009e-06	1.4020032258000013e-06	2.6973560430666692e-06	6.758738673000017e-06	1.6431807324000018e-06	1.4920570179333345e-06	2.364230042933337e-06	1.830285856533335e-06	1.7232482010000014e-06	1.5411409099000017e-06	1.3850918638333344e-06	1.5456934358000024e-06	4.5679489138666754e-06	1.7323533393333341e-06	2.0507059253333324e-06	2.727394803400004e-06	1.941831715033335e-06	2.485836792466668e-06	1.377817070100001e-06	2.259206552033334e-06	2.395076768733335e-06	1.997030360233337e-06	1.9729853790000025e-06	1.8903802725333361e-06	2.397265234366668e-06	2.1215772964333344e-06	1.4397270150333341e-06	1.7792884712333362e-06	1.6996291086333334e-06	2.0822420721666667e-06	1.492346004033335e-06	2.1190120363666687e-06	1.9162498608333356e-06	1.9215588230333364e-06	2.294198265800004e-06	1.462692290600001e-06	1.5241769298000019e-06	2.278770142633338e-06	1.5884323327333345e-06	6.25193e-06	1.9041334182000027e-06	2.0369777232333355e-06	1.993357435500003e-06	2.4720191731333376e-06	3.7994296184000067e-06	1.8698571754000014e-06	2.196082919933335e-06	2.2340409193666674e-06	1.679901107966667e-06	1.980021292833335e-06	1.5769833150333354e-06	1.7796035318333363e-06	2.3453220750000012e-06	1.406682157200001e-06	2.004140713000002e-06	1.6555872173333352e-06	2.0152110796666677e-06	2.0132870725000014e-06
2.4.1.8	5.712682359000003e-06	8.478135253808898e-06	1.1628650174800039e-05	1.2017705736044488e-05	8.970089008303675e-06	9.137680015822244e-06	4.556998586946666e-06	1.01919e-05	7.494113221222205e-06	9.876180534177804e-06	8.723929160000011e-06	8.41035920431112e-06	1.54865e-05	1.57635e-05	8.759350601066685e-06	7.358419565599992e-06	8.512721888174377e-06	9.11377117106669e-06	8.468678003686681e-06	8.660376408711129e-06	8.867692452177796e-06	1.03117e-05	8.800751516977796e-06	8.432558112400016e-06	9.075672012711137e-06	8.854497670133348e-06	9.226314164317012e-06	8.865715357151532e-06	6.723836279109051e-06	8.665377566400014e-06	8.275543063153348e-06	7.3071964679111085e-06	1.2650564340044486e-05	9.287278676266688e-06	8.861112689377798e-06	8.887738369733355e-06	6.7882148259533385e-06	1.151960655398551e-05	1.2505149715009333e-05	6.75962887306358e-06	8.8945850768182e-06	8.861045180577794e-06	7.1598392496000026e-06	1.99978e-05	9.832643065933364e-06	3.41517e-05	9.123387010000018e-06	9.06245147204446e-06	8.943945565377801e-06	9.154877608175578e-06	4.665993982400003e-06	5.059830665516984e-06	7.38346e-06	3.5407709028355545e-06	9.073750898000022e-06	7.173007170800001e-06	8.897413613644463e-06	9.561632279600036e-06
1.3.8.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3.6.5.3	3.43591e-05	2.81295e-05	3.25266e-05	2.26625e-06	5.44223e-05	3.32391e-05	3.70327e-05	1.89394e-05	2.05154e-05	2.33428e-05	1.0489e-05	4.24141e-05	5.2394e-05	5.24423e-06	4.1107e-05	1.61852e-05	1.24859e-05	7.48168e-05	4.4232e-05	5.27642e-05	3.92453e-05	6.30535e-06	1.88715e-05	2.98507e-05	2.39948e-05	1.23339e-05	2.15381e-05	2.82992e-05	6.08028e-05	3.13772e-05	3.33013e-05	2.57371e-05	1.99603e-05	2.14889e-05	3.15088e-05	4.0191e-05	3.18043e-05	4.68721e-05	3.65003e-05	9.19471e-06	2.35176e-05	7.58352e-06	6.3967e-06	5.71433e-05	1.85146e-05	1.66298e-05	2.96247e-05	2.92629e-05	2.02917e-05	6.93016e-06	2.60295e-05	1.55811e-05	1.45685e-05	5.22679e-05	3.86892e-05	1.47622e-05	4.62618e-05	1.0795e-05
4.1.3.40	2.3224326089904785e-06	2.059378486333332e-06	2.711024031466668e-06	4.12068e-05	2.004806951333335e-06	1.8839409780000013e-06	2.712872062061906e-06	1.8729532283333344e-06	1.6942880140000008e-06	1.7309657120000012e-06	1.8259802726666676e-06	1.6725679714000006e-06	2.93039e-05	2.3734802478000025e-06	1.9005492167000023e-06	2.552674261000001e-06	1.7754410906666672e-06	2.9228957454868683e-06	2.291643482082542e-06	3.133399446594014e-06	2.018651160000002e-06	2.006296470666668e-06	1.9403093464333345e-06	1.8682529213333341e-06	2.9310112786614764e-06	2.0114600740000016e-06	1.156804637000001e-06	1.9992546150000016e-06	2.9493279281666672e-06	6.68763e-06	1.9760633613095253e-06	1.8321984319801608e-06	2.6526863043333328e-06	1.8823882300000011e-06	5.32029e-06	1.8841329820000003e-06	1.6187526982333339e-06	1.422466891333334e-06	1.7665534816666675e-06	1.7941234836948066e-06	1.7568224250000017e-06	2.087995240000001e-06	2.1584274640000013e-06	2.4987188610142873e-06	9.45174e-06	2.0164497736666686e-06	2.1875577310071453e-06	1.8448472521000015e-06	2.3568964738333352e-06	3.6043664829214316e-06	1.741164431400001e-06	1.6718810956666687e-06	1.940440787909093e-06	1.7187693603333343e-06	1.8836673496666675e-06	2.1330200289090916e-06	1.984745504000001e-06	2.147918988000001e-06
2.3.3.5	1.1224703711999965e-05	8.41238056e-06	1.4231814329000009e-05	5.0018e-05	1.46673e-05	2.84574e-05	9.47892e-06	6.217767695999998e-06	4.256908820000007e-06	1.08927e-05	1.3010535720000009e-05	7.78142e-06	2.30435e-05	7.636442699999988e-06	1.5277142588000004e-05	1.4886337747999998e-05	6.73318e-06	1.3820710335666684e-05	1.3267999852000033e-05	8.648880513999967e-06	1.4694878159000004e-05	1.1842538159999968e-05	1.3464075503999993e-05	6.79037e-06	1.6212222500000016e-05	1.3659357303999998e-05	1.2973439297142878e-05	1.2601299219999987e-05	4.767e-05	7.252012416000001e-06	1.2744468744000014e-05	1.01869e-05	7.29691e-06	4.751727971999999e-06	1.19979e-05	1.2985817412000002e-05	1.3053664688e-05	1.6148900495000034e-05	1.2384114255000025e-05	2.29555e-05	8.220176881999994e-06	1.17805e-05	3.35857e-05	8.10105e-06	1.7784586872000023e-05	9.22619e-06	1.4886337747999998e-05	1.334309036399999e-05	1.1703750539999971e-05	8.975919893999969e-06	1.3570128156666688e-05	2.28323e-05	7.991291973999987e-06	1.5122167105000019e-05	1.17813e-05	2.11144e-05	1.4010114997666691e-05	1.3720840563999993e-05
5.3.1.n1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
