	SRR6915103_500K_merged_Abundance.RPKs	SRR6915104_500K_merged_Abundance.RPKs	SRR6915105_500K_merged_Abundance.RPKs	SRR6915106_500K_merged_Abundance.RPKs	SRR6915107_500K_merged_Abundance.RPKs	SRR6915108_500K_merged_Abundance.RPKs	SRR6915109_500K_merged_Abundance.RPKs	SRR6915110_500K_merged_Abundance.RPKs	SRR6915111_500K_merged_Abundance.RPKs	SRR6915112_500K_merged_Abundance.RPKs	SRR6915114_500K_merged_Abundance.RPKs	SRR6915117_500K_merged_Abundance.RPKs	SRR6915125_500K_merged_Abundance.RPKs	SRR6915126_500K_merged_Abundance.RPKs	SRR6915127_500K_merged_Abundance.RPKs	SRR6915128_500K_merged_Abundance.RPKs	SRR6915129_500K_merged_Abundance.RPKs	SRR6915130_500K_merged_Abundance.RPKs	SRR6915131_500K_merged_Abundance.RPKs	SRR6915132_500K_merged_Abundance.RPKs	SRR6915133_500K_merged_Abundance.RPKs	SRR6915134_500K_merged_Abundance.RPKs	SRR6915135_500K_merged_Abundance.RPKs	SRR6915136_500K_merged_Abundance.RPKs	SRR6915147_500K_merged_Abundance.RPKs	SRR6915149_500K_merged_Abundance.RPKs	SRR6915150_500K_merged_Abundance.RPKs	SRR6915151_500K_merged_Abundance.RPKs	SRR6915152_500K_merged_Abundance.RPKs	SRR6915153_500K_merged_Abundance.RPKs	SRR6915155_500K_merged_Abundance.RPKs	SRR6915156_500K_merged_Abundance.RPKs	SRR6915167_500K_merged_Abundance.RPKs	SRR6915168_500K_merged_Abundance.RPKs	SRR6915169_500K_merged_Abundance.RPKs	SRR6915170_500K_merged_Abundance.RPKs	SRR6915171_500K_merged_Abundance.RPKs	SRR6915172_500K_merged_Abundance.RPKs	SRR6915173_500K_merged_Abundance.RPKs	SRR6915174_500K_merged_Abundance.RPKs	SRR6915175_500K_merged_Abundance.RPKs	SRR6915176_500K_merged_Abundance.RPKs	SRR6915177_500K_merged_Abundance.RPKs	SRR6915178_500K_merged_Abundance.RPKs	SRR6915179_500K_merged_Abundance.RPKs	SRR6915180_500K_merged_Abundance.RPKs	SRR6915181_500K_merged_Abundance.RPKs	SRR6915182_500K_merged_Abundance.RPKs	SRR6915183_500K_merged_Abundance.RPKs	SRR6915184_500K_merged_Abundance.RPKs	SRR6915185_500K_merged_Abundance.RPKs	SRR6915186_500K_merged_Abundance.RPKs	SRR6915195_500K_merged_Abundance.RPKs	SRR6915196_500K_merged_Abundance.RPKs	SRR6915197_500K_merged_Abundance.RPKs	SRR6915198_500K_merged_Abundance.RPKs	SRR6915199_500K_merged_Abundance.RPKs	SRR6915200_500K_merged_Abundance.RPKs
2.3.1.40	3.920009529133333e-06	3.6957987586666672e-06	6.393611404766656e-06	6.90052e-05	5.014603608933335e-06	8.126783532933335e-06	6.9044e-06	3.687275224266666e-06	6.88949e-06	3.7427176864666645e-06	3.6307781855999996e-06	3.838482220666669e-06	2.70841e-05	4.022533796066663e-06	5.1133124203333265e-06	5.541348176333323e-06	5.034169087466661e-06	1.19931e-05	3.813623825666664e-06	7.0391209225000065e-06	5.117504437133328e-06	5.470077657266662e-06	3.708959300733336e-06	5.130951715066662e-06	6.45426e-06	3.765375227266666e-06	3.7231223401333333e-06	5.052147696933327e-06	5.6277419849333305e-06	3.809287380999999e-06	3.6639575337999955e-06	5.14687512246666e-06	3.859688178999999e-06	3.6564108327333316e-06	5.063928607133328e-06	5.625774750799995e-06	6.508653279999998e-08	3.5495314082666676e-06	3.8047355346000014e-06	2.07542e-05	3.756814319266669e-06	5.79916e-06	5.612506403599998e-06	3.698787442466662e-06	2.75017e-05	3.5406203805999978e-06	5.2934700029999915e-06	4.5067474488e-06	3.807396591600002e-06	6.83277e-06	5.076004896599995e-06	1.4501179951333313e-06	5.88357962036667e-06	3.696393161266668e-06	3.7791724079333343e-06	7.018840593033339e-06	5.1400156565999915e-06	3.7334694559333327e-06
4.3.1.24	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2.8.3.6	1.3252535240857784e-07	4.3707631124806615e-07	5.635755596878547e-07	3.0601330706808083e-06	2.702656751368546e-07	4.385791147586723e-07	1.6177088016183434e-07	5.342965429174122e-07	1.5371688700916676e-07	3.924165487028701e-07	1.7972042162428085e-07	6.017459119914678e-08	7.013235766253378e-07	2.0023602531397805e-07	4.4207024034345975e-07	5.744459214651026e-07	1.342764330947331e-07	2.9008825670525567e-07	2.113021576765931e-07	6.068206063243492e-07	2.128801393518975e-07	2.405300309478297e-07	3.678530527299459e-07	1.4968746538471705e-07	5.817844188356314e-07	5.177202187044977e-07	4.839522590153024e-07	5.140227866040821e-07	5.000834841248619e-07	4.839305162772935e-07	7.131038206111268e-07	9.423595614928033e-08	4.207767400283064e-07	2.0527134716381678e-07	4.607079070384051e-07	2.489893627009924e-07	1.787832029625254e-07	6.345429938162786e-07	2.6129998123491313e-07	1.1099712427867128e-07	2.3051834198830356e-07	7.774961824349415e-08	4.4321971691251833e-07	7.76098e-06	2.218310857653755e-06	4.361596335968149e-07	2.55702816196901e-07	2.0693160883103567e-07	6.409790928298598e-08	3.984038005722078e-07	3.847824631319838e-07	4.3894907291409346e-07	4.149654142290867e-07	1.3020340013738802e-07	2.5699996884849914e-07	3.5162655238416006e-07	4.2157464257308316e-07	2.34998446779794e-07
1.3.5.4	1.8479509504145827e-05	3.4252493342175742e-06	1.8482452874300463e-05	2.40343e-05	9.890037219744812e-06	1.00862441796875e-05	6.1070682754784565e-06	9.75250800905798e-06	4.8622932013646056e-06	7.803907822136688e-06	6.734521796849574e-06	6.713581185100972e-06	1.2718e-05	6.570831482853698e-06	1.5133293529511665e-05	6.91118e-05	1.1932794384232746e-05	1.780918085230301e-05	8.846776305127765e-06	1.3812202412292916e-05	1.5522495360109006e-05	1.4819087719188733e-05	1.3960509512354596e-05	1.1455685596330231e-05	1.4571737751351271e-05	1.4730811740460954e-05	9.297594880949689e-06	1.3219737234777497e-05	9.688032340402516e-06	1.1628131973020809e-05	9.673080796480262e-06	1.743065062270445e-05	8.631680194758466e-06	1.6028588394074152e-05	1.1553470823835822e-05	8.869726540237118e-06	1.0377770406911938e-05	6.091007337355874e-06	8.953438250049725e-06	9.728866536961122e-06	8.668640445457798e-06	1.836569516488475e-05	9.428253016426231e-06	7.24004298035573e-06	1.027811803267332e-05	8.598176728311e-06	1.7280718867473236e-05	1.1064134852973504e-05	1.0169538949988903e-05	4.44422e-06	9.299103934138116e-06	1.0531867413389224e-05	1.198746008845239e-05	8.494830277660494e-06	1.3303602203114765e-05	7.90840001149138e-06	1.5516928675772535e-05	1.5883215112218535e-05
2.5.1.105	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2.4.2.52	1.2463030313904736e-05	7.61542e-06	6.27832e-06	2.76151e-05	1.05057e-05	1.5745316139999964e-05	9.77501e-06	7.84189e-06	1.65094e-05	1.5090737971999967e-05	1.35492e-05	1.4679816231999981e-05	3.14542e-05	1.3951834026666639e-05	1.3758132686666638e-05	1.3942425446666644e-05	2.48799e-05	1.354467871199997e-05	1.6055327757333282e-05	2.7216e-05	1.3656483779999972e-05	1.333811399199997e-05	1.45967e-05	1.3484034791999964e-05	1.44959e-05	1.523248361999997e-05	1.33725e-05	1.336835446590475e-05	9.90816e-06	1.351623153199997e-05	1.4030648519999986e-05	1.3484034791999964e-05	1.7024927039999966e-05	1.3025249709333328e-05	1.3460824311999965e-05	1.4653660451999971e-05	1.04959e-05	1.5854212879999972e-05	1.5146476871999968e-05	1.3712742411999965e-05	6.99032e-06	1.1863907425333314e-05	1.3423334071999968e-05	7.32342e-06	1.5016453579999975e-05	2.00135e-05	1.2527126893333325e-05	1.4583e-05	1.55765e-05	1.6400967666666633e-05	2.21074e-05	6.54199e-06	7.74999e-06	1.4024208399999983e-05	1.3466444311999967e-05	1.295780215199997e-05	1.3551943971999967e-05	1.1910393805333317e-05
2.7.7.62	1.4862025826666653e-05	2.85998e-05	1.33414e-05	3.4772e-05	1.8861499813333355e-05	1.75491e-05	3.57624e-05	1.9781e-05	2.6381548159999986e-05	1.600757337999999e-05	5.38946e-06	6.46925e-06	3.86613e-05	1.40838e-05	1.4798656339999995e-05	1.5024714179999984e-05	2.81675e-05	1.60677e-05	1.13055e-05	1.6009125953333343e-05	1.684871445333333e-05	8.2071e-06	1.2779771496666645e-05	1.6537123906666663e-05	6.11324e-06	5.93679e-06	1.9684670106666675e-05	1.593085067999999e-05	9.85846e-06	1.03078e-05	1.36372e-05	1.6421021573333324e-05	1.52004e-05	1.6043580586666676e-05	1.446038956000002e-05	1.85309e-05	1.6710917533333363e-05	1.46465e-05	2.11543e-05	7.86295e-06	1.7705537843333348e-05	1.762251751333333e-05	1.5591378220000017e-05	1.9215883940000008e-05	1.56775e-05	9.43681e-06	1.5074689979999986e-05	2.03764e-05	1.5682741369999997e-05	4.95715e-05	9.84841e-06	1.3805835740000012e-05	8.69124e-06	5.99116e-06	1.4654160746666655e-05	1.4889005470000012e-05	1.5028938179999982e-05	7.87293e-06
5.4.99.24	7.38365e-06	2.11198e-05	1.5894151333333344e-05	8.22367e-05	1.47043e-05	1.80087e-05	3.57114e-05	1.6567468506666675e-05	1.14825e-05	1.77393e-05	1.7721198065714283e-05	1.48108e-05	3.55704e-05	4.74318e-06	1.26212e-05	1.2407339760000026e-05	8.03237e-06	3.846100788666657e-05	6.17859e-06	4.76556e-06	1.727059120000001e-05	8.60739e-06	9.7727e-06	2.88769e-05	1.31579e-05	1.96405e-05	1.6679297192380962e-05	2.22996e-05	8.15567e-05	1.66896e-05	5.53433e-06	1.20937e-05	1.582990626000001e-05	1.5389608140000016e-05	9.02287e-06	1.36316e-05	7.57713e-06	1.2720638179999999e-05	1.805122432e-05	2.84223e-05	9.494e-06	1.556520509904766e-05	6.93206e-05	1.20365e-05	3.02177e-05	8.97164e-06	1.57393358e-05	1.1441995980000021e-05	1.891176114666665e-05	6.01692e-06	1.41494e-05	2.13388e-05	1.09346e-05	5.49424e-06	1.7136908040000023e-05	6.2259e-06	1.755289194000001e-05	1.5541581280000034e-05
4.2.1.85	1.52044e-05	3.68208e-05	4.000578468000004e-05	2.43803e-05	6.36627e-05	3.06948e-05	3.10302e-05	2.98679e-05	1.64558e-05	2.30765e-05	2.92267e-05	3.55148e-05	2.78673e-05	1.94037e-05	2.67081e-05	4.341890736000001e-05	8.92178e-06	8.54732e-06	2.51386e-05	3.04554e-05	3.066201582000005e-05	3.227308710000002e-05	3.57485e-05	1.48802e-05	2.42941e-05	1.04335e-05	6.15733e-05	2.5269e-05	2.45983e-05	4.050491234000005e-05	2.06211e-05	3.00157e-05	5.5853049000000145e-05	7.73417e-06	2.05221e-05	2.51089e-05	4.07543e-05	1.04435e-05	6.19707e-05	5.97477e-05	2.67835e-05	1.39278e-05	9.28416e-06	1.96712e-05	1.08348e-05	1.88298e-05	8.994e-06	4.202344536000009e-05	6.56008e-05	2.71534e-05	6.25237e-05	2.86892e-05	1.16823e-05	5.60602e-05	3.77238e-05	4.55601e-05	2.56415e-05	1.98925e-05
2.8.2.22	3.513913608000008e-06	4.274782557500004e-06	4.6854992013e-06	3.13223e-05	3.102517446066669e-06	4.568475816999997e-06	1.4574595835238086e-06	4.537738960300003e-06	5.195612260066232e-06	5.577724044952384e-07	3.1736510674999966e-06	4.5420979715e-06	3.13918e-05	3.4944101881333336e-06	4.5525741342999986e-06	6.183672009633323e-06	3.2864470976666586e-06	3.523579032999998e-06	2.217606968933333e-06	4.8500317399999954e-06	3.072090549400006e-06	4.6937493252999985e-06	3.640391995166671e-06	4.576086493666663e-06	4.10611e-06	4.623775724999996e-06	5.042109119000017e-06	3.3338647555999946e-06	4.574765045666667e-06	4.794315269666666e-06	2.248571122e-06	3.3021175426666683e-06	3.172619140899997e-06	2.9893966663051967e-06	3.090954810866675e-06	4.569977456999997e-06	3.1969824910301545e-06	1.4517692622999976e-06	2.844397348892063e-06	1.994097807492063e-06	2.3272742293333343e-06	4.6466855636666625e-06	5.49174928499999e-06	3.0767528518333297e-06	1.1577012245333333e-05	3.92234961316667e-06	3.750005376333338e-06	3.3392620585999947e-06	4.238088568333335e-06	4.4206e-06	2.6906020227634863e-06	5.684415562666649e-06	3.7195604106666697e-06	1.6235699676619025e-06	2.813558374777774e-06	2.1255862047666635e-06	4.728764433666666e-06	5.681379432333325e-06
