#OTU ID	LD-Run1-02	LD-Run1-03	LD-Run1-04	LD-Run1-05	LD-Run1-06	LD-Run1-07	LD-Run1-08	LD-Run1-09	LD-Run1-10	LD-Run1-11	LD-Run1-12	LD-Run2-01	LD-Run2-02	LD-Run2-03	LD-Run2-04	LD-Run2-05	LD-Run2-06	LD-Run2-07	LD-Run2-08	LD-Run2-09	LD-Run2-10	LD-Run2-11	LD-Run2-12	LD-Run2-13	LD-Run2-14	LD-Run2-15	LD-Run2-16	LD-Run2-18	LD-Run2-19	LD-Run2-20	LD-Run2-21	LD-Run2-22	LD-Run2-23	LD-Run2-24	LD-Run2-25	LD-Run2-26	LD-Run2-27	LD-Run2-28	LD-Run2-29	LD-Run2-30	LD-Run2-32	LD-Run2-33	LD-Run2-34	LD-Run2-35	LD-Run2-36	LD-Run2-37
5.1.1.7	0.00013150528899999998	0.00015646105200000005	1.1680875e-05	2.9842080999999998e-05	6.796631600000002e-05	1.9460815e-05	0.0001738876695	0.00010400581400000003	2.6053802999999996e-05	5.7210489999999996e-05	2.4846643e-05	0.00015832497999999998	0.00012086786000000001	0.00015493319499999995	0.0001851356	4.0112431000000004e-05	0.00011087223	0.00010736651799999999	9.56547e-05	7.6221533e-05	7.20299e-05	6.916063e-05	0.00014550353000000003	0.000176369091	0.00017687926599999995	0.0	0.0	0.00016495689599999995	1.5767374e-05	0.00010791281799999999	0.000104112877	0.00017921856000000002	0.00011366945999999999	0.00014119129	0.00014665603000000004	0.00010799833500000001	8.185011000000002e-05	6.631962e-05	3.8601866e-05	0.00014223303600000004	6.120381e-05	0.00017777396	4.2962350000000004e-05	2.875215e-05	4.930518300000001e-05	0.00010193588000000001
5.1.1.8	2.33897e-07	2.57057e-07	0.0	0.0	0.0	0.0	1.95672e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.82438e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5.1.2.2	0.0	1.3726262000000002e-06	0.0	0.0	0.0	9.46966e-08	2.38e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.420359e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.470915e-06	0.0	0.0	0.0	0.0	7.414610000000001e-06	0.0	0.0	2.40042e-06	0.0	0.0
5.1.2.3	0.00010743334099999999	1.9488433e-05	0.0	2.4847242e-05	8.469554999999999e-07	0.0	0.00011777721170000001	2.9015538e-05	3.0221661e-06	6.6990681e-05	8.607031999999999e-07	1.2102266e-05	5.393000000000001e-05	8.09018e-05	0.0001811211	1.2420614000000001e-05	0.0001475125	7.766944e-05	5.8137973e-05	8.1527816e-05	8.880530000000001e-05	7.186909e-05	0.0	0.0	8.2308e-07	2.03928e-05	0.0	1.9560944e-05	0.0	0.0	1.174171e-06	5.737084e-06	4.73784e-06	0.0	3.72592e-06	0.00010646636199999998	2.0587709999999997e-05	0.0	0.0	4.517179e-06	9.46578e-05	2.923382e-06	2.0892208e-05	5.954172999999999e-06	2.177447e-06	1.0803502e-05
5.1.3.1	0.00021297806250000003	0.00016439956699999995	1.3045251999999999e-05	9.7865132e-05	7.4219406e-05	6.599342500000001e-05	0.000256753451	9.0515132e-05	0.00018655010759999994	0.00026143107000000006	5.1812613199999984e-05	0.000219356872	0.00016899775200000003	0.00017358401299999999	0.000138463	4.8109990000000005e-05	8.328051e-05	0.00015544842799999995	0.000199580185	0.0001007272448	4.64804e-05	0.00024321177000000003	0.00015029957000000003	0.000169075276	0.000197291238	0.00010722330000000001	0.0	0.00016135625999999997	4.320059000000001e-05	0.00015956441399999998	0.000271088141	0.00019032430520000005	0.00012664422000000002	0.00011455526	0.00018057835000000002	0.00022975229299999997	0.00028944041999999997	0.00014569936	0.00011781129699999998	0.000170910531	0.00012458665	0.00018598835600000004	7.579598600000002e-05	5.354162999999999e-05	5.406707000000001e-05	0.00015901924899999997
5.1.3.10	0.0	0.0	0.0	2.77009e-06	0.0	0.0	0.0	2.54831e-07	0.0	0.0	6.35336e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5.1.3.11	6.08625e-07	9.1079194e-05	5.28497e-06	0.0	4.1087589e-05	2.831621e-06	0.0	1.9455429e-05	3.3701e-06	0.0	1.8213254e-05	5.1463838e-05	1.07013e-05	2.822204e-05	0.0	0.0	0.0	0.0	4.04933e-06	0.0	0.0	0.0	6.722236399999998e-05	9.354968e-05	7.94467e-05	0.0	0.0	0.00010116556000000001	1.91356e-06	2.549785e-05	1.477423e-05	7.132081999999999e-05	6.28324e-05	8.241450000000001e-05	7.327464000000001e-05	0.0	0.0	2.68712e-06	1.547943e-05	5.19084e-05	0.0	0.00013447776	4.61841e-06	2.138002e-05	2.618504e-05	4.647127e-05
5.1.3.12	3.44775e-07	1.14057e-06	0.0	0.0	0.0	3.99731e-07	0.0	0.0	0.0	0.0	7.58046e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.02433e-06	0.0	2.52336e-06	0.0	0.0	0.0	0.0	0.0	1.88253e-06	2.8007e-06	0.0	0.0	0.0	0.0	0.0	0.0	3.07457e-06	0.0
5.1.3.13	2.8851452999999994e-05	0.00020780704899999998	3.1497186e-05	1.3564055000000001e-05	7.090696899999998e-05	3.2314744e-05	6.48874e-06	9.777234999999998e-05	7.573332900000003e-05	1.5110309999999999e-05	2.50793049e-05	0.00021620023899999996	8.884292000000001e-05	0.000187217808	0.0	2.91568e-06	9.77709e-07	1.7249577999999998e-05	9.005282999999999e-05	2.55906302e-05	0.0	8.33855e-05	0.0002572256799999999	0.00036909598000000015	0.0004507199530000001	0.0001942661	0.0	0.0005259473849999999	2.1602896e-05	0.00017180710400000002	0.00023914515600000002	0.000365748825	0.00030603961000000003	0.00019365042000000002	0.00028098907	7.476449999999999e-06	1.812614e-05	0.00010960401	9.453711800000001e-05	0.000278777058	2.227585e-05	0.00046360581100000003	1.9199739999999998e-05	4.05695e-05	4.4934619999999996e-05	0.00018159630999999997
5.1.3.14	0.00020900387299999999	0.00019112787299999998	5.52873e-07	6.5227081e-05	2.33675954e-05	1.8735931e-05	0.00015750142400000004	9.307159e-05	0.00013633668900000002	0.00020215292	5.22859613e-05	4.0423831e-05	0.00011244830999999999	5.711088800000001e-05	8.97744e-05	4.6569599000000006e-05	8.3506281e-05	0.000103609369	0.00011429072	8.796244900000002e-05	3.8014e-05	0.00026142421999999994	1.3668690000000001e-05	1.5806265e-05	2.4380316e-05	0.0	0.0	4.5011265e-05	1.5824381e-05	4.7509006000000005e-05	0.00010817715	2.5601219999999996e-05	7.838670000000001e-06	5.45359e-06	5.2751500000000005e-05	0.00012988742900000005	0.00026862105	2.776719e-05	5.9227440000000004e-05	2.6481355000000004e-05	0.00010699484000000002	1.7626677e-05	8.598749e-05	5.808243500000001e-05	3.5188238e-05	4.50189e-05
