	ERR688505_500K_merged_Abundance.RPKs	ERR688506_500K_merged_Abundance.RPKs	ERR688507_500K_merged_Abundance.RPKs	ERR688508_500K_merged_Abundance.RPKs	ERR688509_500K_merged_Abundance.RPKs	ERR688510_500K_merged_Abundance.RPKs	ERR688511_500K_merged_Abundance.RPKs	ERR688512_500K_merged_Abundance.RPKs	ERR688513_500K_merged_Abundance.RPKs	ERR688514_500K_merged_Abundance.RPKs	ERR688515_500K_merged_Abundance.RPKs	ERR688516_500K_merged_Abundance.RPKs	ERR688517_500K_merged_Abundance.RPKs	ERR688518_500K_merged_Abundance.RPKs	ERR688519_500K_merged_Abundance.RPKs	ERR688520_500K_merged_Abundance.RPKs	ERR688521_500K_merged_Abundance.RPKs	ERR688522_500K_merged_Abundance.RPKs	ERR688523_500K_merged_Abundance.RPKs	ERR688524_500K_merged_Abundance.RPKs	ERR688525_500K_merged_Abundance.RPKs	ERR688526_500K_merged_Abundance.RPKs	ERR688527_500K_merged_Abundance.RPKs	ERR688528_500K_merged_Abundance.RPKs	ERR688529_500K_merged_Abundance.RPKs	ERR688530_500K_merged_Abundance.RPKs	ERR688531_500K_merged_Abundance.RPKs	ERR688532_500K_merged_Abundance.RPKs	ERR688533_500K_merged_Abundance.RPKs	ERR688534_500K_merged_Abundance.RPKs	ERR688535_500K_merged_Abundance.RPKs	ERR688536_500K_merged_Abundance.RPKs	ERR688537_500K_merged_Abundance.RPKs	ERR688538_500K_merged_Abundance.RPKs	ERR688539_500K_merged_Abundance.RPKs	ERR688540_500K_merged_Abundance.RPKs	ERR688541_500K_merged_Abundance.RPKs	ERR688542_500K_merged_Abundance.RPKs	ERR688543_500K_merged_Abundance.RPKs	ERR688544_500K_merged_Abundance.RPKs	ERR688545_500K_merged_Abundance.RPKs	ERR688546_500K_merged_Abundance.RPKs	ERR688547_500K_merged_Abundance.RPKs	ERR688548_500K_merged_Abundance.RPKs	ERR688549_500K_merged_Abundance.RPKs	ERR688550_500K_merged_Abundance.RPKs	ERR688551_500K_merged_Abundance.RPKs	ERR688552_500K_merged_Abundance.RPKs	ERR688553_500K_merged_Abundance.RPKs	ERR688554_500K_merged_Abundance.RPKs	ERR688555_500K_merged_Abundance.RPKs	ERR688556_500K_merged_Abundance.RPKs	ERR688557_500K_merged_Abundance.RPKs	ERR688558_500K_merged_Abundance.RPKs	ERR688559_500K_merged_Abundance.RPKs	ERR688560_500K_merged_Abundance.RPKs	ERR688561_500K_merged_Abundance.RPKs	ERR688562_500K_merged_Abundance.RPKs	ERR688563_500K_merged_Abundance.RPKs	ERR688564_500K_merged_Abundance.RPKs	ERR688565_500K_merged_Abundance.RPKs	ERR688566_500K_merged_Abundance.RPKs	ERR688567_500K_merged_Abundance.RPKs	ERR688568_500K_merged_Abundance.RPKs	ERR688569_500K_merged_Abundance.RPKs	ERR688570_500K_merged_Abundance.RPKs	ERR688571_500K_merged_Abundance.RPKs	ERR688572_500K_merged_Abundance.RPKs	ERR688573_500K_merged_Abundance.RPKs	ERR688574_500K_merged_Abundance.RPKs	ERR688575_500K_merged_Abundance.RPKs	ERR688576_500K_merged_Abundance.RPKs	ERR688577_500K_merged_Abundance.RPKs	ERR688578_500K_merged_Abundance.RPKs	ERR688579_500K_merged_Abundance.RPKs	ERR688580_500K_merged_Abundance.RPKs	ERR688581_500K_merged_Abundance.RPKs	ERR688582_500K_merged_Abundance.RPKs	ERR688583_500K_merged_Abundance.RPKs	ERR688584_500K_merged_Abundance.RPKs	ERR688585_500K_merged_Abundance.RPKs	ERR688586_500K_merged_Abundance.RPKs	ERR688587_500K_merged_Abundance.RPKs	ERR688588_500K_merged_Abundance.RPKs	ERR688589_500K_merged_Abundance.RPKs	ERR688590_500K_merged_Abundance.RPKs	ERR688591_500K_merged_Abundance.RPKs	ERR688592_500K_merged_Abundance.RPKs	ERR688593_500K_merged_Abundance.RPKs	ERR688594_500K_merged_Abundance.RPKs	ERR688595_500K_merged_Abundance.RPKs	ERR688596_500K_merged_Abundance.RPKs	ERR688597_500K_merged_Abundance.RPKs	ERR688598_500K_merged_Abundance.RPKs	ERR688599_500K_merged_Abundance.RPKs	ERR688600_500K_merged_Abundance.RPKs	ERR688601_500K_merged_Abundance.RPKs	ERR688602_500K_merged_Abundance.RPKs	ERR688603_500K_merged_Abundance.RPKs	ERR688604_500K_merged_Abundance.RPKs	ERR688605_500K_merged_Abundance.RPKs	ERR688606_500K_merged_Abundance.RPKs	ERR688607_500K_merged_Abundance.RPKs	ERR688608_500K_merged_Abundance.RPKs	ERR688609_500K_merged_Abundance.RPKs	ERR688610_500K_merged_Abundance.RPKs	ERR688611_500K_merged_Abundance.RPKs	ERR688612_500K_merged_Abundance.RPKs	ERR688613_500K_merged_Abundance.RPKs	ERR688614_500K_merged_Abundance.RPKs	ERR688615_500K_merged_Abundance.RPKs	ERR688616_500K_merged_Abundance.RPKs	ERR688617_500K_merged_Abundance.RPKs	ERR688618_500K_merged_Abundance.RPKs	ERR688619_500K_merged_Abundance.RPKs	ERR688620_500K_merged_Abundance.RPKs	ERR688621_500K_merged_Abundance.RPKs	ERR688622_500K_merged_Abundance.RPKs	ERR688623_500K_merged_Abundance.RPKs	ERR688624_500K_merged_Abundance.RPKs	ERR688625_500K_merged_Abundance.RPKs	ERR688626_500K_merged_Abundance.RPKs	ERR688627_500K_merged_Abundance.RPKs	ERR688628_500K_merged_Abundance.RPKs	ERR688629_500K_merged_Abundance.RPKs	ERR688630_500K_merged_Abundance.RPKs	ERR688631_500K_merged_Abundance.RPKs	ERR688632_500K_merged_Abundance.RPKs	ERR688633_500K_merged_Abundance.RPKs	ERR688634_500K_merged_Abundance.RPKs	ERR688635_500K_merged_Abundance.RPKs	ERR688636_500K_merged_Abundance.RPKs	ERR688637_500K_merged_Abundance.RPKs	ERR688638_500K_merged_Abundance.RPKs	ERR688639_500K_merged_Abundance.RPKs	ERR688640_500K_merged_Abundance.RPKs	ERR688641_500K_merged_Abundance.RPKs	ERR688642_500K_merged_Abundance.RPKs	ERR688643_500K_merged_Abundance.RPKs	ERR688644_500K_merged_Abundance.RPKs	ERR688645_500K_merged_Abundance.RPKs	ERR688646_500K_merged_Abundance.RPKs	ERR688647_500K_merged_Abundance.RPKs	ERR688648_500K_merged_Abundance.RPKs	ERR688649_500K_merged_Abundance.RPKs	ERR688650_500K_merged_Abundance.RPKs	ERR688651_500K_merged_Abundance.RPKs	ERR710424_500K_merged_Abundance.RPKs	ERR710425_500K_merged_Abundance.RPKs	ERR710426_500K_merged_Abundance.RPKs	ERR710427_500K_merged_Abundance.RPKs	ERR710428_500K_merged_Abundance.RPKs	ERR710429_500K_merged_Abundance.RPKs	ERR710430_500K_merged_Abundance.RPKs	ERR710431_500K_merged_Abundance.RPKs	ERR710432_500K_merged_Abundance.RPKs
3.6.1.13	3.81796e-05	2.68771e-05	5.42366e-05	2.29309e-05	3.89539e-05	7.36322e-05	0.000125559	3.76143e-05	5.3343e-05	6.3218e-05	2.10679e-05	7.22356e-05	5.354435620000011e-05	6.96852e-05	9.95209e-05	2.43743e-05	9.50722e-05	7.10668e-05	6.52884e-05	7.29113e-06	2.39818e-05	8.6808e-05	2.04042e-05	8.29097e-06	2.38788e-05	3.18194e-05	2.941e-05	0.00019699	0.000122603	0.00010393	0.000100744	4.88462e-05	2.89175e-05	7.18278e-05	0.000162555	0.000106162	4.79055e-05	0.000100042	8.43077e-05	5.44431e-05	4.46219e-05	5.11553e-05	3.24487e-05	6.52329e-05	7.25005e-05	2.14115e-05	1.39738e-05	8.6982e-05	3.44051e-05	5.15633e-05	6.0145e-05	6.19264e-05	0.000231301	1.4247e-05	6.64779e-05	4.73056e-05	7.84412e-05	0.000106782	0.000185534	9.55675e-05	4.32281e-05	4.10849e-05	3.87107e-05	1.95651e-05	4.3300745200000085e-05	7.63461e-05	0.000110173	8.34184e-05	5.80503e-05	4.562692255000001e-05	1.07386e-05	5.53529e-05	2.18458e-05	1.90832e-05	1.71518e-05	7.55377e-05	3.791381940000011e-05	3.2231319800000165e-05	3.23441e-05	0.000110611	7.9964e-05	1.76672e-05	8.66494e-05	9.09293e-05	2.87728e-05	7.83935e-05	0.000116491	9.1792e-05	3.52746e-05	0.000249986	9.19789e-05	4.18264e-05	3.41021e-05	2.70879e-05	0.000121428	1.20881e-05	3.14282e-05	1.01489e-05	4.96339e-05	4.08235e-05	7.83637e-05	0.000189333	9.28277e-06	6.6544e-05	6.13301e-05	1.0014e-05	5.70109e-05	0.000122944	3.53816e-05	5.089331740000006e-05	0.000116566	6.96026e-05	7.49898e-05	2.65787e-05	3.42296e-05	0.000132472	3.72315e-05	4.50759e-05	8.83223e-05	7.93318e-06	1.00565e-05	2.75755e-05	8.58794e-06	0.000101365	4.18638e-05	5.3841548600000105e-05	7.77273e-05	0.000106948	8.37671e-06	4.61859e-05	6.86409e-06	9.33937e-05	8.12581e-05	0.000134902	1.52208e-05	0.000146223	7.94998e-05	1.4392e-05	7.54604e-05	4.0740460800000106e-05	4.93234e-05	1.95356e-05	3.38419e-05	4.547678100000014e-05	3.76105e-05	1.34288e-05	3.80814e-05	6.19871e-06	1.91459e-05	2.76593e-05	2.82022e-05	2.4259599000000113e-05	2.08345e-05	4.91621e-05	5.83299e-05	2.8712e-05
1.8.7.1	9.825478342333328e-06	7.15246e-06	8.78016966533334e-06	8.310952672599996e-06	7.26795e-06	1.057178801299999e-05	1.5213367201333322e-05	1.8239530060000035e-05	5.4436387267666605e-06	1.18603e-05	9.721999090599996e-06	3.5384781663333395e-06	3.536087810833339e-06	1.73879e-05	1.636540200000001e-05	7.924704634433334e-06	2.43897e-05	5.21158e-06	7.34837e-06	1.9494947754000015e-06	7.38411e-06	7.22475e-06	2.574482262933337e-06	8.654127542599997e-06	9.075118108666666e-06	8.475505300000007e-06	1.25544e-05	5.178670565266671e-06	9.45426e-06	2.2705386147666684e-06	1.4736221330666649e-05	1.99436e-05	1.70243e-05	9.59474699e-06	5.81657e-05	2.3773297954333394e-06	1.3290048930666634e-06	2.28122e-05	1.2733567306000001e-06	9.225183535666668e-06	2.4111749860523835e-06	9.736349978933342e-06	8.409627170333334e-06	2.956126538766669e-06	1.88854e-05	6.20439e-06	8.100090614266662e-06	8.68438e-06	1.32179e-05	1.1040868373333318e-05	9.431545332333347e-06	8.513672787333335e-06	1.35293e-05	4.101786242619054e-06	3.707402505666673e-06	1.926270093257136e-05	4.87238e-05	7.32821e-06	6.79909e-05	7.05206e-06	7.36951e-06	1.5529566789999988e-05	4.151146130900001e-06	1.51171e-05	2.510102716066671e-06	1.7659265870333336e-06	2.03226e-05	7.66446e-06	1.30921e-05	9.060588122333335e-06	8.11538428593334e-06	4.474670934000007e-06	2.199615541100002e-06	1.8064204128333368e-06	8.347513605000006e-06	5.85688e-06	1.4752645835666655e-06	9.397495425e-06	1.5166576374999978e-06	6.18911e-06	1.064145223583335e-05	8.128807007666666e-06	2.35931e-05	1.55646e-05	4.598590130000001e-06	1.998593839100001e-06	2.40572e-05	7.78865e-06	8.808102183000005e-06	8.70017e-06	3.400016719433334e-06	8.79178551766666e-06	8.754962578999999e-06	1.5942613570000008e-05	2.97598e-05	1.35338e-05	1.26963e-05	1.5677141820000004e-05	2.99343e-05	3.750392026666673e-06	1.26734e-05	7.2115e-05	1.684492991733334e-05	9.04481e-06	9.187776970266666e-06	2.4596057642333384e-06	7.480244135766667e-06	6.53076e-06	6.633105801600002e-06	8.864754540333328e-06	1.23431e-05	3.364483685349211e-06	1.5451539947333313e-05	2.6000544441666718e-06	3.298899939333339e-06	5.65275e-06	1.34564e-05	1.15297e-05	1.0132280362000016e-05	9.404218993766667e-06	7.91604619626667e-06	2.008911189333334e-06	9.226127119333334e-06	8.33041e-06	1.826690612100003e-06	3.7053080536666723e-06	2.437980178666667e-06	2.3728213627333367e-06	1.8289405317666702e-06	2.266789854600002e-06	2.326721393766669e-06	3.7815105281666777e-06	1.953312300466666e-06	2.873121453166672e-06	7.3407445008333355e-06	4.056649361000002e-06	1.38314e-05	3.988824032000004e-06	2.276233214166667e-06	1.4141595417333336e-06	2.985339185600001e-06	7.929285641266668e-06	8.91956e-06	9.980030185733346e-06	7.224483496433331e-06	7.886100180333313e-07	7.70527e-06	1.0117195682999989e-05	1.8382098582666705e-06	1.12857e-05	7.757059622833331e-06	3.1647509111111173e-06	8.5310049701e-06	9.42403e-06	2.5533065099333384e-06	3.060044441666672e-06
3.5.1.38	1.7740651974913979e-06	1.826937840174763e-06	5.399933703725756e-07	6.522056297105419e-07	1.6274043956271396e-06	8.427269745372887e-07	5.097178332461384e-07	1.4579172728938125e-06	3.5952073648868364e-07	1.1483617140043547e-06	1.7096855525301346e-06	2.0085131251441314e-07	9.38651461194462e-07	1.0326862051465144e-06	9.350914762369739e-07	1.1399794103592709e-06	1.3868831712173623e-06	9.187153490765366e-07	1.1584319630120471e-06	6.774737707295442e-07	1.883384223753564e-06	1.5590612040514658e-06	9.351417179729617e-07	1.0583954253816768e-06	8.74994971489406e-07	5.151920523114558e-07	1.5405132049633633e-06	4.502991392146776e-07	6.512938687914989e-07	4.2777130950428123e-07	9.777093825215962e-07	2.2326875993333043e-06	1.4428261990852677e-06	6.170135644880888e-07	6.400691757856382e-07	5.071807628777616e-07	6.298967014392284e-07	7.657179066168829e-07	4.90014479082126e-07	1.8889408237373718e-06	2.67766772775823e-07	1.2969401210749296e-06	1.8248874518455718e-06	4.3876499743974167e-07	1.708988381322641e-06	2.478879537502312e-07	1.0671067797011455e-06	1.0495080814666358e-06	2.0206782024580436e-06	7.337503652420729e-07	6.448630704547327e-07	1.2697719334748022e-06	2.536242332955161e-07	1.790732345025727e-06	1.079502505228643e-06	4.1103848362951077e-07	1.885040253737303e-06	1.1362076314291359e-07	1.6925138263764456e-06	4.960966334555759e-07	2.0546500913882087e-06	5.575913586295047e-07	6.014779576593197e-07	9.336723609690108e-07	3.755145543694286e-07	6.129558104611109e-07	7.54561e-06	1.408678634351234e-06	9.56003477063513e-07	8.971849619397754e-07	9.524169896165951e-07	8.680611327889634e-07	5.776695138420784e-07	5.601244202397276e-07	3.7728468953588955e-07	2.5526531780210853e-07	7.640678967806546e-07	1.6154645694247952e-06	7.803806192483624e-07	1.336922799188168e-06	1.5748465323271031e-06	9.237667163506885e-07	1.747811825480725e-06	7.079099785540136e-07	8.464863715544733e-07	5.371495943787611e-07	1.1506150660204671e-06	9.497141589451201e-07	7.130442173803093e-07	9.784433215270878e-07	4.5806528914666543e-07	2.1847602489597337e-06	8.78548551046726e-07	1.422612672417066e-06	9.91911513811137e-07	1.4314679825514314e-06	8.012179937490043e-07	7.773068296107939e-07	7.80800101293612e-07	4.402782937969866e-07	1.5030536536849153e-06	9.162638359413703e-07	4.027137294440517e-06	1.5830992638842822e-06	1.8116443219336466e-06	9.715003031986964e-07	6.274779231475693e-07	1.2478376314291352e-07	3.993232625278945e-07	1.2102152034306109e-06	7.17401647242073e-07	1.943620619667356e-07	1.1120709441772043e-06	5.391980632393982e-07	6.630765235723081e-07	4.952573045957733e-07	3.32117539526522e-07	1.8184147484141995e-06	8.148180780691759e-07	9.352646338599232e-07	4.771735389168654e-07	1.0863727777367807e-06	1.4389529564992765e-06	4.339477185162902e-07	8.909671558790619e-07	1.0987990854943938e-06	2.9728032325407466e-07	3.44757031851626e-07	7.936512273194443e-07	6.974632233198932e-07	5.537630918466238e-07	6.049944975968092e-07	7.649915740593239e-07	4.671927712943624e-07	7.020951897728962e-07	1.6844226682185021e-07	3.4563744848279483e-07	6.122146680955057e-07	1.0596774794516443e-06	6.417625707254631e-07	1.2581929966294441e-07	1.2501029306580573e-06	3.730620138901143e-07	9.28819919568593e-07	7.44614767329702e-07	6.414582367623014e-07	1.1244818005946521e-06	7.512264027105167e-07	5.651576052370046e-07	1.0911486397722143e-06	7.147186737668954e-07	6.230142782130081e-07	9.235070516725908e-07	5.414923422870475e-07	8.060103759675078e-07	9.371579232820143e-07
2.5.1.29	9.421536489833336e-06	6.370205982833332e-06	6.750562900433336e-06	1.4163745382009499e-05	6.058470210999999e-06	7.968526572666681e-06	5.879235612966674e-06	6.323285998566672e-06	6.5679847337666665e-06	5.069661962833335e-06	1.1028365707266662e-05	6.807740604633336e-06	1.7214732126866634e-05	5.029936289599998e-06	9.155644666933322e-06	6.435874828833338e-06	6.597036386666673e-06	5.476848050966667e-06	6.3104804296e-06	7.6446e-06	8.507056240166668e-06	6.225754959933333e-06	1.5702347752999973e-05	1.3708106598166642e-05	1.3210049595666657e-05	6.272039718433342e-06	5.649514613166672e-06	2.013560243366667e-05	1.0269821871666663e-05	6.7734785112047695e-06	7.447645499166678e-06	9.30068e-06	5.016705628766666e-06	6.392194936600005e-06	7.150258261876196e-06	1.0096373681666663e-05	3.85833e-05	4.84358800018572e-06	5.56522e-05	1.0344669460333314e-05	9.475179333133328e-06	8.28062e-06	8.540284859033324e-06	6.81275604583333e-06	7.204565652700001e-06	1.13392e-05	1.1901014901409505e-05	6.4140481904999955e-06	7.388574703100001e-06	1.1998516326738078e-05	6.668278145833332e-06	1.3035577958199989e-05	3.695454425433339e-06	1.0803751782499986e-05	9.251277097085715e-06	1.178335919599999e-05	7.560941201966671e-06	5.099109201019051e-06	9.458973653380954e-06	2.10044e-05	1.1027361490833325e-05	5.389431169809524e-06	8.60244e-06	6.339169269299999e-06	1.5167534947666651e-05	1.1371803266009513e-05	5.408862980500002e-06	6.637552333500006e-06	7.32160060683334e-06	1.15245e-05	2.17419e-05	7.44653e-06	7.22144e-06	2.84175e-05	1.80759e-05	5.9851490615000015e-06	2.64728e-05	1.3984619533666642e-05	2.09218e-05	5.5435559213333365e-06	5.81002e-06	1.35153e-05	4.572471107666663e-06	6.079095708666665e-06	1.0938737871866658e-05	1.1284011332499994e-05	6.1301288092761935e-06	8.908167216933334e-06	1.0767694667333322e-05	6.34715223083333e-06	7.0668653175380916e-06	7.3304e-06	7.168437869933334e-06	9.21656e-06	1.1304662222899984e-05	1.1292093387999985e-05	1.0831354200742851e-05	5.128045963666673e-06	4.0711972998333344e-06	6.23775e-06	8.203385086666672e-06	9.074109188066667e-06	9.384302414299996e-06	1.40199e-05	5.634901844166665e-06	1.5044926256199987e-05	9.465023124666658e-06	5.202705936004762e-06	5.262466744533337e-06	1.371742681126665e-05	7.304101068047621e-06	1.72083e-05	4.4409273873333384e-06	7.40551e-06	3.21799e-05	1.47491e-05	6.500752855142853e-06	8.205919295500003e-06	6.159511563166676e-06	1.2202750502342841e-05	1.1548179363533334e-05	1.3025490772666653e-05	8.31327e-06	1.05106e-05	1.54832e-05	1.6832822849342836e-05	7.171931165666669e-06	1.0342678739761891e-05	2.42607e-05	1.366590047459999e-05	1.6365062907999976e-05	5.354404318999994e-06	2.104620187167617e-05	7.708501899666638e-06	1.97766e-05	6.207103625399987e-06	4.973612051709528e-06	1.9314622187999996e-05	2.0870736019009515e-05	3.67916e-05	2.07748e-05	6.22579e-05	6.959197095433326e-06	0.000155787	1.75696e-05	7.39046e-05	6.59478225566666e-06	1.8516037019666653e-05	1.03254e-05	7.757228879099996e-06	1.34162e-05	1.4082043118809503e-05	1.04827e-05	9.78264706653333e-06	1.2289592557433338e-05	1.489440905666665e-05
3.1.1.83	3.710513491428566e-06	3.80608044028571e-06	5.62472e-06	2.726062572761899e-06	1.0927582461999997e-05	8.68327e-06	2.5022e-05	8.218616513142866e-06	8.823750977666666e-06	2.8966e-05	8.878036065619047e-06	2.920492968095234e-06	1.8044776873333323e-06	1.69959e-05	1.1053956152666653e-05	6.76906e-06	6.12318e-05	1.1824939847333335e-05	4.487954947428569e-06	1.6733957051428563e-06	8.94182e-06	5.44725e-06	1.01153746257143e-05	2.2819052514285697e-06	3.161276504761899e-06	3.795959929333333e-06	1.6846799275999994e-05	1.1351357586666685e-05	1.34593e-05	6.192896782714286e-06	7.29931e-06	2.25878e-05	1.32977e-05	1.20111e-05	6.804503931333345e-06	1.01847e-05	1.28742e-05	5.665138516666671e-06	1.1523643340000004e-05	2.582021042952379e-06	2.688249082476186e-06	1.0195897294571435e-05	3.019865927285708e-06	1.50097e-05	6.5765487542857255e-06	1.33007e-05	1.00173e-05	8.49098e-06	9.13557e-06	1.1694678372000004e-05	6.37073e-06	3.560286524285712e-06	4.1065307971111055e-06	2.494257345476187e-06	3.050341941285711e-06	2.05943317238095e-06	7.965811104000002e-06	1.28776e-05	3.3682520489523718e-06	1.05296e-05	8.91458e-06	2.59714e-05	2.9964233026666664e-06	1.9327e-05	1.7122187869999991e-06	2.802564884857141e-06	1.0521396539666666e-05	7.8017e-06	1.50939e-05	2.2258232290952372e-06	2.617440875952376e-06	1.90235e-05	2.0657681733333314e-06	3.907548125952369e-06	1.9124885624761893e-06	2.507074548333334e-06	3.120254124666655e-06	2.5354757247619016e-06	2.5451229557618993e-06	9.77735e-06	8.97056e-06	3.9248947978095195e-06	2.23213e-05	2.52391e-05	2.382639273809521e-06	1.0984265025714294e-05	1.40364e-05	3.1807780789999974e-06	3.3220345892857132e-06	1.01951e-05	2.664250384920629e-06	1.0993472382000002e-05	2.997457704761901e-06	1.227794070123808e-05	3.92532e-05	2.3842572956190455e-06	8.68484e-06	1.2309077118666644e-05	1.22906e-05	2.138031226190475e-06	3.4265599071904734e-06	3.916047256666661e-06	9.301592687619055e-06	9.584037606857146e-06	2.29325e-05	2.03188230047619e-06	3.3633379948095225e-06	7.13386e-06	1.0132e-05	3.304440885238089e-06	1.1292597658666661e-05	7.987670486809536e-06	8.215247795000004e-06	1.29877e-05	3.0307962294285636e-06	2.1698e-05	1.5383915677999975e-05	2.67656e-05	9.100182876666675e-06	3.050784644142855e-06	1.7515149519999996e-05	3.306303525809516e-06	2.6154632149523763e-06	7.79307e-06	8.24678523795238e-06	2.4951793758095196e-06	5.189647632333341e-06	2.1016019981428565e-06	2.3245858434285683e-06	3.1678497140952337e-06	2.2802655704761886e-06	2.30741e-05	2.427890701238094e-06	6.01166e-06	2.5053731067619017e-06	1.18922e-05	1.24051e-05	3.5604375721904682e-06	2.3240634579047614e-06	3.026161543619037e-06	2.9043835545238055e-06	2.979342160952379e-06	3.0234649438095203e-06	1.9178244001428564e-06	1.08859e-05	2.4155975606190433e-06	9.3726090724762e-06	7.70999e-06	2.1949464504761876e-06	4.915493531619043e-06	9.521064595714304e-06	2.4695693087619003e-06	8.59953e-06	2.4685e-05	1.88337e-05	2.1829925399999985e-06
4.1.3.34	5.979734693568378e-07	8.842246337049636e-07	2.7099978624274953e-07	5.127604041886124e-07	4.4013266863154e-07	6.268222895350466e-07	3.6197180372564707e-07	7.144215888585575e-07	1.15631e-05	5.890448725181521e-07	9.305288589518836e-07	4.0071165869991075e-06	6.653443587191287e-07	5.180774322834587e-07	4.656779353577624e-07	4.771378354777274e-07	5.562056017714198e-07	3.7389800251513244e-07	6.393252983994786e-07	8.976322881250471e-07	7.108738235877198e-07	4.5771624114542663e-07	1.0042734138367306e-06	7.360526417971269e-07	6.689592877596376e-07	6.485304906521247e-07	7.90272e-06	3.73735764779132e-06	4.472910566509316e-07	2.20693e-05	1.1756191546561217e-06	9.561515494107482e-07	9.049163925681979e-07	4.503337043461782e-07	5.274752440082928e-07	1.716481636006031e-06	5.8480826347481955e-06	3.8824908884919465e-07	5.540983856973934e-06	5.55432570069038e-07	1.086373314912426e-06	6.607256240058858e-07	4.955985459060452e-07	7.3597e-06	7.751835019852252e-07	3.475333612655057e-07	1.0688968191729468e-06	5.947559488478806e-07	7.078697625737375e-07	3.533374768352415e-07	4.598481708270359e-07	7.037540866729822e-07	5.975847133576197e-06	6.028916281765557e-07	1.928767345709929e-06	6.28937089408572e-06	5.745106150995999e-07	3.4669374855454788e-06	7.076147010129373e-07	8.842589677462696e-07	9.53718963448682e-07	3.1119244270477656e-07	1.295012850341933e-06	5.269874793269306e-07	8.478774534191656e-07	5.947852130547634e-06	5.826717359499954e-07	3.660075318997566e-07	5.491748362598806e-07	6.113645510946234e-07	6.91594479304484e-07	5.263380675338729e-07	1.61468e-06	7.565853147254015e-07	8.014269842161695e-07	7.92834687600002e-06	7.662643008840034e-07	8.506435770218204e-07	2.2620168539752205e-06	6.611690112675803e-07	4.7397149672431336e-07	8.020605281625943e-07	4.513329749928404e-07	5.744275714687013e-07	6.792369571517617e-07	6.940403567716214e-07	4.844253197436249e-07	8.151640092077641e-07	5.624263421107954e-07	4.836582711961541e-07	1.88757e-06	3.8508491486749884e-07	9.143634428616757e-07	4.863137525187724e-07	1.83159e-05	2.084322220347806e-06	6.141185538143963e-07	3.9348261310788733e-07	5.735067250189835e-07	1.8555111845734267e-06	4.0449893423312046e-07	6.658299259862627e-07	5.183131356419406e-07	5.102771965430678e-07	6.46047089492495e-07	7.492428393699207e-07	6.734915613573252e-07	3.5478388967825625e-06	9.066981446867094e-07	7.706090525974008e-07	4.7510678252288953e-07	1.5443036258705617e-06	3.193738424310383e-07	7.43189e-06	6.638405610538086e-07	6.926311360252894e-07	1.55924e-05	6.069014906334236e-07	5.395916334229241e-07	1.272901779044563e-06	8.168431303524428e-07	7.340069100991047e-07	8.151214223290127e-07	1.9636973987363203e-06	9.007097910013618e-07	7.927560853568376e-07	4.951916430400008e-06	9.8696e-06	6.005432357609925e-07	6.942186844529731e-07	7.145540194154175e-07	9.253689944707816e-07	8.282989119135987e-07	1.25072e-05	6.673231335464404e-07	5.567564175276202e-06	9.733510930225288e-07	7.159146174701334e-07	9.061870383707054e-07	1.288695547430005e-06	1.9197025044468215e-06	6.829681557955369e-07	6.562353929230522e-07	9.566059892915645e-07	6.097924855979789e-07	6.728664661210972e-07	1.0107182925135006e-06	7.081640014120191e-07	1.2550787542524305e-06	7.399603772337139e-07	9.754917572316833e-07	6.534649783554457e-07	7.58546255042581e-07	7.541631551754522e-07	1.4824771215117922e-06	8.468889023201597e-07
