	SRR6915091_500K_merged_Abundance.RPKs	SRR6915092_500K_merged_Abundance.RPKs	SRR6915093_500K_merged_Abundance.RPKs	SRR6915094_500K_merged_Abundance.RPKs	SRR6915095_500K_merged_Abundance.RPKs	SRR6915096_500K_merged_Abundance.RPKs	SRR6915097_500K_merged_Abundance.RPKs	SRR6915098_500K_merged_Abundance.RPKs	SRR6915099_500K_merged_Abundance.RPKs	SRR6915100_500K_merged_Abundance.RPKs	SRR6915101_500K_merged_Abundance.RPKs	SRR6915102_500K_merged_Abundance.RPKs	SRR6915113_500K_merged_Abundance.RPKs	SRR6915115_500K_merged_Abundance.RPKs	SRR6915116_500K_merged_Abundance.RPKs	SRR6915118_500K_merged_Abundance.RPKs	SRR6915119_500K_merged_Abundance.RPKs	SRR6915120_500K_merged_Abundance.RPKs	SRR6915121_500K_merged_Abundance.RPKs	SRR6915122_500K_merged_Abundance.RPKs	SRR6915123_500K_merged_Abundance.RPKs	SRR6915124_500K_merged_Abundance.RPKs	SRR6915137_500K_merged_Abundance.RPKs	SRR6915138_500K_merged_Abundance.RPKs	SRR6915139_500K_merged_Abundance.RPKs	SRR6915140_500K_merged_Abundance.RPKs	SRR6915141_500K_merged_Abundance.RPKs	SRR6915142_500K_merged_Abundance.RPKs	SRR6915143_500K_merged_Abundance.RPKs	SRR6915144_500K_merged_Abundance.RPKs	SRR6915145_500K_merged_Abundance.RPKs	SRR6915146_500K_merged_Abundance.RPKs	SRR6915157_500K_merged_Abundance.RPKs	SRR6915158_500K_merged_Abundance.RPKs	SRR6915159_500K_merged_Abundance.RPKs	SRR6915160_500K_merged_Abundance.RPKs	SRR6915161_500K_merged_Abundance.RPKs	SRR6915162_500K_merged_Abundance.RPKs	SRR6915163_500K_merged_Abundance.RPKs	SRR6915164_500K_merged_Abundance.RPKs	SRR6915165_500K_merged_Abundance.RPKs	SRR6915166_500K_merged_Abundance.RPKs	SRR6915188_500K_merged_Abundance.RPKs	SRR6915189_500K_merged_Abundance.RPKs	SRR6915190_500K_merged_Abundance.RPKs	SRR6915191_500K_merged_Abundance.RPKs	SRR6915192_500K_merged_Abundance.RPKs	SRR6915193_500K_merged_Abundance.RPKs	SRR6915194_500K_merged_Abundance.RPKs	SRR6915201_500K_merged_Abundance.RPKs	SRR6915202_500K_merged_Abundance.RPKs	SRR6915203_500K_merged_Abundance.RPKs	SRR6915204_500K_merged_Abundance.RPKs	SRR6915205_500K_merged_Abundance.RPKs	SRR6915206_500K_merged_Abundance.RPKs	SRR6915207_500K_merged_Abundance.RPKs	SRR6915208_500K_merged_Abundance.RPKs	SRR6915209_500K_merged_Abundance.RPKs	SRR6915210_500K_merged_Abundance.RPKs	SRR6915211_500K_merged_Abundance.RPKs	SRR6915212_500K_merged_Abundance.RPKs	SRR6915213_500K_merged_Abundance.RPKs	SRR6915214_500K_merged_Abundance.RPKs	SRR6915215_500K_merged_Abundance.RPKs	SRR6915216_500K_merged_Abundance.RPKs	SRR6915217_500K_merged_Abundance.RPKs	SRR6915218_500K_merged_Abundance.RPKs	SRR6915219_500K_merged_Abundance.RPKs	SRR6915220_500K_merged_Abundance.RPKs	SRR6915221_500K_merged_Abundance.RPKs	SRR6915222_500K_merged_Abundance.RPKs	SRR6915223_500K_merged_Abundance.RPKs	SRR6915224_500K_merged_Abundance.RPKs	SRR6915225_500K_merged_Abundance.RPKs	SRR6915226_500K_merged_Abundance.RPKs	SRR6915227_500K_merged_Abundance.RPKs	SRR6915228_500K_merged_Abundance.RPKs	SRR6915229_500K_merged_Abundance.RPKs	SRR6915230_500K_merged_Abundance.RPKs
4.2.1.77	3.1396528e-08	3.7217240000000005e-08	2.4285479999999996e-08	3.883300000000001e-08	4.741512e-08	3.631548e-08	2.4285479999999996e-08	3.9763360000000006e-08	0.0	1.4224936000000001e-08	2.4285479999999996e-08	0.0	0.0	3.7217240000000005e-08	1.4224936000000001e-08	2.7733359999999997e-08	2.252396e-08	3.7217240000000005e-08	2.4285479999999996e-08	2.252396e-08	2.4285479999999996e-08	2.4285479999999996e-08	2.4285479999999996e-08	2.4285479999999996e-08	2.4285479999999996e-08	2.252396e-08	1.61576e-09	3.7217240000000005e-08	1.4224936000000001e-08	0.0	2.4285479999999996e-08	0.0	1.61576e-09	3.7217240000000005e-08	3.7217240000000005e-08	1.5840696000000005e-08	2.4285479999999996e-08	0.0	2.5535256000000002e-08	2.4285479999999996e-08	3.7217240000000005e-08	2.4285479999999996e-08	0.0	3.9924072000000004e-08	2.4285479999999996e-08	2.7733359999999997e-08	3.5703420000000027e-07	0.0	2.252396e-08	1.9618676720000003e-06	2.4285479999999996e-08	3.7217240000000005e-08	1.4224936000000001e-08	3.7217240000000005e-08	3.7217240000000005e-08	2.252396e-08	1.4224936000000001e-08	3.7217240000000005e-08	2.4285479999999996e-08	2.4285479999999996e-08	2.4285479999999996e-08	0.0	2.4285479999999996e-08	2.4285479999999996e-08	2.4285479999999996e-08	2.252396e-08	1.4224936000000001e-08	1.8800251359999972e-06	3.7217240000000005e-08	1.61576e-09	2.4285479999999996e-08	2.4285479999999996e-08	2.252396e-08	1.61576e-09	2.4285479999999996e-08	2.4285479999999996e-08	0.0	3.7217240000000005e-08	2.941972e-08
1.3.8.4	6.08124e-10	2.3138242799999962e-07	6.750176399999988e-08	1.216248e-09	9.019196400000005e-08	1.824372e-09	2.0487672e-08	9.262446000000004e-08	0.0	8.893322399999993e-08	1.824372e-09	0.0	1.4548982399999998e-07	9.683883599999988e-08	8.832509999999993e-08	3.0406199999999998e-09	6.08124e-10	2.432496e-09	2.2920168e-08	3.0406199999999998e-09	1.778675159999999e-07	1.8663300000000003e-08	6.14205239999999e-08	0.0	1.216248e-09	1.824372e-09	1.6755012e-08	1.824372e-09	0.0	9.74469599999999e-08	3.0406199999999998e-09	6.08124e-10	6.08124e-10	6.02042759999999e-08	7.096196399999993e-08	1.5538764e-08	2.432496e-09	8.954134799999992e-08	0.0	0.0	3.0406199999999998e-09	3.541831200000001e-08	1.824372e-09	5.3473488000000015e-08	2.432496e-09	1.216248e-09	3.4202064e-08	1.4427357599999998e-07	0.0	2.432496e-09	3.0406199999999998e-09	0.0	2.432496e-09	6.08124e-10	7.339445999999991e-08	6.689364e-09	0.0	0.0	5.777177999999992e-08	5.8988027999999915e-08	3.7850808000000004e-08	6.08124e-10	1.3630476000000001e-08	2.2104431999999968e-07	6.08124e-10	4.864992e-09	7.521883199999991e-08	1.216248e-09	6.446114399999988e-08	1.824372e-09	0.0	7.419112799999985e-08	3.648744e-09	5.724757199999994e-08	6.08124e-10	4.256868e-09	4.256868e-09	5.4081612000000016e-08	9.53106e-06
2.7.2.7	0.000139773	5.72432e-05	0.00013855	7.0038e-06	7.175463261999983e-06	1.0940099592000027e-05	8.27165e-05	8.148682348e-06	5.6025e-05	0.000164745	0.00012487	4.74752e-05	5.88204e-05	8.8866e-05	7.0945e-05	3.2941e-05	0.000172186	8.10997e-05	7.78324e-05	0.000221977	7.44267e-05	7.33486e-05	0.000103386	0.00012832	0.000122859	0.000259678	0.000104672	8.4225e-05	6.26566e-05	0.000130978	2.05155e-05	0.000121043	0.000112957	6.18193e-05	5.34635e-05	3.24225e-05	5.87021e-06	0.000113094	0.000174109	3.6156e-05	1.47228e-05	5.01355e-05	3.91326e-05	4.39769e-05	9.66938e-05	2.4115e-05	3.86675e-05	4.63071e-05	0.000106839	1.80534e-05	0.000138813	3.88753e-05	9.79194e-05	9.75168e-05	8.44083e-05	9.25172e-05	0.000210844	2.62924e-05	5.55947e-05	9.26509e-05	1.75042e-05	6.60013e-05	0.000109423	0.000142959	6.59505e-05	0.000233898	5.97774e-05	1.8464458284000024e-05	0.000118966	2.16591e-05	6.90681e-05	4.33224e-05	0.000100256	3.72799e-05	0.000156365	9.73303e-05	3.5996e-05	0.000126039	8.11067e-06
7.2.4.1	3.519512461866672e-06	6.727302289571421e-06	4.486365997952387e-06	1.972972442333334e-06	9.26539e-06	1.2146130013333342e-06	5.6142411538666715e-06	5.03333510533334e-06	6.38379e-06	2.012978172199998e-06	6.4738706098666676e-06	1.1266409727e-06	1.4148e-05	1.603969732333332e-06	2.4996736850714317e-06	1.489043882952382e-06	1.96248161822381e-06	1.7842026546857144e-06	6.796692973571434e-06	2.166915037866664e-06	5.980243989666676e-06	4.973338307000009e-06	1.8012540315380946e-06	1.18469e-05	1.5815098339047619e-06	5.79301e-06	1.2964494699238097e-06	5.9093679254666695e-06	1.2370051907714284e-06	3.41182302550001e-06	1.474717231438092e-06	1.2647016838238103e-06	1.1692500847238112e-06	4.574156338285723e-06	5.793824364904771e-06	1.3683424845238084e-06	1.4825167892000004e-06	1.6039730366714289e-06	2.210934095666665e-06	1.8167147817714283e-06	1.3246292381999997e-06	6.0454646437000005e-06	1.8286055628809524e-06	1.3650495685904767e-06	6.544949153571427e-06	1.4905552423095217e-06	3.782074918766678e-06	5.8880005000333374e-06	6.87489e-06	2.2336461214666673e-06	4.21119e-06	1.86792e-05	6.05323365653334e-06	2.1166501849e-06	6.098900325533332e-06	1.943496021266667e-06	6.31132e-06	9.58643e-06	1.8642449659999995e-06	5.939986588733334e-06	6.181118558771427e-06	1.52860463192857e-06	1.238800391666667e-06	6.098285769904771e-06	2.2162102653333353e-06	1.227458063838096e-06	5.5786345387000075e-06	3.212704799866668e-06	5.791962936438101e-06	1.4949728054380941e-06	5.883357511152389e-06	1.361789039438095e-06	1.2686317393380943e-06	2.14352e-05	8.19411e-06	1.5773120184e-06	1.3866058535333328e-06	1.4952593735333324e-06	1.760698963171426e-06
2.4.1.87	9.157110385556233e-09	2.0538300386649328e-06	1.1008823799814116e-06	5.680862567533692e-07	1.3423457203031921e-06	1.2997715678899427e-05	6.382669930404506e-06	1.2510495063415774e-06	8.26944496800837e-06	2.6320964978319003e-06	7.027931484101894e-07	5.41742068820718e-07	2.1129940418324015e-06	1.7125602220832782e-06	8.223714103483476e-06	2.203897786896729e-06	1.6205456616421264e-05	4.1892577735737605e-06	4.301875753771444e-06	6.30794915337649e-06	7.245879914302966e-06	4.14423102544032e-06	1.447397586991897e-06	4.45485e-05	7.2662918876478685e-06	4.1135985983524655e-07	7.336226227046582e-07	1.7312791238296572e-05	1.1805257150165684e-06	5.996252912432964e-06	9.013346214416109e-06	6.595399400286641e-08	3.7482808037518557e-07	2.7046541426011452e-06	8.066516854379573e-06	2.596815279149323e-07	7.122034677945451e-06	2.8737226742569995e-06	1.7964501940514797e-06	9.855525640632733e-06	6.953210290363952e-06	6.377681876784121e-06	8.634644374402374e-07	2.2949146920076887e-07	2.0372242872789786e-06	7.588256602715495e-06	1.4412492627864896e-06	2.4002795093136243e-06	1.37823e-05	1.4907130780559242e-07	1.0758230222564738e-06	1.0987315257703287e-06	1.984778732731597e-06	1.482088804188314e-06	4.209327239184977e-06	7.011780505257045e-06	9.746197010148525e-07	8.744959704441288e-07	7.046138405327155e-06	7.363331269466527e-06	6.464960294115283e-06	6.617049989338566e-08	3.3291997046004264e-07	2.9196612273346545e-06	6.5057166577680785e-06	6.493559008933286e-06	1.4646378175822231e-06	3.079657545583928e-07	3.2908103033115326e-07	4.6475133089298283e-07	9.278500956705328e-06	6.608605932030905e-06	6.991432545416466e-06	1.8538511435530637e-07	4.70971e-05	9.555732042893811e-06	6.8958856642855645e-06	6.372554389072261e-07	1.587809410649476e-06
6.3.5.11	3.93585e-05	3.5479581739999926e-05	1.42615e-05	4.46224e-05	1.48232e-05	1.0730472239999996e-05	7.83888e-06	1.0324790559999996e-05	7.57502e-06	2.38342e-05	1.21651e-05	2.23161e-05	1.5414e-05	2.92946e-05	5.65755e-06	5.85482e-06	6.78763e-06	1.20466e-05	1.13193e-05	3.61749e-05	2.38214e-05	8.41037e-06	2.57547e-05	1.73884e-05	6.91066e-06	7.86188e-06	5.85924e-05	1.04765e-05	2.52093e-05	3.4591182579999975e-05	1.1852751120000017e-05	2.77186e-05	3.92e-06	1.78859e-05	8.3167e-06	1.35674e-05	1.5281561620000016e-05	1.77891e-05	4.07959e-05	1.2073e-05	1.0978013360000015e-05	5.76806e-06	3.2755e-05	2.42277e-05	2.16466e-05	4.31572e-06	4.35238e-05	4.34416e-05	1.89944e-05	0.000156367	1.55909e-05	2.28386e-05	7.40335e-06	1.34252e-05	1.8099192420000002e-05	2.22287e-05	2.52645e-05	1.56148e-05	7.04083e-06	7.87484e-06	2.81848e-05	3.18933e-05	2.08194e-05	6.32162e-05	1.01898e-05	6.11516e-05	1.77502e-05	2.94027e-05	2.82153e-05	3.262335243999996e-05	2.52244e-05	1.7742025620000005e-05	3.061950541999998e-05	7.30914e-05	1.73748e-05	1.62653e-05	1.98879e-05	1.62224e-05	4.62917e-05
3.6.3.3	6.45171e-05	6.33184e-06	1.46678e-05	9.85256e-05	0.000274257	0.000140502	8.09442e-05	0.000162773	4.48217e-05	1.51244e-05	2.52515e-05	5.04916e-05	6.90639e-05	5.49154e-05	8.5446e-06	2.1223637659999977e-05	1.01995e-05	4.3940999939999925e-05	4.08675e-05	5.02925e-05	6.00864e-06	1.83606e-05	4.640154163999989e-05	3.05083e-05	4.8113e-05	4.40615e-05	7.14054e-05	5.19478e-06	8.20337e-05	1.43692e-05	5.76396e-06	6.38937e-05	0.000148192	1.85031e-05	3.52345e-05	8.58322e-05	1.882279845999993e-05	7.51758e-05	4.91689e-05	5.13566e-05	1.588010293999992e-05	5.46495e-06	6.1488e-05	3.36164e-05	6.11996e-05	2.61115e-05	3.68386e-05	6.00426e-05	5.32063e-05	8.6532e-05	6.82045e-05	3.55713e-05	5.47949e-05	4.56637e-05	2.85962e-05	2.4112e-05	9.19846e-05	4.90861e-05	2.32586e-05	1.29872e-05	2.91071e-05	8.99717e-05	5.62042e-05	2.78061e-05	2.93389e-05	1.04491e-05	6.01891e-05	0.000284967	8.85826e-05	0.000142165	1.69175e-05	1.98296e-05	2.94743e-05	8.53623e-05	0.000111068	6.27267e-05	1.00064e-05	2.51047e-05	8.9893e-05
4.2.1.40	6.79449e-05	1.3293339564154447e-06	7.943563523239932e-07	6.42466e-05	8.75133e-05	0.000116117	1.3502950759668748e-06	0.000147393	6.82633e-06	2.0226575056555523e-06	1.6989626481630653e-06	1.95036e-05	1.4117e-05	2.7794647385581227e-06	2.2941074498984135e-06	1.3037597308468463e-06	1.4033928888837235e-06	1.4127372040214527e-06	7.115454779763989e-07	5.621361550480108e-07	3.537750573547626e-06	6.68233e-06	7.850012412933331e-06	1.4883805087176415e-06	1.7063260624500241e-06	1.799829356731929e-06	4.37577e-05	1.7377642341097316e-06	1.690895805689439e-06	1.4963323729144926e-06	1.60193e-05	2.42499e-05	2.6487e-05	6.579486671133334e-06	2.24792e-05	6.51192e-05	1.6076769849097297e-06	1.6768699829716367e-06	8.33342771497381e-06	2.0125710852000027e-06	1.8020009914313153e-06	1.451038113916874e-06	3.34369e-06	1.541799051988118e-06	7.625442955785959e-07	1.795400724914469e-06	1.5540035130976424e-06	9.42176e-06	1.29384e-05	1.27835e-06	2.937447782255745e-06	1.90484e-05	1.42557e-05	2.3262410170593705e-06	2.532911177309733e-06	1.3774753634597306e-06	7.50864e-06	1.18628e-05	1.0761282422906836e-06	1.6844528562763977e-06	1.4774622902265814e-06	5.01751e-05	1.7533051556240172e-06	1.60014e-05	1.5821979306859207e-06	2.8853395060930666e-06	1.4673065866763985e-06	4.29212e-05	2.621075704588278e-06	1.60693e-05	8.58478e-06	1.4707832240708432e-06	1.4333648817024064e-06	7.11386e-05	2.0602176462954456e-06	1.1514397708287785e-06	1.000585453008939e-06	4.93849e-06	8.185652676895237e-06
6.3.4.5	0.000100092	7.66806e-05	7.24052e-06	9.59903e-05	0.000201966	0.000167303	0.000151665	0.000168657	0.00011165	6.51166e-05	5.40512e-05	8.65921e-05	0.000161857	8.89194e-05	5.76949e-05	1.86988e-05	0.000161074	2.55698e-05	0.000154582	3.65691e-05	0.000111203	3.76526e-05	0.000133447	5.91477e-05	0.000114564	9.87111e-05	7.37284e-05	4.21591e-05	0.000112894	0.00014188	1.16684e-05	0.000120659	0.000131108	2.46987e-05	0.000123645	0.000172081	8.21009e-06	0.000136586	2.47463e-05	6.93059e-05	4.168090600000016e-05	5.2474e-05	8.68016e-05	0.000164463	7.34706e-05	3.14673e-05	0.000112598	0.000170596	4.29433e-05	3.83301e-05	3.38683e-05	5.87896e-05	0.00010489	3.91562e-05	0.000120241	7.68542e-05	6.27757e-06	4.65345e-05	6.8343e-05	2.64685e-05	0.00014046	0.000178563	9.59643e-05	0.000103221	2.24334e-05	0.000154144	6.45848e-05	0.000221771	6.02854e-05	0.000235608	8.12667e-05	6.39855e-05	4.44637e-05	0.000166719	2.94878e-05	0.000170545	3.17337e-05	0.000108134	0.000252579
1.1.1.271	0.00010188	3.43141e-05	2.63876e-05	0.000234249	2.380071344360008e-05	1.9730119452800007e-05	6.23797e-05	1.967089853599999e-05	4.78356e-05	7.44096e-05	8.9454e-05	9.3762e-05	5.98361e-05	8.03426e-05	1.60009e-05	4.50487e-05	1.46017e-05	7.25067e-05	2.4091e-05	0.000183862	6.99917e-05	8.90233e-05	4.09846e-05	4.47248e-05	0.000123422	9.67848e-05	0.000150221	7.58762e-05	8.99173e-05	3.82817e-05	4.76538e-06	0.000156037	0.00017234	0.000109478	2.89727e-05	0.000111316	5.1085e-06	6.0665e-05	0.000281611	6.08621e-05	6.35355e-06	7.21883e-05	8.66256e-05	0.000112146	0.00019116	3.91628e-06	9.4833e-05	7.49366e-05	0.000163127	0.000143709	0.00019397	7.76225e-05	5.19336e-05	0.000147912	2.14113e-05	0.000102822	0.000159478	6.12649e-05	6.90436e-05	2.15474e-05	4.66932e-05	0.000111422	4.62399e-05	6.90997e-05	0.000201047	1.47069e-05	2.19097e-05	7.05669e-05	6.20714e-05	2.92694e-05	0.000101224	2.28402e-05	5.69003e-05	9.9845e-05	0.000168722	9.34369e-05	1.99452e-05	5.22474e-05	3.0831908414799936e-05
