	ERR688505_500K_merged_Abundance.RPKs	ERR688506_500K_merged_Abundance.RPKs	ERR688507_500K_merged_Abundance.RPKs	ERR688508_500K_merged_Abundance.RPKs	ERR688509_500K_merged_Abundance.RPKs	ERR688510_500K_merged_Abundance.RPKs	ERR688511_500K_merged_Abundance.RPKs	ERR688512_500K_merged_Abundance.RPKs	ERR688513_500K_merged_Abundance.RPKs	ERR688514_500K_merged_Abundance.RPKs	ERR688515_500K_merged_Abundance.RPKs	ERR688516_500K_merged_Abundance.RPKs	ERR688517_500K_merged_Abundance.RPKs	ERR688518_500K_merged_Abundance.RPKs	ERR688519_500K_merged_Abundance.RPKs	ERR688520_500K_merged_Abundance.RPKs	ERR688521_500K_merged_Abundance.RPKs	ERR688522_500K_merged_Abundance.RPKs	ERR688523_500K_merged_Abundance.RPKs	ERR688524_500K_merged_Abundance.RPKs	ERR688525_500K_merged_Abundance.RPKs	ERR688526_500K_merged_Abundance.RPKs	ERR688527_500K_merged_Abundance.RPKs	ERR688528_500K_merged_Abundance.RPKs	ERR688529_500K_merged_Abundance.RPKs	ERR688530_500K_merged_Abundance.RPKs	ERR688531_500K_merged_Abundance.RPKs	ERR688532_500K_merged_Abundance.RPKs	ERR688533_500K_merged_Abundance.RPKs	ERR688534_500K_merged_Abundance.RPKs	ERR688535_500K_merged_Abundance.RPKs	ERR688536_500K_merged_Abundance.RPKs	ERR688537_500K_merged_Abundance.RPKs	ERR688538_500K_merged_Abundance.RPKs	ERR688539_500K_merged_Abundance.RPKs	ERR688540_500K_merged_Abundance.RPKs	ERR688541_500K_merged_Abundance.RPKs	ERR688542_500K_merged_Abundance.RPKs	ERR688543_500K_merged_Abundance.RPKs	ERR688544_500K_merged_Abundance.RPKs	ERR688545_500K_merged_Abundance.RPKs	ERR688546_500K_merged_Abundance.RPKs	ERR688547_500K_merged_Abundance.RPKs	ERR688548_500K_merged_Abundance.RPKs	ERR688549_500K_merged_Abundance.RPKs	ERR688550_500K_merged_Abundance.RPKs	ERR688551_500K_merged_Abundance.RPKs	ERR688552_500K_merged_Abundance.RPKs	ERR688553_500K_merged_Abundance.RPKs	ERR688554_500K_merged_Abundance.RPKs	ERR688555_500K_merged_Abundance.RPKs	ERR688556_500K_merged_Abundance.RPKs	ERR688557_500K_merged_Abundance.RPKs	ERR688558_500K_merged_Abundance.RPKs	ERR688559_500K_merged_Abundance.RPKs	ERR688560_500K_merged_Abundance.RPKs	ERR688561_500K_merged_Abundance.RPKs	ERR688562_500K_merged_Abundance.RPKs	ERR688563_500K_merged_Abundance.RPKs	ERR688564_500K_merged_Abundance.RPKs	ERR688565_500K_merged_Abundance.RPKs	ERR688566_500K_merged_Abundance.RPKs	ERR688567_500K_merged_Abundance.RPKs	ERR688568_500K_merged_Abundance.RPKs	ERR688569_500K_merged_Abundance.RPKs	ERR688570_500K_merged_Abundance.RPKs	ERR688571_500K_merged_Abundance.RPKs	ERR688572_500K_merged_Abundance.RPKs	ERR688573_500K_merged_Abundance.RPKs	ERR688574_500K_merged_Abundance.RPKs	ERR688575_500K_merged_Abundance.RPKs	ERR688576_500K_merged_Abundance.RPKs	ERR688577_500K_merged_Abundance.RPKs	ERR688578_500K_merged_Abundance.RPKs	ERR688579_500K_merged_Abundance.RPKs	ERR688580_500K_merged_Abundance.RPKs	ERR688581_500K_merged_Abundance.RPKs	ERR688582_500K_merged_Abundance.RPKs	ERR688583_500K_merged_Abundance.RPKs	ERR688584_500K_merged_Abundance.RPKs	ERR688585_500K_merged_Abundance.RPKs	ERR688586_500K_merged_Abundance.RPKs	ERR688587_500K_merged_Abundance.RPKs	ERR688588_500K_merged_Abundance.RPKs	ERR688589_500K_merged_Abundance.RPKs	ERR688590_500K_merged_Abundance.RPKs	ERR688591_500K_merged_Abundance.RPKs	ERR688592_500K_merged_Abundance.RPKs	ERR688593_500K_merged_Abundance.RPKs	ERR688594_500K_merged_Abundance.RPKs	ERR688595_500K_merged_Abundance.RPKs	ERR688596_500K_merged_Abundance.RPKs	ERR688597_500K_merged_Abundance.RPKs	ERR688598_500K_merged_Abundance.RPKs	ERR688599_500K_merged_Abundance.RPKs	ERR688600_500K_merged_Abundance.RPKs	ERR688601_500K_merged_Abundance.RPKs	ERR688602_500K_merged_Abundance.RPKs	ERR688603_500K_merged_Abundance.RPKs	ERR688604_500K_merged_Abundance.RPKs	ERR688605_500K_merged_Abundance.RPKs	ERR688606_500K_merged_Abundance.RPKs	ERR688607_500K_merged_Abundance.RPKs	ERR688608_500K_merged_Abundance.RPKs	ERR688609_500K_merged_Abundance.RPKs	ERR688610_500K_merged_Abundance.RPKs	ERR688611_500K_merged_Abundance.RPKs	ERR688612_500K_merged_Abundance.RPKs	ERR688613_500K_merged_Abundance.RPKs	ERR688614_500K_merged_Abundance.RPKs	ERR688615_500K_merged_Abundance.RPKs	ERR688616_500K_merged_Abundance.RPKs	ERR688617_500K_merged_Abundance.RPKs	ERR688618_500K_merged_Abundance.RPKs	ERR688619_500K_merged_Abundance.RPKs	ERR688620_500K_merged_Abundance.RPKs	ERR688621_500K_merged_Abundance.RPKs	ERR688622_500K_merged_Abundance.RPKs	ERR688623_500K_merged_Abundance.RPKs	ERR688624_500K_merged_Abundance.RPKs	ERR688625_500K_merged_Abundance.RPKs	ERR688626_500K_merged_Abundance.RPKs	ERR688627_500K_merged_Abundance.RPKs	ERR688628_500K_merged_Abundance.RPKs	ERR688629_500K_merged_Abundance.RPKs	ERR688630_500K_merged_Abundance.RPKs	ERR688631_500K_merged_Abundance.RPKs	ERR688632_500K_merged_Abundance.RPKs	ERR688633_500K_merged_Abundance.RPKs	ERR688634_500K_merged_Abundance.RPKs	ERR688635_500K_merged_Abundance.RPKs	ERR688636_500K_merged_Abundance.RPKs	ERR688637_500K_merged_Abundance.RPKs	ERR688638_500K_merged_Abundance.RPKs	ERR688639_500K_merged_Abundance.RPKs	ERR688640_500K_merged_Abundance.RPKs	ERR688641_500K_merged_Abundance.RPKs	ERR688642_500K_merged_Abundance.RPKs	ERR688643_500K_merged_Abundance.RPKs	ERR688644_500K_merged_Abundance.RPKs	ERR688645_500K_merged_Abundance.RPKs	ERR688646_500K_merged_Abundance.RPKs	ERR688647_500K_merged_Abundance.RPKs	ERR688648_500K_merged_Abundance.RPKs	ERR688649_500K_merged_Abundance.RPKs	ERR688650_500K_merged_Abundance.RPKs	ERR688651_500K_merged_Abundance.RPKs	ERR710424_500K_merged_Abundance.RPKs	ERR710425_500K_merged_Abundance.RPKs	ERR710426_500K_merged_Abundance.RPKs	ERR710427_500K_merged_Abundance.RPKs	ERR710428_500K_merged_Abundance.RPKs	ERR710429_500K_merged_Abundance.RPKs	ERR710430_500K_merged_Abundance.RPKs	ERR710431_500K_merged_Abundance.RPKs	ERR710432_500K_merged_Abundance.RPKs
1.1.1.133	0.000222986	0.000125733	0.000133574	0.000191941	0.00018893	0.000184812	0.0002633	0.000187694	8.38694e-05	0.000138902	9.53984e-05	0.00013095	6.53968e-05	0.000211097	0.000306156	0.000207475	0.000176071	0.000187432	0.000115168	7.78253e-05	7.63092e-05	0.000201363	0.000125061	7.03244e-05	8.08665e-05	0.00011435	0.000159843	0.000233252	0.000114349	8.18641e-05	0.000193905	0.000146461	0.00019019	0.00020698	0.000228648	5.19082e-05	0.000142331	0.000195186	7.56432e-05	7.3011e-05	3.20725e-05	0.00010207	0.000118219	7.06783e-05	0.000117435	0.000230601	0.000106143	0.00011322	0.000157495	0.000109735	0.000138358	0.000153149	8.51066e-05	8.64391e-05	8.25392e-05	8.44708e-05	0.000146012	0.00015732	0.000212149	0.000113852	6.0074e-05	0.000277344	6.46056e-05	0.000143151	7.68264e-05	5.65763e-05	0.000141199	0.000110893	0.000157537	8.81653e-05	0.00012504	0.000153103	0.000159137	0.000117714	8.42087e-05	3.04238e-05	7.33698e-05	2.21653e-05	0.000119155	0.000191235	8.59578e-05	5.77835e-05	0.000152747	0.000138098	0.000104824	7.7631e-05	0.000157405	7.90327e-05	0.000144357	0.000219638	9.75804e-06	0.00013269	0.000130787	0.000284853	0.000193487	1.67385e-05	0.000145252	0.000247329	0.00012859	0.000161337	9.35897e-05	0.000196763	0.000214569	0.000147344	7.7285e-05	5.08329e-05	0.000106561	0.000114772	0.000127817	6.9446e-05	0.000233774	0.000114	0.000247048	0.00012176	0.000109087	0.000154608	0.000181857	0.00014671	8.84023e-05	6.66619e-05	0.000140132	5.28569e-05	9.25814e-05	0.000155659	0.000148172	5.3137e-05	0.000175966	2.09713e-05	8.15116e-05	8.88356e-05	6.54117e-05	0.000111546	0.000176358	7.38169e-05	0.000114254	0.000130867	0.000161344	0.000104758	9.69054e-05	0.000225354	0.000160616	0.000130996	9.68067e-05	0.00011496	0.0001576	0.000170879	9.52644e-05	8.67156e-05	0.000150887	7.77045e-05	0.00011771	0.000168611	0.000182008	0.000138644	0.00016896	9.12037e-05
1.1.1.135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.90817e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.1.1.136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.19905e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.43866e-06	0	0	4.37709e-05	0	0	0	0	0	0	0	1.86436e-05	0	0	0	0	0	0	0
1.1.1.137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.1.1.14	0.000167806	0.000117868	0.000106533	4.36848e-05	0.000135834	0.000179768	0.000245787	0.000249784	0.000139325	0.000212737	3.9674e-05	8.33995e-05	7.99845e-06	0.00019523	0.000353644	0.000134043	0.000165313	0.000224268	0.000136689	5.34971e-05	9.77303e-05	0.000124682	3.78753e-05	4.71289e-05	7.1931e-05	0.000119772	0.00037575	5.36238e-05	0.000179444	0.00023379	0.000168241	0.000192981	0.000366984	0.00017115	0.000551228	1.91949e-05	0.000126046	0.000425346	7.41567e-05	4.55224e-05	6.134e-05	0.000142479	0.000120926	0.000145203	0.000302453	0.00010734	2.8928e-05	0.000329523	0.000122254	0.000258692	0.000175729	7.13828e-05	0.000191615	0	6.25641e-05	0.000365838	0.00051065	0.000270061	0.00053983	8.42242e-05	0.000106026	0.000217474	8.11037e-05	0.000289161	4.23959e-05	5.7474e-05	0.000167827	0.000181968	8.23634e-05	4.45711e-05	4.15451e-05	7.40156e-05	8.44011e-05	8.151e-05	2.87111e-05	4.72252e-05	4.66746e-05	2.70097e-05	5.10956e-05	0.000206023	0.000171307	9.46884e-05	0.000280023	0.000333784	2.34437e-05	7.31043e-05	0.000266334	8.11894e-05	3.14979e-05	0.000233605	0.000191896	0.000152424	0.000109412	0.000237167	0.000310488	2.64804e-05	0.000116289	0.000307033	0.000342931	5.04257e-05	6.68022e-05	0.000953096	0.000160422	0.000185244	0.000115651	4.45006e-05	0.000124505	0.000216651	8.66294e-05	8.79566e-05	0.000225999	0.000187132	0.000261986	2.52806e-05	7.54185e-05	0.000197845	0.00027906	0.000114254	0.00015899	3.9671e-05	6.92027e-05	3.4276e-05	1.79144e-05	0.000135336	0.000118028	3.24753e-05	0.000182738	8.88225e-05	2.77466e-05	4.12099e-05	2.91817e-05	0.000211376	0	0.000360587	8.8783e-05	0.000154176	0.000140653	4.75206e-05	1.09305e-05	9.48457e-06	8.76216e-05	6.65218e-05	0.000141177	0	9.37502e-05	5.19947e-05	0.000164683	5.23182e-05	4.34455e-05	6.28875e-05	2.73767e-05	4.40777e-05	5.11491e-05	0.0001817	6.51077e-05	3.02386e-05
1.1.1.140	4.89393e-05	1.5667e-05	2.51285e-05	0	0	1.98114e-05	5.7029e-06	9.05662e-06	8.38953e-05	0	0	2.95702e-05	0	0	1.5262e-05	0	1.54904e-05	1.28753e-05	1.07512e-05	8.33082e-06	8.2048e-06	1.26405e-05	0	0	0	0	3.43857e-05	2.02059e-05	1.52063e-05	0.000225652	6.38689e-06	1.00401e-05	8.93468e-06	0	0.000177904	0	2.2274e-05	6.30732e-05	2.30721e-05	0	7.4558e-06	9.72744e-06	0	6.24387e-05	2.49467e-05	0	0	4.4584e-05	0	7.49709e-06	0	0	0.000132946	0	3.42882e-05	0.000196117	8.83114e-05	9.16071e-05	0.000157333	7.278e-06	0	1.65436e-05	5.01419e-05	1.71031e-05	9.83946e-06	5.2059e-05	6.40862e-05	9.47484e-06	0	0	0	0	8.07717e-05	0	0	3.99315e-05	0	0	1.23558e-05	8.75655e-06	1.0338e-05	0	0	9.10039e-06	0	0	4.22545e-05	1.82271e-05	0	1.12407e-05	0.000176298	1.33548e-05	9.0574e-06	1.15563e-05	3.68763e-05	2.37873e-05	1.15884e-05	7.51721e-06	3.67249e-05	0	0	0.000163781	9.30354e-06	0	8.38409e-06	9.96518e-06	2.02636e-05	4.14701e-05	0	0	3.23025e-05	8.78782e-06	1.84159e-05	0	0	0	2.46499e-05	0	1.03623e-05	1.23513e-05	0	0	0	8.31215e-06	0	0	8.40556e-05	0.000100764	0	0	0	2.37233e-05	0	0.000233537	0	8.88173e-05	9.36776e-06	1.05516e-05	0	0	1.23553e-05	0	7.67204e-06	0	0	0	2.88467e-05	0	0	0	0	0	0	2.02215e-05	0	0
1.1.1.144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.1.1.154	0	0	0	0	0	0	0	0	1.7022e-05	0	0	1.52267e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.94781e-05	0	0	0	0	0	0	9.57198e-06	0	2.80552e-06	0	1.50746e-05	0	0	2.10834e-05	0	5.64989e-06	0	0	0	0	0	0	3.76151e-05	0	1.15493e-05	0.0001722	0	2.61857e-05	0	1.6719e-05	0	0	1.24053e-05	0	0	1.42681e-05	5.92723e-06	0	0	0	0	0	1.86649e-05	0	0	5.46082e-05	0	0	2.5174e-05	0	0	0	0	0	0	6.29025e-06	0	0	0	0	4.0758e-05	0	0	0	0	0	0	0	0	1.09864e-05	0	0	0	0	0	0	0	2.95871e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.1787e-05	7.55604e-05	0	0	0	0	0	0.000188701	0	0	0	0	0	0	2.60099e-05	0	0	0	0	0	1.02518e-05	0	0	0	0	0	0	0	0	0
1.1.1.156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.1.1.157	3.99324e-05	7.59322e-06	3.19855e-05	1.41316e-05	3.56105e-05	3.88582e-05	4.86656e-05	4.58687e-05	6.72248e-05	4.90016e-05	2.63616e-05	1.99451e-05	1.23788e-05	3.48539e-05	2.40129e-05	2.17956e-05	9.74291e-05	1.81435e-05	4.28148e-05	8.35117e-06	2.20101e-05	3.68245e-05	2.50261e-05	0	0	3.88486e-05	2.89516e-05	1.90213e-05	4.78811e-05	6.42948e-05	4.63504e-05	2.19429e-05	2.59366e-05	5.22308e-05	5.18755e-05	0	3.8012e-05	1.6794e-05	4.26984e-05	0	2.1935e-05	2.88105e-05	2.92103e-05	0	3.91738e-05	1.45475e-05	2.19788e-05	7.54073e-05	3.02447e-05	1.30318e-05	3.62819e-05	0	5.7644e-05	2.88505e-05	1.82577e-05	2.62458e-05	3.31824e-05	8.14675e-05	9.3846e-05	3.65403e-05	0	3.35073e-05	1.39542e-05	1.65169e-05	7.23262e-06	1.72416e-05	5.98317e-05	6.6547e-05	2.69397e-05	1.40367e-05	3.33498e-05	2.56202e-05	2.38258e-05	3.13669e-05	8.75548e-06	2.9191e-05	6.01706e-06	0	1.03381e-05	2.27141e-05	4.65312e-05	6.14149e-06	1.32248e-05	4.06784e-05	0	8.15284e-06	6.14881e-05	7.10995e-06	2.49289e-05	3.58952e-05	1.0822e-05	0	1.25483e-05	6.1644e-05	0.00010595	7.26307e-06	1.74192e-05	1.33364e-05	3.92906e-05	2.67504e-05	3.86053e-05	9.14623e-05	0	4.13301e-05	3.60851e-05	2.98144e-05	2.49458e-05	4.66492e-05	2.85867e-05	0	3.60538e-05	2.47537e-05	1.90978e-05	1.5174e-05	8.58773e-06	3.07125e-05	5.81878e-05	1.3139e-05	4.7683e-05	0	7.63973e-06	1.92492e-05	2.91227e-05	1.88556e-05	1.96078e-05	1.01151e-05	2.24091e-05	5.954e-05	1.8016e-05	4.81947e-05	2.21769e-05	2.46422e-05	0	1.10899e-05	2.2232e-05	3.50936e-05	2.83082e-05	2.26257e-05	6.55664e-06	9.11437e-06	8.16365e-05	2.73985e-05	1.32747e-05	0	2.83097e-05	0	7.00895e-05	1.53648e-05	9.34051e-06	2.63172e-05	5.86511e-05	7.10234e-06	3.27563e-05	2.78189e-05	1.06998e-05	0
1.1.1.159	0	0	0	0	0	0	0	0	1.82449e-05	0	0	0	1.12143e-05	0	0	0	0	0	0	2.13875e-05	1.59156e-05	0	1.43498e-05	0	0	0	0	0	0	5.35168e-05	0	0	0	0	0	0	6.20224e-06	0	2.3996e-06	0	7.69244e-06	0	0	2.68645e-05	0	0	0	0	0	0	0	0	2.58362e-05	0	0	2.30254e-05	0	1.68807e-05	0	0	0	0	0	0	0	8.72053e-06	0	0	0	0	0	0	2.24527e-05	0	0	4.67302e-05	0	0	0	0	0	1.0584e-05	0	0	0	0	0	0	0	0	2.58128e-05	0	0	0	0	0	0	0	0	1.60506e-05	0	0	7.10712e-06	0	0	3.07193e-05	0	1.03248e-05	1.21791e-05	0	0	0	0	0	0	0	1.75268e-05	0	0	7.85917e-06	0	9.60539e-06	0	0	0	0	1.88726e-05	7.78665e-05	0	0	0	0	0	4.99442e-05	0	0	0	0	0	0	0	0	0	0	0	0	1.79672e-05	0	0	0	0	0	0	0	0	0
1.1.1.163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.27687e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.67551e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.1.1.169	6.02435e-05	0.000104388	7.39027e-05	0.000101742	7.14154e-05	0.000135295	0.000105966	0.000160624	5.76789e-05	8.39758e-05	8.50284e-05	4.82469e-05	0.000102628	0.000136543	9.7763e-05	9.84259e-05	0.000111392	9.90683e-05	4.71738e-05	7.98914e-05	5.57763e-05	8.16032e-05	0	5.69501e-05	5.11579e-05	7.54054e-05	0.000135277	0.000124808	7.90031e-05	7.62898e-05	7.26771e-05	0.000116224	0.000135023	0.00011862	0.000163395	3.1887e-05	0.000127139	0.000106495	0.000231809	2.04389e-05	4.59949e-05	4.80662e-05	4.87988e-05	0.000108387	7.35743e-05	0.000100453	2.35514e-05	6.05737e-05	7.591e-05	0.000104127	6.01059e-05	3.99111e-05	0.000124476	9.38053e-05	5.57583e-05	0.000153184	0.000159984	0.000142981	9.28095e-05	7.54329e-05	6.66962e-05	8.56285e-05	5.67302e-05	0.000127702	8.62011e-05	3.80507e-05	0.000100028	8.7241e-05	8.61592e-05	8.5719e-05	9.44659e-05	6.62949e-05	6.56625e-05	4.63754e-05	2.94395e-05	6.60166e-05	0.000107554	1.29519e-05	7.6306e-05	0.000124791	7.75179e-05	4.75071e-05	0.000127904	0.000124702	7.43345e-05	3.35629e-05	7.46619e-05	3.04123e-05	8.08755e-05	0.000178536	7.15324e-05	6.19707e-05	2.98412e-05	0.00011528	0.000121631	9.99723e-06	6.98708e-05	0.000137538	0.000102634	0.000103816	6.71439e-05	0.000174905	5.67238e-05	5.18356e-05	9.62373e-05	5.22871e-05	6.01802e-05	8.99927e-05	7.18705e-05	4.69713e-05	9.14164e-05	9.7677e-05	8.5443e-05	8.28872e-05	2.94005e-05	8.07766e-05	0.000103115	7.59495e-05	9.42171e-05	0.000100417	0.000113216	3.18069e-05	6.61132e-05	7.56856e-05	0.000136889	5.07208e-05	0.000213651	5.88127e-05	5.98469e-05	2.3423e-05	4.51228e-05	7.22657e-05	2.14724e-05	0.000117474	5.69046e-05	8.02385e-05	0.000122521	4.37882e-05	2.99882e-05	6.11329e-05	0.000176178	4.00444e-05	3.84917e-05	0.000253836	7.45748e-05	0.000105029	9.78795e-05	6.18974e-05	0.000103754	5.71229e-05	8.20736e-05	6.60447e-05	3.33324e-05	0.00011808	4.18186e-05	5.33145e-05
1.1.1.17	5.75474e-05	2.47818e-05	3.2281e-05	0	1.98312e-05	1.84788e-05	2.54969e-05	1.24904e-05	0.000124573	4.82503e-05	0	5.04103e-05	1.41359e-05	2.98069e-05	3.60709e-05	8.55346e-06	3.87925e-05	1.46666e-05	0	1.39952e-05	3.58955e-05	1.31596e-05	2.84225e-05	0	0	1.15639e-05	7.48435e-05	2.2084e-05	4.58916e-05	0.000147495	8.78427e-06	5.95358e-05	4.80366e-05	0	0.000247739	5.94472e-06	6.26774e-05	5.76388e-05	5.64872e-05	0	1.87777e-05	1.95478e-05	0	0.000149332	5.39009e-05	1.03348e-05	0	4.78127e-05	8.66425e-06	1.12176e-05	0	0	9.09826e-05	1.36412e-05	2.16256e-05	6.64066e-05	0.000162793	6.59707e-05	0.000259831	2.71227e-05	9.3097e-06	2.39381e-05	2.014e-05	2.44658e-05	1.12421e-05	3.09329e-05	0.000114887	2.34338e-05	3.1835e-05	0	0	0	6.83227e-05	1.31653e-05	0	6.88894e-05	6.6258e-06	1.41978e-05	3.362e-05	2.10499e-05	1.72451e-05	0	5.02575e-05	4.60248e-05	0	7.79868e-06	4.49146e-05	3.45077e-05	0	3.22278e-05	7.30248e-05	1.83023e-05	0	3.75389e-05	5.81508e-05	0	1.43954e-05	0	2.88864e-05	9.38523e-06	7.9273e-06	0.000220682	3.15744e-05	9.8339e-06	8.94461e-06	3.31249e-05	3.76446e-05	4.10782e-05	2.53425e-05	2.00772e-05	4.34498e-05	5.0399e-05	2.53642e-05	0	0	1.39541e-05	4.55429e-05	1.66195e-05	3.08079e-05	1.50784e-05	1.75374e-05	0	0	2.70269e-05	1.84236e-05	0	4.81367e-05	0.000184477	0	1.11432e-05	0	9.15401e-06	0	0.000103113	0	6.85599e-05	3.77425e-05	1.44113e-05	6.69164e-06	0	2.34598e-05	6.19101e-06	1.7674e-05	6.44989e-06	0	0	2.34509e-05	0	0	0	0	9.36551e-06	0	4.45705e-05	0	0
1.1.1.176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.1.1.179	0	0	0	0	0	0	0	5.15355e-05	0	0	0	1.10478e-05	9.25974e-06	9.1804e-06	0	0	8.70235e-06	0	0	0	0	0	0	0	0	8.71875e-06	0	0	0	0	0	0	1.06387e-05	7.24163e-06	0	0	0	0	0	0	0	0	0	0	0	1.76095e-05	0	1.15359e-05	0	6.83697e-05	0	0	0	0	0	0	0	1.02663e-05	0	1.10883e-05	0	0	9.84448e-06	0	0	0	0	0	0	0	0	8.59069e-06	0	0	0	0	0	0	0	1.56423e-05	1.6286e-05	0	0	0	0	0	0	1.01956e-05	0	0.000163497	0	7.21532e-06	0	0	7.34467e-06	0	0	0	0	0	6.31727e-06	0	0	0	0	1.22377e-05	0	0	0	0	6.20955e-05	0	1.38071e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
