rownames(ec)	ERR688505_merged_Abundance.RPKs	ERR688506_merged_Abundance.RPKs	ERR688507_merged_Abundance.RPKs	ERR688508_merged_Abundance.RPKs	ERR688509_merged_Abundance.RPKs	ERR688510_merged_Abundance.RPKs	ERR688511_merged_Abundance.RPKs	ERR688512_merged_Abundance.RPKs	ERR688513_merged_Abundance.RPKs	ERR688514_merged_Abundance.RPKs	ERR688515_merged_Abundance.RPKs	ERR688516_merged_Abundance.RPKs	ERR688517_merged_Abundance.RPKs	ERR688518_merged_Abundance.RPKs	ERR688519_merged_Abundance.RPKs	ERR688520_merged_Abundance.RPKs	ERR688521_merged_Abundance.RPKs	ERR688522_merged_Abundance.RPKs	ERR688523_merged_Abundance.RPKs	ERR688524_merged_Abundance.RPKs	ERR688525_merged_Abundance.RPKs	ERR688526_merged_Abundance.RPKs	ERR688527_merged_Abundance.RPKs	ERR688528_merged_Abundance.RPKs	ERR688529_merged_Abundance.RPKs	ERR688530_merged_Abundance.RPKs	ERR688531_merged_Abundance.RPKs	ERR688532_merged_Abundance.RPKs	ERR688533_merged_Abundance.RPKs	ERR688534_merged_Abundance.RPKs	ERR688535_merged_Abundance.RPKs	ERR688536_merged_Abundance.RPKs	ERR688537_merged_Abundance.RPKs	ERR688538_merged_Abundance.RPKs	ERR688539_merged_Abundance.RPKs	ERR688540_merged_Abundance.RPKs	ERR688541_merged_Abundance.RPKs	ERR688542_merged_Abundance.RPKs	ERR688543_merged_Abundance.RPKs	ERR688544_merged_Abundance.RPKs	ERR688545_merged_Abundance.RPKs	ERR688546_merged_Abundance.RPKs	ERR688547_merged_Abundance.RPKs	ERR688548_merged_Abundance.RPKs	ERR688549_merged_Abundance.RPKs	ERR688550_merged_Abundance.RPKs	ERR688551_merged_Abundance.RPKs	ERR688552_merged_Abundance.RPKs	ERR688553_merged_Abundance.RPKs	ERR688554_merged_Abundance.RPKs	ERR688555_merged_Abundance.RPKs	ERR688556_merged_Abundance.RPKs	ERR688557_merged_Abundance.RPKs	ERR688558_merged_Abundance.RPKs	ERR688559_merged_Abundance.RPKs	ERR688560_merged_Abundance.RPKs	ERR688561_merged_Abundance.RPKs	ERR688562_merged_Abundance.RPKs	ERR688563_merged_Abundance.RPKs	ERR688564_merged_Abundance.RPKs	ERR688565_merged_Abundance.RPKs	ERR688566_merged_Abundance.RPKs	ERR688567_merged_Abundance.RPKs	ERR688568_merged_Abundance.RPKs	ERR688569_merged_Abundance.RPKs	ERR688570_merged_Abundance.RPKs	ERR688571_merged_Abundance.RPKs	ERR688572_merged_Abundance.RPKs	ERR688573_merged_Abundance.RPKs	ERR688574_merged_Abundance.RPKs	ERR688575_merged_Abundance.RPKs	ERR688576_merged_Abundance.RPKs	ERR688577_merged_Abundance.RPKs	ERR688578_merged_Abundance.RPKs	ERR688579_merged_Abundance.RPKs	ERR688580_merged_Abundance.RPKs	ERR688581_merged_Abundance.RPKs	ERR688582_merged_Abundance.RPKs	ERR688583_merged_Abundance.RPKs	ERR688584_merged_Abundance.RPKs	ERR688585_merged_Abundance.RPKs	ERR688586_merged_Abundance.RPKs	ERR688587_merged_Abundance.RPKs	ERR688588_merged_Abundance.RPKs	ERR688589_merged_Abundance.RPKs	ERR688590_merged_Abundance.RPKs	ERR688591_merged_Abundance.RPKs	ERR688592_merged_Abundance.RPKs	ERR688593_merged_Abundance.RPKs	ERR688594_merged_Abundance.RPKs	ERR688595_merged_Abundance.RPKs	ERR688596_merged_Abundance.RPKs	ERR688597_merged_Abundance.RPKs	ERR688598_merged_Abundance.RPKs	ERR688599_merged_Abundance.RPKs	ERR688600_merged_Abundance.RPKs	ERR688601_merged_Abundance.RPKs	ERR688602_merged_Abundance.RPKs	ERR688603_merged_Abundance.RPKs	ERR688604_merged_Abundance.RPKs	ERR688605_merged_Abundance.RPKs	ERR688606_merged_Abundance.RPKs	ERR688607_merged_Abundance.RPKs	ERR688608_merged_Abundance.RPKs	ERR688609_merged_Abundance.RPKs	ERR688610_merged_Abundance.RPKs	ERR688611_merged_Abundance.RPKs	ERR688612_merged_Abundance.RPKs	ERR688613_merged_Abundance.RPKs	ERR688614_merged_Abundance.RPKs	ERR688615_merged_Abundance.RPKs	ERR688616_merged_Abundance.RPKs	ERR688617_merged_Abundance.RPKs	ERR688618_merged_Abundance.RPKs	ERR688619_merged_Abundance.RPKs	ERR688620_merged_Abundance.RPKs	ERR688621_merged_Abundance.RPKs	ERR688622_merged_Abundance.RPKs	ERR688623_merged_Abundance.RPKs	ERR688624_merged_Abundance.RPKs	ERR688625_merged_Abundance.RPKs	ERR688626_merged_Abundance.RPKs	ERR688627_merged_Abundance.RPKs	ERR688628_merged_Abundance.RPKs	ERR688629_merged_Abundance.RPKs	ERR688630_merged_Abundance.RPKs	ERR688631_merged_Abundance.RPKs	ERR688632_merged_Abundance.RPKs	ERR688633_merged_Abundance.RPKs	ERR688634_merged_Abundance.RPKs	ERR688635_merged_Abundance.RPKs	ERR688636_merged_Abundance.RPKs	ERR688637_merged_Abundance.RPKs	ERR688638_merged_Abundance.RPKs	ERR688639_merged_Abundance.RPKs	ERR688640_merged_Abundance.RPKs	ERR688641_merged_Abundance.RPKs	ERR688642_merged_Abundance.RPKs	ERR688643_merged_Abundance.RPKs	ERR688644_merged_Abundance.RPKs	ERR688645_merged_Abundance.RPKs	ERR688646_merged_Abundance.RPKs	ERR688647_merged_Abundance.RPKs	ERR688648_merged_Abundance.RPKs	ERR688649_merged_Abundance.RPKs	ERR688650_merged_Abundance.RPKs	ERR688651_merged_Abundance.RPKs	ERR710424_merged_Abundance.RPKs	ERR710425_merged_Abundance.RPKs	ERR710426_merged_Abundance.RPKs	ERR710427_merged_Abundance.RPKs	ERR710428_merged_Abundance.RPKs	ERR710429_merged_Abundance.RPKs	ERR710430_merged_Abundance.RPKs	ERR710431_merged_Abundance.RPKs	ERR710432_merged_Abundance.RPKs	SRR6915091_merged_Abundance.RPKs	SRR6915092_merged_Abundance.RPKs	SRR6915093_merged_Abundance.RPKs	SRR6915094_merged_Abundance.RPKs	SRR6915095_merged_Abundance.RPKs	SRR6915096_merged_Abundance.RPKs	SRR6915097_merged_Abundance.RPKs	SRR6915098_merged_Abundance.RPKs	SRR6915099_merged_Abundance.RPKs	SRR6915100_merged_Abundance.RPKs	SRR6915101_merged_Abundance.RPKs	SRR6915102_merged_Abundance.RPKs	SRR6915103_merged_Abundance.RPKs	SRR6915104_merged_Abundance.RPKs	SRR6915105_merged_Abundance.RPKs	SRR6915106_merged_Abundance.RPKs	SRR6915107_merged_Abundance.RPKs	SRR6915108_merged_Abundance.RPKs	SRR6915109_merged_Abundance.RPKs	SRR6915110_merged_Abundance.RPKs	SRR6915111_merged_Abundance.RPKs	SRR6915112_merged_Abundance.RPKs	SRR6915113_merged_Abundance.RPKs	SRR6915114_merged_Abundance.RPKs	SRR6915115_merged_Abundance.RPKs	SRR6915116_merged_Abundance.RPKs	SRR6915117_merged_Abundance.RPKs	SRR6915118_merged_Abundance.RPKs	SRR6915119_merged_Abundance.RPKs	SRR6915120_merged_Abundance.RPKs	SRR6915121_merged_Abundance.RPKs	SRR6915122_merged_Abundance.RPKs	SRR6915123_merged_Abundance.RPKs	SRR6915124_merged_Abundance.RPKs	SRR6915125_merged_Abundance.RPKs	SRR6915126_merged_Abundance.RPKs	SRR6915127_merged_Abundance.RPKs	SRR6915128_merged_Abundance.RPKs	SRR6915129_merged_Abundance.RPKs	SRR6915130_merged_Abundance.RPKs	SRR6915131_merged_Abundance.RPKs	SRR6915132_merged_Abundance.RPKs	SRR6915133_merged_Abundance.RPKs	SRR6915134_merged_Abundance.RPKs	SRR6915135_merged_Abundance.RPKs	SRR6915136_merged_Abundance.RPKs	SRR6915137_merged_Abundance.RPKs	SRR6915138_merged_Abundance.RPKs	SRR6915139_merged_Abundance.RPKs	SRR6915140_merged_Abundance.RPKs	SRR6915141_merged_Abundance.RPKs	SRR6915142_merged_Abundance.RPKs	SRR6915143_merged_Abundance.RPKs	SRR6915144_merged_Abundance.RPKs	SRR6915145_merged_Abundance.RPKs	SRR6915146_merged_Abundance.RPKs	SRR6915147_merged_Abundance.RPKs	SRR6915149_merged_Abundance.RPKs	SRR6915150_merged_Abundance.RPKs	SRR6915151_merged_Abundance.RPKs	SRR6915152_merged_Abundance.RPKs	SRR6915153_merged_Abundance.RPKs	SRR6915155_merged_Abundance.RPKs	SRR6915156_merged_Abundance.RPKs	SRR6915157_merged_Abundance.RPKs	SRR6915158_merged_Abundance.RPKs	SRR6915159_merged_Abundance.RPKs	SRR6915160_merged_Abundance.RPKs	SRR6915161_merged_Abundance.RPKs	SRR6915162_merged_Abundance.RPKs	SRR6915163_merged_Abundance.RPKs	SRR6915164_merged_Abundance.RPKs	SRR6915165_merged_Abundance.RPKs	SRR6915166_merged_Abundance.RPKs	SRR6915167_merged_Abundance.RPKs	SRR6915168_merged_Abundance.RPKs	SRR6915169_merged_Abundance.RPKs	SRR6915170_merged_Abundance.RPKs	SRR6915171_merged_Abundance.RPKs	SRR6915172_merged_Abundance.RPKs	SRR6915173_merged_Abundance.RPKs	SRR6915174_merged_Abundance.RPKs	SRR6915175_merged_Abundance.RPKs	SRR6915176_merged_Abundance.RPKs	SRR6915177_merged_Abundance.RPKs	SRR6915178_merged_Abundance.RPKs	SRR6915179_merged_Abundance.RPKs	SRR6915180_merged_Abundance.RPKs	SRR6915181_merged_Abundance.RPKs	SRR6915182_merged_Abundance.RPKs	SRR6915183_merged_Abundance.RPKs	SRR6915184_merged_Abundance.RPKs	SRR6915185_merged_Abundance.RPKs	SRR6915186_merged_Abundance.RPKs	SRR6915188_merged_Abundance.RPKs	SRR6915189_merged_Abundance.RPKs	SRR6915190_merged_Abundance.RPKs	SRR6915191_merged_Abundance.RPKs	SRR6915192_merged_Abundance.RPKs	SRR6915193_merged_Abundance.RPKs	SRR6915194_merged_Abundance.RPKs	SRR6915195_merged_Abundance.RPKs	SRR6915196_merged_Abundance.RPKs	SRR6915197_merged_Abundance.RPKs	SRR6915198_merged_Abundance.RPKs	SRR6915199_merged_Abundance.RPKs	SRR6915200_merged_Abundance.RPKs	SRR6915201_merged_Abundance.RPKs	SRR6915202_merged_Abundance.RPKs	SRR6915203_merged_Abundance.RPKs	SRR6915204_merged_Abundance.RPKs	SRR6915205_merged_Abundance.RPKs	SRR6915206_merged_Abundance.RPKs	SRR6915207_merged_Abundance.RPKs	SRR6915208_merged_Abundance.RPKs	SRR6915209_merged_Abundance.RPKs	SRR6915210_merged_Abundance.RPKs	SRR6915211_merged_Abundance.RPKs	SRR6915212_merged_Abundance.RPKs	SRR6915213_merged_Abundance.RPKs	SRR6915214_merged_Abundance.RPKs	SRR6915215_merged_Abundance.RPKs	SRR6915216_merged_Abundance.RPKs	SRR6915217_merged_Abundance.RPKs	SRR6915218_merged_Abundance.RPKs	SRR6915219_merged_Abundance.RPKs	SRR6915220_merged_Abundance.RPKs	SRR6915221_merged_Abundance.RPKs	SRR6915222_merged_Abundance.RPKs	SRR6915223_merged_Abundance.RPKs	SRR6915224_merged_Abundance.RPKs	SRR6915225_merged_Abundance.RPKs	SRR6915226_merged_Abundance.RPKs	SRR6915227_merged_Abundance.RPKs	SRR6915228_merged_Abundance.RPKs	SRR6915229_merged_Abundance.RPKs	SRR6915230_merged_Abundance.RPKs
UNMAPPED	0.177616	0.267626	0.194296	0.235088	0.204801	0.19753	0.176379	0.194617	0.112491	0.261018	0.284887	0.196872	0.380708	0.194374	0.180302	0.203048	0.188045	0.193257	0.246762	0.287051	0.271689	0.185272	0.26925	0.268184	0.236863	0.201575	0.141875	0.132847	0.186912	0.0709744	0.169694	0.176159	0.200788	0.185406	0.183807	0.228174	0.134872	0.179396	0.122565	0.241377	0.222119	0.236778	0.266974	0.161367	0.198305	0.186328	0.271644	0.197566	0.336831	0.164991	0.215576	0.224699	0.116072	0.291295	0.233745	0.0862792	0.169057	0.124794	0.170246	0.234225	0.255059	0.190861	0.209664	0.21078	0.246617	0.175327	0.253812	0.195449	0.208198	0.246367	0.220713	0.217188	0.154007	0.22123	0.243811	0.153065	0.193462	0.368122	0.15736	0.161737	0.232701	0.211584	0.196791	0.155649	0.298332	0.247573	0.165059	0.230851	0.229801	0.148928	0.10369	0.206947	0.213498	0.168928	0.163392	0.264572	0.199263	0.181232	0.194825	0.236738	0.210136	0.197507	0.239507	0.207052	0.244202	0.344323	0.225249	0.167385	0.214267	0.36722	0.158226	0.159066	0.188359	0.25197	0.211412	0.181176	0.175962	0.244435	0.219916	0.246319	0.193665	0.304587	0.271986	0.196027	0.194893	0.275513	0.134302	0.111402	0.225071	0.234887	0.263556	0.196379	0.175207	0.0578205	0.188565	0.169547	0.195727	0.240952	0.166871	0.237934	0.211371	0.197048	0.195287	0.11245	0.198019	0.165465	0.225501	0.245948	0.191668	0.216285	0.232315	0.223615	0.236225	0.198915	0.221521	0.238232	0.139424	0.400155	0.186847	0.10393	0.0441482	0.108811	0.200859	0.108048	0.199665	0.132502	0.148321	0.145242	0.21041	0.157025	0.261476	0.136592	0.194252	0.200067	0.192443	0.227443	0.124959	0.185635	0.0909606	0.15754	0.171145	0.253879	0.172746	0.132152	0.199206	0.178211	0.225635	0.20282	0.244985	0.254603	0.133957	0.158896	0.232523	0.247498	0.2387	0.320263	0.165174	0.216522	0.262609	0.17317	0.231509	0.218029	0.265357	0.189326	0.146203	0.192629	0.0965879	0.18959	0.177879	0.278234	0.120842	0.106061	0.182513	0.240666	0.179116	0.229162	0.221823	0.220218	0.20481	0.242162	0.10088	0.117293	0.226228	0.0826113	0.203307	0.174935	0.116884	0.199149	0.161954	0.239362	0.183356	0.332923	0.191262	0.186205	0.162196	0.158648	0.17223	0.197625	0.181251	0.172659	0.237604	0.187881	0.17559	0.162334	0.258778	0.206319	0.206586	0.190448	0.210711	0.164106	0.224722	0.157881	0.207502	0.114628	0.15875	0.165461	0.137363	0.188505	0.179033	0.234894	0.225571	0.221681	0.162652	0.19886	0.11601	0.200067	0.153292	0.215495	0.273307	0.202454	0.12507	0.188176	0.217279	0.274566	0.281716	0.150355	0.25329	0.234467	0.176513	0.275173	0.168931	0.0998503	0.196362	0.141041	0.129886	0.203359	0.183805	0.153904	0.126523	0.200612	0.21969	0.226172	0.272283
UNGROUPED	0.704727	0.629043	0.692466	0.665753	0.674059	0.681542	0.691135	0.675651	0.734285	0.633704	0.621125	0.680537	0.546094	0.691087	0.686197	0.685977	0.684344	0.682513	0.643158	0.630453	0.633229	0.695994	0.64088	0.641412	0.667655	0.678725	0.713002	0.734182	0.693534	0.762737	0.694088	0.700162	0.6562	0.692593	0.683292	0.66157	0.743806	0.696699	0.741128	0.665789	0.668047	0.648829	0.627778	0.695731	0.682068	0.690444	0.641836	0.677557	0.565196	0.698204	0.664681	0.660241	0.73888	0.613186	0.65507	0.74458	0.697791	0.721992	0.686987	0.650289	0.640267	0.682229	0.677499	0.675073	0.6571	0.722339	0.639092	0.68432	0.687979	0.655525	0.683607	0.679244	0.718008	0.68676	0.664188	0.695444	0.700389	0.561032	0.746967	0.702779	0.64242	0.690574	0.689297	0.705705	0.605159	0.65204	0.697817	0.656549	0.6683	0.70538	0.730492	0.667889	0.675864	0.696743	0.693829	0.650434	0.704451	0.695172	0.68639	0.667068	0.67246	0.66757	0.654643	0.675878	0.64692	0.569636	0.660749	0.687621	0.658764	0.563659	0.693993	0.702193	0.685732	0.64925	0.684248	0.700633	0.690165	0.640621	0.662018	0.655583	0.695083	0.608946	0.636819	0.683132	0.691787	0.639306	0.728819	0.729348	0.679728	0.666567	0.644126	0.693269	0.749642	0.789055	0.7061	0.690247	0.694258	0.666916	0.762589	0.670791	0.6822	0.698221	0.694454	0.787923	0.701209	0.731775	0.67082	0.664948	0.722063	0.690134	0.679564	0.685093	0.673726	0.682108	0.683762	0.674744	0.745576	0.52531	0.733589	0.761146	0.788435	0.711012	0.713562	0.710508	0.709473	0.786279	0.772073	0.749507	0.697788	0.731718	0.641772	0.738976	0.705409	0.695898	0.695549	0.668147	0.767754	0.706019	0.843847	0.739453	0.743707	0.659062	0.721604	0.797415	0.69982	0.740463	0.68744	0.699952	0.666386	0.667053	0.750001	0.743875	0.67012	0.66126	0.66078	0.594368	0.730158	0.689496	0.646496	0.730386	0.673834	0.680143	0.647207	0.72121	0.769362	0.710607	0.773599	0.729205	0.725613	0.642554	0.810981	0.778089	0.718732	0.664226	0.712981	0.68169	0.663573	0.680456	0.685373	0.657311	0.785432	0.814256	0.693714	0.813027	0.699316	0.734567	0.789965	0.711692	0.76474	0.677854	0.710368	0.585523	0.710517	0.700883	0.724874	0.736107	0.725814	0.696862	0.722417	0.745648	0.659677	0.702068	0.714755	0.725213	0.64549	0.702379	0.687419	0.712975	0.67839	0.743821	0.680292	0.749417	0.699058	0.819399	0.749028	0.747026	0.767388	0.720922	0.707316	0.671323	0.674122	0.679607	0.743528	0.683468	0.809653	0.706707	0.759582	0.69226	0.639425	0.703655	0.775097	0.714656	0.700008	0.652162	0.644675	0.743137	0.667007	0.667675	0.73662	0.640032	0.737046	0.736473	0.725957	0.741657	0.783787	0.72809	0.731647	0.711579	0.77878	0.713206	0.711362	0.691922	0.603273
1.1.1.1	0.000225888	0.00012929	0.000159634	8.46775e-05	0.000150731	0.000222227	0.000206439	0.000184929	0.000370015	0.000125764	0.000160287	0.000169805	3.88891e-05	0.000173358	0.000226198	7.7049e-05	0.000227061	0.000235309	0.000128054	0.000148257	7.68699e-05	0.000188261	7.12303e-05	7.80997e-05	9.02594e-05	0.000153726	0.000220681	0.000412586	0.000231706	0.000453671	0.000237032	0.000265801	0.000228044	0.000145812	0.000430154	0.000132987	0.000200509	0.000111265	0.000198155	7.11352e-05	0.000139378	0.000172325	9.80427e-05	0.000346181	0.000202532	0.000150597	5.9319e-05	0.000210169	0.00010359	0.000291881	0.000162878	0.000219035	0.000304831	8.35586e-05	0.000150366	0.000575593	0.00015846	0.000314156	0.000461987	0.00016528	0.000180796	0.000135475	0.000178225	0.000129419	9.00223e-05	0.000175535	0.000271293	0.000172859	0.000134445	0.000111505	6.61743e-05	0.000119825	0.000253281	4.48549e-05	6.03478e-05	0.000388873	0.000104489	4.98959e-05	0.000129992	0.000227812	0.000237585	8.71747e-05	0.000206896	0.000167562	0.000122853	0.000147569	0.000231476	0.000217825	9.20136e-05	0.000294944	0.000430262	0.00020361	0.000158714	0.00019233	0.000275444	8.24618e-05	0.000109748	0.000133539	0.000168016	9.08e-05	0.000202946	0.000452485	0.00012903	0.000144206	0.000161111	7.12643e-05	0.000130057	0.000268635	0.000185931	5.89461e-05	0.000324175	0.000219408	0.000196876	0.000116476	7.67806e-05	0.000155985	0.000186269	0.000182203	0.000190344	0.000104032	0.000121818	6.74643e-05	0.000126744	0.000148391	0.000148052	5.97901e-05	0.000294452	0.000390327	5.36445e-05	0.000111484	9.57375e-05	0.00017727	5.71529e-05	0.000506229	0.000112428	0.000236585	0.000126427	0.000107798	3.38298e-05	2.74251e-05	0.000270946	8.20602e-05	0.000137662	1.72837e-05	0.000109884	5.90147e-05	0.000182376	4.44726e-05	3.48419e-05	0.000153947	7.75219e-05	4.30755e-05	7.64721e-05	0.000156607	9.11495e-05	6.88488e-05	0.000106582	2.90244e-05	0.00013429	0.000280228	0.000543576	0.000315982	4.24683e-05	0.000261838	7.79149e-05	5.9556e-05	4.55304e-05	0.000148875	0.000111834	0.000124943	7.75028e-05	0.000317143	8.53501e-05	0.000103891	0.000128404	0.000106773	8.6114e-05	0.000130241	6.86611e-05	0.000101307	0.000181594	6.02497e-05	0.000122244	1.83893e-05	2.63064e-05	2.9581e-05	5.41049e-05	0.000120661	6.62812e-05	7.58454e-05	0.000214823	0.000133354	9.65664e-05	5.15424e-05	9.97642e-05	0.000108251	0.000103066	0.000112233	0.000105677	0.000143134	0.000120281	0.000133844	8.36384e-05	9.188e-05	7.86772e-05	6.36903e-05	0.000271787	2.9892e-05	6.26815e-05	5.98345e-05	2.90873e-05	0.000158512	8.89238e-05	7.85805e-05	0.000117574	8.02938e-05	0.000131613	9.4872e-05	0.0001045	0.000134108	0.000233037	3.92434e-05	6.97113e-05	0.000199237	2.85629e-06	5.99861e-05	8.26788e-05	5.82377e-05	1.05744e-05	3.91188e-05	0.000139664	8.5178e-05	0.000103134	9.64016e-05	0.000110128	0.000113011	8.79812e-05	0.000160491	0.000107175	7.46701e-05	0.000120558	0.000104365	0.000157033	0.000124223	8.47088e-05	7.13287e-05	0.000162754	0.000113169	0.000125534	0.000100068	8.2897e-05	7.46337e-05	4.46595e-05	1.22877e-05	7.2134e-05	5.03017e-05	8.12345e-05	8.81243e-05	0.000154264	0.000103011	0.000139175	8.32713e-05	7.66567e-05	0.000102331	1.9011e-05	0.000131103	7.97866e-05	5.0024e-05	6.1049e-05	3.39318e-05	6.28216e-05	0.000130155	2.89124e-05	5.32429e-05	4.35764e-05	0.000205531	6.38198e-05	6.32189e-05	5.32026e-05	5.87527e-05	9.99071e-05	0.00055596	7.06496e-05	0.000228484	3.94139e-05	7.93501e-05	4.54363e-05	0.000255813	3.69372e-05	0.000108766	1.35598e-05	3.3125e-05	0.000185949
1.1.1.100	0.000363603	0.00026633	0.000301132	0.000149787	0.000356014	0.00051301	0.000636393	0.000540862	0.000454978	0.000290654	0.000252873	0.000250902	8.50363e-05	0.000350579	0.000479795	0.000194025	0.000520063	0.00050298	0.000293451	0.000165612	0.000221955	0.00039703	0.000249347	0.00013778	0.000202366	0.000353146	0.00084979	0.000336252	0.000389019	0.000496637	0.000495112	0.000464356	0.00085486	0.000400639	0.000522674	0.000300217	0.00042812	0.00038344	0.000552436	0.000168077	0.000281582	0.000387376	0.000253097	0.000446796	0.000533256	0.000412297	0.000139473	0.000305978	0.000309694	0.000535475	0.000331199	0.000295111	0.000491519	0.000154945	0.000225396	0.000422115	0.000819879	0.000652485	0.000643099	0.000342915	0.000286241	0.000372284	0.000355052	0.000425844	0.000149512	0.000239101	0.000423334	0.000484346	0.000242933	0.000187201	0.000192357	0.00024308	0.000367234	0.000215834	0.000190906	0.00035532	0.000236129	0.000100982	0.000214133	0.000529237	0.000449722	0.000264354	0.000389843	0.000625713	0.000133378	0.00024734	0.000564067	0.000277162	0.000209877	0.000377893	0.000545408	0.000478184	0.000304408	0.000506097	0.0006562	0.000167569	0.000254153	0.000502448	0.000344995	0.000164655	0.000385995	0.000514509	0.00037346	0.000332365	0.000359907	0.000172313	0.000294852	0.000526828	0.000362714	0.000152708	0.000585524	0.000613578	0.000436189	0.000234058	0.000282138	0.000353734	0.000573157	0.000464017	0.000438775	0.000183384	0.000305303	0.000157919	0.000204945	0.000438613	0.000358965	0.000119257	0.000383306	0.000464975	0.000181924	0.000234828	0.000217647	0.000336827	8.73996e-05	0.000508608	0.000281949	0.000695046	0.00037024	0.000250934	5.69911e-05	0.000205035	0.000239962	0.0002311	0.000341929	3.61052e-05	0.000243865	0.000229069	0.000275203	0.000137477	0.00015956	0.000294887	0.000151968	0.000166966	0.000196989	0.000420165	0.000190824	0.000173552	0.000335353	8.29938e-05	0.000142142	0.000697382	0.000435808	0.000655959	0.00010941	0.000741281	0.00015803	0.00017178	0.000162592	0.000237479	0.000162391	0.000263938	0.000178517	0.000287047	0.000312534	0.000257481	0.000341974	0.000252547	0.000292986	0.000293347	0.000167387	0.000248196	0.000274154	0.000186128	0.00027917	3.00498e-05	0.000330106	0.000189477	0.000151602	0.000178027	0.000158843	0.000151398	0.000309234	0.000227987	0.000176743	0.000102365	0.000241166	0.000182307	0.000282015	0.000171809	0.000189313	0.000184936	0.000221775	0.000238378	0.000311421	0.000116307	0.000236231	0.000249019	0.000294911	0.000172857	0.00020273	0.000147305	6.74912e-05	0.000263284	0.000230168	0.000230862	0.000285843	0.000201636	0.000359079	0.000231302	0.000329364	0.000220387	0.000191316	0.000138569	0.000131207	0.000271964	2.57128e-05	0.000199085	0.000178235	0.000184734	2.68e-05	0.000130297	0.000224034	0.000195074	0.000237755	0.000292816	0.000304704	0.000220374	0.000290007	0.000241674	0.000259532	0.000151769	0.000309518	0.00029116	0.000280036	0.000305964	0.000178689	0.000147953	0.000270575	0.000224113	0.000283396	0.000213123	0.000163095	0.000268087	0.000139739	4.21856e-05	0.000253519	0.000164573	0.000224188	0.000183538	0.000304414	0.00022993	0.000230513	0.00019061	0.000177858	0.00039968	0.000144533	0.000288847	0.000197095	0.000184316	0.000159403	0.000151494	0.00024422	0.000284454	0.000132998	9.96259e-05	8.12034e-05	0.000325677	0.000107114	0.000116117	0.000199268	0.000127899	0.000155891	0.000461745	0.000113291	0.000257837	0.000152901	0.000102169	0.000139653	0.000442132	0.000259732	0.000188904	4.14645e-05	0.000125674	0.000755083
1.1.1.101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.81053e-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.1.1.102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.99943e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5161e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
