#OTU ID	SRR6915091_merged_Abundance.RPKs	SRR6915092_merged_Abundance.RPKs	SRR6915093_merged_Abundance.RPKs	SRR6915094_merged_Abundance.RPKs	SRR6915095_merged_Abundance.RPKs	SRR6915096_merged_Abundance.RPKs	SRR6915097_merged_Abundance.RPKs	SRR6915098_merged_Abundance.RPKs	SRR6915099_merged_Abundance.RPKs	SRR6915100_merged_Abundance.RPKs	SRR6915101_merged_Abundance.RPKs	SRR6915102_merged_Abundance.RPKs	SRR6915113_merged_Abundance.RPKs	SRR6915115_merged_Abundance.RPKs	SRR6915116_merged_Abundance.RPKs	SRR6915118_merged_Abundance.RPKs	SRR6915119_merged_Abundance.RPKs	SRR6915120_merged_Abundance.RPKs	SRR6915121_merged_Abundance.RPKs	SRR6915122_merged_Abundance.RPKs	SRR6915123_merged_Abundance.RPKs	SRR6915124_merged_Abundance.RPKs	SRR6915137_merged_Abundance.RPKs	SRR6915138_merged_Abundance.RPKs	SRR6915139_merged_Abundance.RPKs	SRR6915140_merged_Abundance.RPKs	SRR6915141_merged_Abundance.RPKs	SRR6915142_merged_Abundance.RPKs	SRR6915143_merged_Abundance.RPKs	SRR6915144_merged_Abundance.RPKs	SRR6915145_merged_Abundance.RPKs	SRR6915146_merged_Abundance.RPKs	SRR6915157_merged_Abundance.RPKs	SRR6915158_merged_Abundance.RPKs	SRR6915159_merged_Abundance.RPKs	SRR6915160_merged_Abundance.RPKs	SRR6915161_merged_Abundance.RPKs	SRR6915162_merged_Abundance.RPKs	SRR6915163_merged_Abundance.RPKs	SRR6915164_merged_Abundance.RPKs	SRR6915165_merged_Abundance.RPKs	SRR6915166_merged_Abundance.RPKs	SRR6915188_merged_Abundance.RPKs	SRR6915189_merged_Abundance.RPKs	SRR6915190_merged_Abundance.RPKs	SRR6915191_merged_Abundance.RPKs	SRR6915192_merged_Abundance.RPKs	SRR6915193_merged_Abundance.RPKs	SRR6915194_merged_Abundance.RPKs	SRR6915201_merged_Abundance.RPKs	SRR6915202_merged_Abundance.RPKs	SRR6915203_merged_Abundance.RPKs	SRR6915204_merged_Abundance.RPKs	SRR6915205_merged_Abundance.RPKs	SRR6915206_merged_Abundance.RPKs	SRR6915207_merged_Abundance.RPKs	SRR6915208_merged_Abundance.RPKs	SRR6915209_merged_Abundance.RPKs	SRR6915210_merged_Abundance.RPKs	SRR6915211_merged_Abundance.RPKs	SRR6915212_merged_Abundance.RPKs	SRR6915213_merged_Abundance.RPKs	SRR6915214_merged_Abundance.RPKs	SRR6915215_merged_Abundance.RPKs	SRR6915216_merged_Abundance.RPKs	SRR6915217_merged_Abundance.RPKs	SRR6915218_merged_Abundance.RPKs	SRR6915219_merged_Abundance.RPKs	SRR6915220_merged_Abundance.RPKs	SRR6915221_merged_Abundance.RPKs	SRR6915222_merged_Abundance.RPKs	SRR6915223_merged_Abundance.RPKs	SRR6915224_merged_Abundance.RPKs	SRR6915225_merged_Abundance.RPKs	SRR6915226_merged_Abundance.RPKs	SRR6915227_merged_Abundance.RPKs	SRR6915228_merged_Abundance.RPKs	SRR6915229_merged_Abundance.RPKs	SRR6915230_merged_Abundance.RPKs
2.1.1.179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.26467e-07	0	0
2.1.1.180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2.1.1.181	3.27039e-05	0	2.00156e-06	3.95908e-05	7.87118e-05	0.000104458	1.23341e-06	0.000102538	8.64787e-06	9.38055e-06	2.38114e-06	2.18913e-05	4.90685e-06	7.67434e-06	4.70595e-07	2.64645e-07	4.90999e-06	1.02624e-05	1.02172e-06	3.26845e-06	9.08979e-06	6.10825e-06	1.10078e-05	1.0345e-05	1.51908e-06	3.32324e-07	5.11754e-05	1.36552e-05	1.35164e-06	1.40138e-06	4.91091e-06	3.35528e-05	2.80809e-05	2.63759e-05	7.00247e-06	3.40125e-05	1.04869e-06	1.28665e-06	5.02452e-06	3.19961e-06	0	3.54102e-06	3.04678e-06	4.90859e-07	2.76006e-06	2.48787e-06	4.70412e-07	1.11517e-06	1.35391e-05	2.47331e-05	5.76906e-06	1.11154e-05	1.00469e-05	4.03753e-07	0	3.18115e-06	6.34987e-06	1.09724e-05	2.28947e-06	9.9154e-07	4.30176e-07	1.37399e-05	1.12179e-06	1.01815e-05	0	9.37459e-07	3.17101e-06	4.40479e-05	4.88619e-06	2.33543e-05	1.20196e-05	1.61452e-06	4.33863e-06	4.57285e-05	1.07997e-05	1.56082e-06	1.81527e-07	2.24107e-06	3.92161e-06
2.1.1.182	0.000161158	0.000139561	0.000177993	0.000180287	0.000152539	0.000195077	0.000187443	0.000169812	0.000171402	0.000141615	0.000144288	0.000166658	0.000110184	0.000136255	0.000191474	0.000154782	0.000155513	0.000151528	0.000179586	0.000207405	0.000178629	0.000172831	0.000147001	0.000210287	0.000161839	0.000166236	0.000196252	0.000162509	0.000191571	0.000186832	0.000140116	0.00016963	0.000139542	0.000111603	0.000147544	0.000113579	0.000206003	0.00016267	0.000171776	0.000184487	0.000196925	0.000192704	0.000221993	0.000193126	0.000176483	0.000144966	0.000196258	0.000180659	0.000147092	0.000206299	0.000101835	0.000154654	0.000140663	0.000189301	0.000196437	0.00020821	0.000152139	0.000164662	0.000170848	0.000154909	0.000202395	0.000167246	0.000177309	0.000248141	0.000181739	0.000240803	0.000177607	0.000150101	0.000167664	0.000190515	0.000138984	0.000172365	0.000181791	0.000187164	0.000104534	0.000173538	0.000216884	0.000178096	0.000319047
2.1.1.184	4.6859e-06	8.06126e-06	1.88511e-06	9.12217e-07	0	0	3.61884e-06	0	1.84084e-05	6.74567e-06	7.05466e-06	2.93817e-06	9.95834e-06	7.08079e-07	6.80908e-06	8.88909e-07	3.55352e-06	2.57661e-06	2.40783e-06	9.1149e-08	5.20808e-06	1.848e-06	1.39511e-05	3.07294e-05	1.67693e-06	3.8632e-06	0	3.74671e-06	3.69126e-06	1.13495e-05	1.91838e-06	2.54667e-06	3.99123e-06	2.48322e-06	1.03337e-05	3.27861e-07	1.53547e-06	2.46476e-06	7.19352e-06	1.78589e-05	3.76014e-06	3.868e-06	2.89955e-06	5.55544e-06	5.68191e-06	2.47564e-06	5.07169e-06	4.29591e-06	6.32123e-06	2.89712e-05	6.9009e-07	3.52121e-06	3.82642e-06	7.14505e-08	2.34952e-06	2.04135e-05	1.81953e-06	6.46434e-06	2.67448e-05	1.77262e-05	4.96091e-06	9.01062e-06	1.47705e-05	6.07293e-06	1.64052e-05	9.07004e-05	6.14992e-07	2.04412e-06	2.38846e-05	2.06514e-07	7.8415e-06	3.82361e-06	3.48947e-06	4.0974e-06	2.01413e-05	1.3213e-05	9.84718e-07	1.9532e-05	1.33503e-05
2.1.1.185	4.24069e-05	8.09592e-07	1.11507e-05	6.56887e-05	0.000183662	0.000160111	3.25904e-06	0.000188917	3.82806e-05	4.71604e-06	6.29632e-06	3.72741e-05	6.93676e-06	3.63987e-06	4.86683e-06	3.34237e-05	5.04978e-06	1.19242e-05	5.39391e-06	9.37298e-06	7.8421e-06	1.26583e-05	2.46046e-05	3.91506e-06	5.21735e-06	1.07976e-05	0.000116956	1.87246e-05	7.0742e-06	5.30901e-06	4.63038e-05	4.76271e-05	7.68516e-05	1.97561e-05	1.64162e-05	5.20816e-05	3.27925e-05	1.14536e-05	1.93827e-05	6.80727e-06	7.49175e-05	3.74981e-06	1.22699e-05	1.29947e-05	5.327e-06	4.78905e-05	1.48184e-05	1.50185e-05	1.32209e-05	3.48482e-05	1.88702e-06	2.55542e-05	1.35106e-05	5.29521e-06	1.32459e-05	4.35582e-06	7.43608e-06	1.83014e-05	4.03645e-06	4.14244e-06	3.57472e-06	3.63214e-05	3.71721e-06	2.18587e-05	1.09783e-05	5.11247e-06	2.41489e-05	0.000148105	1.14507e-05	5.696e-05	2.48277e-05	1.48163e-05	2.17455e-05	9.90394e-05	5.69104e-06	5.31275e-06	2.26273e-05	7.65332e-06	1.89027e-05
2.1.1.186	4.82743e-05	3.49062e-07	3.95778e-06	6.04544e-05	0.000161286	0.00013012	0	0.000128542	1.12478e-05	0	4.08757e-07	3.33543e-05	5.57927e-06	2.0243e-06	0	0	0	2.64198e-07	3.15659e-06	0	4.38443e-06	6.85802e-06	1.64607e-05	0	8.17279e-07	2.12258e-07	8.35442e-05	0	3.72425e-07	0	7.11444e-06	3.38112e-05	6.4221e-05	1.0447e-05	1.66714e-05	6.3075e-05	0	1.64244e-06	7.45e-06	1.99204e-06	0	1.26391e-07	5.67245e-06	1.06136e-07	0	2.92133e-06	0	2.73823e-06	8.9708e-06	2.70745e-05	1.39486e-07	1.61394e-05	1.04654e-05	0	0	1.45389e-07	2.62553e-06	1.24299e-05	0	2.43892e-07	0	2.60721e-05	4.4755e-07	2.1542e-05	0	1.34263e-06	6.96068e-06	0.000130781	4.94173e-06	4.00202e-05	6.19381e-06	2.49344e-06	0	8.1185e-05	1.23588e-06	1.59616e-06	2.95713e-07	3.87404e-06	1.28288e-05
2.1.1.187	3.1774e-05	1.12463e-06	2.7356e-06	3.43746e-05	0.0001065	4.36528e-06	2.2369e-06	2.97954e-07	1.23986e-05	1.25597e-05	2.01222e-06	1.66675e-05	1.99232e-05	2.72155e-06	2.20445e-06	2.18226e-06	3.87806e-06	2.23525e-06	7.84877e-06	5.06193e-06	2.49594e-06	4.02344e-06	6.55116e-06	4.22219e-06	9.27854e-06	2.18173e-06	1.36616e-05	2.68147e-06	5.25989e-06	4.01981e-06	3.36115e-06	1.92884e-05	2.95556e-05	4.809e-06	3.76991e-06	3.24216e-05	0	3.24526e-06	5.41652e-06	3.15203e-06	1.85735e-06	1.46115e-07	3.03841e-06	1.27416e-05	4.72731e-06	4.53486e-06	9.50743e-06	3.66939e-06	1.30114e-05	2.13957e-05	6.09596e-06	2.14825e-05	1.35314e-05	3.6765e-06	4.26548e-06	9.40257e-07	6.95285e-06	1.916e-05	0	4.7166e-06	8.4323e-06	1.93934e-05	0	1.59372e-05	2.89615e-06	0	4.91908e-06	8.58165e-05	4.27976e-06	2.57801e-05	1.56606e-05	1.03982e-05	1.21343e-06	3.86174e-05	1.1482e-05	5.73073e-06	5.64e-07	4.54834e-06	0.000157493
2.1.1.188	0	0	0	0	6.04084e-08	0	0	0	0	6.77138e-07	0	0	2.29087e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.44929e-07	0	0	0	0	0	0	5.8645e-07	0	0	0	0	0	0	0	0	0	0	0	2.26171e-06	0	0	0	0	0	3.8206e-06	0	1.34639e-06	0	8.54966e-07	0	0	0	0	0	0	0	9.24401e-07	0	0	0	0	0	0	0	0	0
2.1.1.189	3.18904e-05	1.57813e-06	2.507e-06	6.53481e-05	0.000122413	0.000107468	1.55737e-05	0.000103826	3.77568e-05	5.00368e-05	1.29394e-05	4.77735e-05	3.17449e-05	2.82651e-06	3.38977e-05	3.58252e-06	7.10198e-06	1.28723e-05	2.20487e-05	6.80509e-06	3.8338e-05	8.06349e-06	1.24172e-05	1.19358e-05	8.075e-06	4.36586e-06	5.14676e-05	1.63466e-05	3.39027e-05	2.78378e-05	9.9924e-06	4.87224e-05	5.90192e-05	1.34769e-05	2.7466e-05	6.55163e-05	3.49913e-06	3.66598e-05	6.26265e-05	1.46375e-05	7.77326e-07	2.04391e-05	3.9514e-05	7.27196e-05	2.23941e-05	1.18494e-05	7.33118e-05	4.08822e-05	1.02752e-05	2.99193e-05	1.94096e-06	3.65309e-05	2.60356e-05	1.81375e-05	3.2425e-05	3.66128e-05	5.35301e-06	4.2499e-05	3.137e-05	1.44452e-05	1.33567e-05	8.58522e-05	1.7348e-05	2.27076e-05	1.195e-05	6.12269e-06	5.18713e-05	0.000107117	5.5315e-06	6.13532e-05	2.05165e-05	1.42472e-05	1.30112e-05	6.73373e-05	1.34068e-05	3.26725e-05	9.87349e-06	1.15008e-05	0.000252229
2.1.1.190	4.48745e-05	5.09329e-06	1.12469e-05	7.52646e-05	0.000211027	8.28059e-05	1.08331e-05	9.22915e-05	2.63642e-05	2.95789e-05	1.35755e-05	4.85811e-05	9.48236e-06	3.20909e-06	2.21765e-05	9.02172e-06	1.84215e-06	7.30589e-06	2.98255e-05	1.37794e-05	8.31525e-06	1.26361e-05	2.30012e-05	3.49002e-06	2.37224e-05	1.85182e-05	6.52782e-05	8.16918e-06	3.39594e-05	4.39889e-06	1.09455e-05	5.62853e-05	9.06038e-05	2.05101e-05	3.15253e-05	6.43586e-05	1.90695e-06	3.66312e-05	5.69485e-05	3.19249e-05	6.27761e-07	1.09432e-05	3.82726e-05	2.74689e-05	2.30705e-05	9.58197e-06	2.25641e-05	3.53963e-05	1.17308e-05	3.43301e-05	1.57872e-06	3.48561e-05	3.7051e-05	1.26394e-05	3.34642e-05	1.7148e-05	4.39952e-06	3.96845e-05	1.276e-05	1.24828e-05	9.7509e-06	0.000103478	2.65408e-05	1.33806e-05	6.64692e-06	1.95289e-05	5.30465e-05	0.000140878	2.96745e-05	7.93376e-05	2.75503e-05	1.26189e-05	1.1481e-05	6.25462e-05	5.1727e-06	3.14256e-05	1.15393e-05	8.84109e-06	9.10014e-06
2.1.1.191	0.000163095	3.41903e-05	5.01512e-05	4.81272e-05	7.77581e-05	9.36477e-05	9.62865e-05	9.23972e-05	9.97445e-05	3.3372e-05	6.14611e-05	9.78823e-05	0.000107529	6.19364e-05	4.72184e-05	0.000110723	0.00031697	8.67002e-05	6.07066e-05	7.25066e-05	6.06087e-05	5.7929e-05	0.000145784	4.68303e-05	0.000143647	0.000120395	4.35307e-05	9.61712e-05	8.48959e-05	4.94527e-05	0.000133377	6.04979e-05	9.2376e-05	5.26646e-05	7.79794e-05	6.06166e-05	2.02693e-05	0.000100061	9.27559e-05	9.30452e-05	9.23141e-05	4.55273e-05	5.8841e-05	5.52495e-05	9.74231e-05	0.000121769	5.20633e-05	9.23622e-05	6.16492e-05	4.10138e-05	0.000103195	7.01377e-05	8.9188e-05	6.33441e-05	5.22391e-05	5.30601e-05	0.000133188	7.30454e-05	4.58001e-05	4.89185e-05	0.000112405	9.95861e-05	7.24038e-05	2.27189e-05	5.51391e-05	3.82779e-05	5.922e-05	5.07804e-05	8.93586e-05	0.000100662	4.72752e-05	7.66329e-05	8.90991e-05	0.00010549	0.000131763	0.000118207	9.81512e-05	8.4856e-05	1.48678e-05
2.1.1.192	0.000177182	0.000179387	6.84667e-05	0.000141887	0.000134778	0.000167756	9.23357e-05	0.000135814	9.97007e-05	0.000218074	6.74701e-05	0.000124362	6.19837e-05	0.000136416	9.68475e-05	5.2607e-05	0.000182682	6.25867e-05	0.000119961	7.70013e-05	0.000119827	8.72251e-05	0.000151409	0.000220989	0.000103906	0.000173728	0.000176454	6.70419e-05	7.64408e-05	0.000119437	4.16177e-05	0.000137823	0.000120882	8.07223e-05	0.000103098	0.000105098	1.36552e-05	0.000181335	0.000101929	0.000131889	1.71381e-05	8.93703e-05	8.0508e-05	7.34334e-05	8.5618e-05	2.709e-05	6.80723e-05	7.40844e-05	0.00011457	0.000197876	5.90098e-05	6.5703e-05	6.71165e-05	8.86816e-05	0.000143201	0.000138675	7.23351e-05	7.96043e-05	0.000128709	8.59193e-05	7.80164e-05	0.000161886	9.17355e-05	0.000164465	6.18267e-05	0.000138086	9.0215e-05	0.00017345	5.67627e-05	0.000118021	0.000104353	7.21022e-05	9.76497e-05	0.000185263	8.60716e-05	6.71966e-05	3.81281e-05	0.000121014	0.000160069
2.1.1.193	0.000127718	0.000117649	0.000120218	0.00013661	0.000106698	0.000152062	0.000131206	0.000128595	0.000119544	8.48295e-05	0.000119399	0.000119884	9.88675e-05	6.03941e-05	0.000150799	0.000140292	0.000176392	0.000102732	0.000158226	0.000178234	0.00014458	0.000108066	0.000145057	0.000194877	0.00011399	0.000130769	0.000120792	0.000120198	0.000120887	0.000126771	7.09814e-05	0.000106765	8.85936e-05	7.86058e-05	0.0001168	9.34789e-05	9.79018e-05	0.000114245	9.13098e-05	0.000140808	7.16251e-05	0.000133068	0.000148593	0.00012872	0.000141305	6.95237e-05	0.000123984	0.000121497	0.000129616	7.04037e-05	9.50359e-05	0.000100789	9.01175e-05	0.000119708	0.000162031	0.000165631	0.000152884	0.000114463	0.000123799	0.00013145	0.000125054	9.10546e-05	0.000114418	0.000136939	9.93339e-05	0.000202068	0.000101203	0.000172071	9.95736e-05	0.000159819	0.000114671	0.000119726	0.000138482	0.000149221	8.06934e-05	0.000109258	9.998e-05	0.000117454	0.000145969
2.1.1.195	5.10726e-05	3.73861e-05	5.42243e-05	8.19685e-05	1.35458e-05	3.2613e-06	8.79185e-05	0	9.28873e-05	7.69503e-05	6.53927e-05	7.49431e-05	8.64297e-05	8.7009e-05	7.10238e-05	2.48061e-05	3.66039e-05	5.39327e-05	8.11082e-05	7.46457e-05	7.34915e-05	5.83748e-05	6.98298e-05	5.39651e-05	7.48785e-05	9.6535e-05	6.58793e-05	6.29345e-05	8.88747e-05	6.56085e-05	1.39055e-05	9.64297e-05	5.06726e-05	4.03767e-05	5.78622e-05	6.02021e-05	9.85723e-06	9.44649e-05	0.000122045	8.05693e-05	2.00942e-05	6.06512e-05	8.42181e-05	0.000129132	0.000112615	1.99017e-05	0.000128286	0.000111782	0.000100895	0.000159738	8.58408e-05	7.973e-05	0.000100434	1e-04	7.20921e-05	7.81438e-05	0.000130956	9.11232e-05	6.26576e-05	6.26342e-05	0.000115023	8.48646e-05	8.85816e-05	0.00010611	6.89707e-05	0.000113152	6.06569e-05	4.55737e-05	0.000107567	7.87228e-05	7.15458e-05	4.29022e-05	5.37821e-05	8.17838e-05	0.000117914	0.000103509	5.37271e-05	8.80295e-05	0.000146882
2.1.1.196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2.1.1.197	6.61981e-05	2.90329e-05	5.37111e-05	0.000136392	8.48419e-05	0.000101123	7.03655e-05	0.000105641	6.91165e-05	6.55839e-05	0.000137363	8.77898e-05	6.51809e-05	2.8397e-05	3.61374e-05	4.87497e-05	3.93838e-05	5.73713e-05	5.22231e-05	8.18747e-05	4.74552e-05	4.98868e-05	3.21294e-05	7.31421e-05	3.92896e-05	8.25561e-05	8.99382e-05	6.22049e-05	0.000106329	3.4306e-05	1.59984e-05	8.29759e-05	8.06556e-05	7.20482e-05	5.17252e-05	5.88207e-05	6.42481e-06	4.32344e-05	9.75092e-05	6.35024e-05	1.00788e-05	5.15791e-05	5.53325e-05	0.000123224	0.000109609	2.28944e-05	0.000123675	9.6706e-05	0.000165609	7.09164e-05	0.000121555	7.27341e-05	6.19874e-05	7.12634e-05	3.82633e-05	6.94313e-05	0.000166631	7.47039e-05	6.08897e-05	4.80322e-05	3.11142e-05	3.4365e-05	7.12766e-05	2.29931e-05	7.81422e-05	1.4512e-05	5.18218e-05	0.000127013	7.55579e-05	4.68826e-05	5.67336e-05	1.78383e-05	6.08198e-05	8.27964e-05	0.000163162	4.71838e-05	2.65163e-05	5.77572e-05	1.34616e-05
2.1.1.198	0.000199446	0.000217814	0.000193376	0.000171192	0.000145777	0.000179416	0.00017861	0.000161906	0.000214445	0.000158546	0.000210835	0.000182965	0.000162627	0.000159885	0.000223107	0.00017591	0.000322626	0.000173475	0.000234765	0.000234734	0.000195502	0.00019304	0.000198934	0.000238296	0.00023822	0.000229462	0.000197679	0.000178874	0.000252912	0.000189833	0.000113843	0.00017155	0.000199278	0.000122818	0.000194972	0.00012808	0.000156483	0.000264614	0.00013278	0.000194702	0.000136534	0.000198937	0.000210912	0.000254486	0.000190746	0.000102369	0.000241757	0.000247282	0.000216991	0.000181934	0.000142261	0.000146162	0.000169566	0.000203466	0.000251533	0.000251787	0.000173062	0.000169268	0.000183804	0.000186058	0.000226448	0.000161534	0.000193094	0.000239342	0.000180356	0.000205833	0.000184704	0.000157704	0.000169292	0.000215391	0.000188848	0.00018227	0.000210134	0.000179595	0.000168697	0.000206227	0.000176151	0.000190707	0.00020125
2.1.1.199	0.000178985	0.000232923	9.20038e-05	0.000167563	0.000130999	0.000185273	0.000183293	0.000144145	0.000182034	0.000152047	0.000130358	0.000173976	0.000117788	0.000152073	0.00020697	5.93613e-05	0.000212522	0.000111366	0.000215764	0.000158372	0.000196615	0.000134561	0.000171889	0.000222858	0.000148761	0.000163706	0.000229467	0.000118619	0.000160416	0.000179519	4.75222e-05	0.000197169	0.000154147	0.000114458	0.000153968	0.000134898	7.86259e-05	0.000233276	0.000196102	0.000154759	2.89128e-05	0.000215765	0.00021109	0.000200213	0.000204333	4.43769e-05	0.000191122	0.000175408	0.00018841	0.000217014	0.000132907	0.000146758	0.000150264	0.000179487	0.000229658	0.000235094	0.000156266	0.000178516	0.000180271	0.000149952	0.000173416	0.000219371	0.000175651	0.000207025	0.00011661	0.000217168	0.000138585	0.000183849	0.000125156	0.000190116	0.000142742	0.000105816	0.000141783	0.000200615	0.000118144	0.000145137	0.000133705	0.00015262	0.000277173
2.1.1.200	4.93627e-05	0	1.76501e-06	5.98067e-05	0.000140308	0.000237268	3.09625e-07	0.000276694	1.29135e-05	0	9.1748e-07	2.27978e-05	2.90734e-06	2.17409e-06	0	0	1.47901e-07	1.83359e-07	1.07228e-06	0	1.09107e-05	8.92335e-06	1.59055e-05	0	1.29808e-06	0	8.01501e-05	0	0	0	8.50303e-06	3.26877e-05	5.33797e-05	5.20673e-06	7.08106e-06	5.42154e-05	0	2.19275e-06	4.70193e-06	1.60025e-06	2.12809e-07	4.39373e-07	4.23332e-06	2.82062e-07	1.27065e-07	2.27253e-06	1.37802e-07	3.02894e-06	9.61769e-06	3.48949e-05	0	3.13524e-05	1.00168e-05	2.05478e-07	0	5.57337e-08	2.27154e-06	2.5816e-05	2.55793e-07	5.03413e-07	0	2.1253e-05	6.20913e-07	1.22466e-05	0	4.55421e-06	4.67003e-06	0.000124467	1.63473e-06	3.20281e-05	5.50295e-06	4.14777e-06	0	8.5099e-05	8.33291e-07	1.77891e-06	8.72609e-07	1.81236e-06	7.13287e-06
2.1.1.201	2.00955e-05	1.44618e-06	5.59847e-06	2.02285e-05	5.34743e-05	0.000134495	3.24508e-06	0.000187284	1.01096e-05	0	5.5629e-06	8.35732e-06	5.3435e-07	4.70372e-06	2.7665e-06	7.03641e-06	4.35218e-07	5.42522e-06	5.15065e-06	1.7126e-05	7.78203e-06	6.12121e-06	1.07848e-05	4.86045e-06	4.11464e-06	1.20642e-05	3.77638e-05	5.50288e-06	2.53442e-06	1.78055e-06	3.32402e-06	1.52479e-05	1.41607e-05	5.09137e-06	3.6195e-06	1.85272e-05	8.46542e-07	6.34989e-06	1.39257e-05	1.43199e-06	1.4771e-06	9.74981e-07	8.04106e-06	9.16052e-06	5.87315e-06	5.47407e-06	5.54701e-06	1.03209e-05	9.92811e-06	2.76488e-05	2.11909e-06	2.38688e-05	3.05725e-06	8.13415e-06	1.23754e-05	4.18485e-06	5.6565e-06	1.96004e-05	2.53629e-06	3.88053e-06	8.32499e-07	1.81332e-05	4.41544e-06	6.42867e-06	2.85166e-06	1.2621e-06	7.69502e-06	8.13314e-05	1.07425e-05	1.41135e-05	5.65367e-06	7.19359e-07	2.44661e-06	4.36198e-05	7.00935e-07	3.24797e-06	2.76652e-07	8.61419e-06	5.89197e-06
2.1.1.205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.43152e-07	0	0	0	0	0	0	0	0	0	0	0	0	6.60184e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.79152e-07	0	0
2.1.1.206	0	1.8404e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.51925e-07	0	0
2.1.1.207	5.95519e-05	0.000128119	3.33431e-05	8.31719e-05	0.00010007	0.000144851	5.39694e-05	0.000202024	8.21937e-05	5.37625e-05	2.41237e-05	7.34844e-05	4.05844e-05	1.80131e-05	6.65538e-05	3.02534e-05	3.87396e-05	2.49844e-05	7.39748e-05	2.6719e-05	0.000100851	4.75926e-05	5.05845e-05	0.000114822	4.35487e-05	4.28865e-05	0.000110332	2.38394e-05	5.11908e-05	4.9485e-05	1.33294e-05	7.48473e-05	6.26077e-05	1.40171e-05	6.67581e-05	6.20743e-05	1.37041e-05	5.89607e-05	5.05276e-05	3.36031e-05	1.34062e-05	7.50164e-05	5.79054e-05	8.65993e-05	5.45844e-05	2.05674e-05	9.14245e-05	9.92753e-05	4.80694e-05	4.58913e-05	2.22119e-05	6.90043e-05	5.42625e-05	3.94702e-05	8.61493e-05	6.93836e-05	2.72176e-05	7.35247e-05	5.75837e-05	5.44089e-05	9.37288e-05	0.000107642	6.23871e-05	0.000127976	3.69911e-05	7.34923e-05	4.77169e-05	0.000110402	4.05001e-05	6.3502e-05	7.07273e-05	3.87877e-05	2.31711e-05	0.000193511	3.09366e-05	6.37072e-05	3.15701e-05	9.21905e-05	0.000151841
2.1.1.208	8.69345e-07	7.20206e-07	0	0	0	0	0	0	0	0	6.67507e-07	3.24291e-06	0	7.08029e-06	9.44793e-07	0	3.76146e-07	6.08331e-06	4.64693e-07	9.78387e-06	3.26896e-06	8.70278e-07	0	1.86157e-07	3.09079e-06	3.73747e-06	7.32911e-07	6.43953e-06	2.07468e-06	1.19548e-06	0	4.46659e-06	4.30305e-07	2.4743e-06	2.78717e-07	1.78528e-05	0	0	0	1.31467e-06	3.16976e-07	3.86813e-06	6.26047e-07	3.54833e-07	2.1778e-07	1.92085e-06	1.56776e-07	0	2.97122e-06	7.15995e-06	4.04175e-07	0	1.42516e-06	4.36203e-07	5.68948e-06	5.43772e-07	2.04921e-07	1.98948e-06	0	2.73106e-07	0	2.7412e-07	8.37224e-07	0	3.53047e-07	8.78644e-07	0	0	9.18434e-07	1.20329e-05	5.37136e-07	0	2.20485e-06	0	5.77363e-07	0	1.12206e-06	1.05566e-06	3.36834e-06
2.1.1.210	0	0	0	0	0	0	0	0	0	0	1.04732e-06	0	0	0	6.55658e-07	0	0	3.13685e-06	0	4.32718e-06	0	5.76932e-07	0	0	3.32226e-06	5.35829e-06	0	4.32227e-06	1.15655e-06	7.39312e-07	0	0	0	0	0	0	0	0	0	1.16926e-06	0	5.46376e-06	0	0	0	0	0	0	2.96167e-06	0	0	5.62822e-07	7.07475e-07	0	0	0	0	1.40019e-06	0	0	0	0	3.82909e-07	0	5.92703e-07	0	0	0	0	0	0	1.51923e-06	8.76554e-07	0	0	0	0	0	0
