#OTU ID	SRR6915091_merged_Abundance.RPKs	SRR6915092_merged_Abundance.RPKs	SRR6915093_merged_Abundance.RPKs	SRR6915094_merged_Abundance.RPKs	SRR6915095_merged_Abundance.RPKs	SRR6915096_merged_Abundance.RPKs	SRR6915097_merged_Abundance.RPKs	SRR6915098_merged_Abundance.RPKs	SRR6915099_merged_Abundance.RPKs	SRR6915100_merged_Abundance.RPKs	SRR6915101_merged_Abundance.RPKs	SRR6915102_merged_Abundance.RPKs	SRR6915113_merged_Abundance.RPKs	SRR6915115_merged_Abundance.RPKs	SRR6915116_merged_Abundance.RPKs	SRR6915118_merged_Abundance.RPKs	SRR6915119_merged_Abundance.RPKs	SRR6915120_merged_Abundance.RPKs	SRR6915121_merged_Abundance.RPKs	SRR6915122_merged_Abundance.RPKs	SRR6915123_merged_Abundance.RPKs	SRR6915124_merged_Abundance.RPKs	SRR6915137_merged_Abundance.RPKs	SRR6915138_merged_Abundance.RPKs	SRR6915139_merged_Abundance.RPKs	SRR6915140_merged_Abundance.RPKs	SRR6915141_merged_Abundance.RPKs	SRR6915142_merged_Abundance.RPKs	SRR6915143_merged_Abundance.RPKs	SRR6915144_merged_Abundance.RPKs	SRR6915145_merged_Abundance.RPKs	SRR6915146_merged_Abundance.RPKs	SRR6915157_merged_Abundance.RPKs	SRR6915158_merged_Abundance.RPKs	SRR6915159_merged_Abundance.RPKs	SRR6915160_merged_Abundance.RPKs	SRR6915161_merged_Abundance.RPKs	SRR6915162_merged_Abundance.RPKs	SRR6915163_merged_Abundance.RPKs	SRR6915164_merged_Abundance.RPKs	SRR6915165_merged_Abundance.RPKs	SRR6915166_merged_Abundance.RPKs	SRR6915188_merged_Abundance.RPKs	SRR6915189_merged_Abundance.RPKs	SRR6915190_merged_Abundance.RPKs	SRR6915191_merged_Abundance.RPKs	SRR6915192_merged_Abundance.RPKs	SRR6915193_merged_Abundance.RPKs	SRR6915194_merged_Abundance.RPKs	SRR6915201_merged_Abundance.RPKs	SRR6915202_merged_Abundance.RPKs	SRR6915203_merged_Abundance.RPKs	SRR6915204_merged_Abundance.RPKs	SRR6915205_merged_Abundance.RPKs	SRR6915206_merged_Abundance.RPKs	SRR6915207_merged_Abundance.RPKs	SRR6915208_merged_Abundance.RPKs	SRR6915209_merged_Abundance.RPKs	SRR6915210_merged_Abundance.RPKs	SRR6915211_merged_Abundance.RPKs	SRR6915212_merged_Abundance.RPKs	SRR6915213_merged_Abundance.RPKs	SRR6915214_merged_Abundance.RPKs	SRR6915215_merged_Abundance.RPKs	SRR6915216_merged_Abundance.RPKs	SRR6915217_merged_Abundance.RPKs	SRR6915218_merged_Abundance.RPKs	SRR6915219_merged_Abundance.RPKs	SRR6915220_merged_Abundance.RPKs	SRR6915221_merged_Abundance.RPKs	SRR6915222_merged_Abundance.RPKs	SRR6915223_merged_Abundance.RPKs	SRR6915224_merged_Abundance.RPKs	SRR6915225_merged_Abundance.RPKs	SRR6915226_merged_Abundance.RPKs	SRR6915227_merged_Abundance.RPKs	SRR6915228_merged_Abundance.RPKs	SRR6915229_merged_Abundance.RPKs	SRR6915230_merged_Abundance.RPKs
UNMAPPED	0.139424	0.400155	0.186847	0.10393	0.0441482	0.108811	0.200859	0.108048	0.199665	0.132502	0.148321	0.145242	0.0909606	0.171145	0.253879	0.132152	0.199206	0.178211	0.225635	0.20282	0.244985	0.254603	0.265357	0.189326	0.146203	0.192629	0.0965879	0.18959	0.177879	0.278234	0.120842	0.106061	0.10088	0.117293	0.226228	0.0826113	0.203307	0.174935	0.116884	0.199149	0.161954	0.239362	0.224722	0.157881	0.207502	0.114628	0.15875	0.165461	0.137363	0.19886	0.11601	0.200067	0.153292	0.215495	0.273307	0.202454	0.12507	0.188176	0.217279	0.274566	0.281716	0.150355	0.25329	0.234467	0.176513	0.275173	0.168931	0.0998503	0.196362	0.141041	0.129886	0.203359	0.183805	0.153904	0.126523	0.200612	0.21969	0.226172	0.272283
UNGROUPED	0.745576	0.52531	0.733589	0.761146	0.788435	0.711012	0.713562	0.710508	0.709473	0.786279	0.772073	0.749507	0.843847	0.743707	0.659062	0.797415	0.69982	0.740463	0.68744	0.699952	0.666386	0.667053	0.647207	0.72121	0.769362	0.710607	0.773599	0.729205	0.725613	0.642554	0.810981	0.778089	0.785432	0.814256	0.693714	0.813027	0.699316	0.734567	0.789965	0.711692	0.76474	0.677854	0.680292	0.749417	0.699058	0.819399	0.749028	0.747026	0.767388	0.683468	0.809653	0.706707	0.759582	0.69226	0.639425	0.703655	0.775097	0.714656	0.700008	0.652162	0.644675	0.743137	0.667007	0.667675	0.73662	0.640032	0.737046	0.736473	0.725957	0.741657	0.783787	0.72809	0.731647	0.711579	0.77878	0.713206	0.711362	0.691922	0.603273
1.1.1.1	0.000106582	2.90244e-05	0.00013429	0.000280228	0.000543576	0.000315982	4.24683e-05	0.000261838	7.79149e-05	5.9556e-05	4.55304e-05	0.000148875	6.86611e-05	0.000181594	6.02497e-05	1.83893e-05	2.63064e-05	2.9581e-05	5.41049e-05	0.000120661	6.62812e-05	7.58454e-05	8.36384e-05	9.188e-05	7.86772e-05	6.36903e-05	0.000271787	2.9892e-05	6.26815e-05	5.98345e-05	2.90873e-05	0.000158512	0.000233037	3.92434e-05	6.97113e-05	0.000199237	2.85629e-06	5.99861e-05	8.26788e-05	5.82377e-05	1.05744e-05	3.91188e-05	8.2897e-05	7.46337e-05	4.46595e-05	1.22877e-05	7.2134e-05	5.03017e-05	8.12345e-05	0.000102331	1.9011e-05	0.000131103	7.97866e-05	5.0024e-05	6.1049e-05	3.39318e-05	6.28216e-05	0.000130155	2.89124e-05	5.32429e-05	4.35764e-05	0.000205531	6.38198e-05	6.32189e-05	5.32026e-05	5.87527e-05	9.99071e-05	0.00055596	7.06496e-05	0.000228484	3.94139e-05	7.93501e-05	4.54363e-05	0.000255813	3.69372e-05	0.000108766	1.35598e-05	3.3125e-05	0.000185949
1.1.1.100	0.000335353	8.29938e-05	0.000142142	0.000697382	0.000435808	0.000655959	0.00010941	0.000741281	0.00015803	0.00017178	0.000162592	0.000237479	0.000167387	0.000274154	0.000186128	3.00498e-05	0.000330106	0.000189477	0.000151602	0.000178027	0.000158843	0.000151398	0.000311421	0.000116307	0.000236231	0.000249019	0.000294911	0.000172857	0.00020273	0.000147305	6.74912e-05	0.000263284	0.000191316	0.000138569	0.000131207	0.000271964	2.57128e-05	0.000199085	0.000178235	0.000184734	2.68e-05	0.000130297	0.000163095	0.000268087	0.000139739	4.21856e-05	0.000253519	0.000164573	0.000224188	0.00039968	0.000144533	0.000288847	0.000197095	0.000184316	0.000159403	0.000151494	0.00024422	0.000284454	0.000132998	9.96259e-05	8.12034e-05	0.000325677	0.000107114	0.000116117	0.000199268	0.000127899	0.000155891	0.000461745	0.000113291	0.000257837	0.000152901	0.000102169	0.000139653	0.000442132	0.000259732	0.000188904	4.14645e-05	0.000125674	0.000755083
1.1.1.101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.1.1.102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.1.1.103	8.7156e-05	4.27295e-05	2.98328e-05	0.000131495	0.000207385	0.00016322	4.41819e-05	0.000205289	5.57383e-05	8.95284e-05	5.75766e-05	7.12973e-05	4.55167e-05	1.78875e-05	2.78625e-05	7.33398e-06	5.28834e-05	3.28143e-05	2.52858e-05	4.0248e-05	5.91722e-05	4.54122e-05	5.67239e-05	5.3312e-05	5.71462e-05	5.83451e-05	0.000124744	3.88341e-05	4.2532e-05	2.13526e-05	1.80739e-05	9.32649e-05	0.000145195	2.56905e-05	4.71675e-05	0.000114591	4.16785e-06	8.55809e-06	7.34703e-05	3.30498e-05	7.91544e-06	3.29845e-05	5.22455e-05	1.71172e-05	8.72344e-05	2.54029e-05	1.71035e-05	2.04474e-05	9.23968e-05	0.00023672	8.60224e-05	6.41003e-05	8.20942e-05	4.62853e-05	1.9673e-05	5.69507e-05	0.000134134	6.22836e-05	4.24105e-05	3.37731e-05	4.65963e-06	0.000104728	3.2431e-05	0.000127472	4.31619e-05	1.96733e-05	3.55875e-05	0.000147759	5.87494e-05	8.24479e-05	6.44249e-05	1.44249e-05	2.13995e-05	0.000222424	0.000148419	2.16274e-05	1.70036e-06	3.59351e-05	3.64504e-05
1.1.1.105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.63495e-07
1.1.1.107	1.5739e-05	0	3.86241e-07	1.26045e-05	5.14424e-08	6.91265e-05	0	7.83945e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.23472e-06	0	0	0	0	0	0	0	3.47298e-07	0	0	0	0	0	0	8.21957e-07	2.52726e-06	0	0	0	5.47722e-07	0	0	0	0	0	4.08965e-06	2.33789e-06	0	0	0	0	0	0	0	0	0	0	0	7.92914e-06	0	3.6518e-06	0	0	1.99474e-06	7.2273e-08	0	0	3.70495e-07	9.13031e-07	0	0	0	6.07615e-07	0	0	0
1.1.1.108	0	0	0	4.05971e-06	0	0	0	0	0	0	0	0	0	4.6335e-06	0	0	0	0	0	0	0	0	9.31718e-06	0	0	0	0	0	0	0	0	0	3.99713e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.92555e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.3993e-06	0	0	0	0	0	0	0	0	0	0	0
1.1.1.11	7.84875e-06	0	0	0	0.000159163	7.14036e-07	0	5.57123e-08	3.39429e-07	0	0	0	4.8399e-08	0	0	0	0	0	0	0	0	3.1014e-06	0	0	0	0	0	0	0	0	2.32613e-06	0	0	0	1.08336e-06	0	0	0	1.19424e-06	0	0	0	0	0	0	0	0	0	1.44555e-06	0	0	1.19792e-05	0	0	0	0	0	8.94875e-06	0	1.72773e-07	0	0	0	1.00698e-06	0	0	8.37321e-07	1.53815e-06	2.47726e-07	1.39673e-06	1.41731e-06	0	0	0	0	3.64319e-07	0	6.33204e-07	6.99682e-07
1.1.1.121	0	0	0	3.00561e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.43769e-06	0	0	0	0	0	0	0	0	0	0	0
1.1.1.122	3.1139e-05	6.11254e-07	5.83421e-06	1.44837e-05	0	9.48348e-07	1.43749e-05	0	8.16349e-06	3.62797e-05	8.5947e-06	1.48161e-05	1.85596e-05	1.74445e-05	3.9318e-06	8.67079e-07	1.22823e-05	2.75797e-05	1.30582e-06	3.63934e-05	1.15113e-05	9.31983e-06	5.97248e-06	1.94385e-05	4.5475e-06	2.86519e-05	4.01657e-05	2.46829e-05	1.26129e-05	8.17644e-06	1.6996e-06	4.42406e-05	3.90859e-05	3.61205e-05	8.08882e-06	1.59119e-05	1.75229e-06	5.14192e-06	5.30417e-05	1.18638e-05	1.18217e-06	1.57266e-05	1.148e-05	4.47647e-06	7.79026e-06	2.63562e-06	6.17988e-06	7.30388e-06	3.59327e-05	3.39794e-06	1.72437e-05	6.90883e-06	9.70945e-06	1.45125e-05	1.91581e-06	6.07621e-06	3.3142e-05	9.09436e-06	6.29465e-06	2.54398e-06	1.00298e-06	3.41592e-05	1.54856e-05	7.5692e-07	1.68056e-05	0	7.91518e-06	5.98814e-06	6.2134e-06	1.16583e-05	3.43864e-05	3.01598e-06	4.62571e-06	1.49783e-06	2.12321e-05	1.2636e-05	4.41584e-07	9.13588e-06	1.60659e-07
1.1.1.125	1.01422e-06	0	5.95775e-07	7.19246e-07	0	1.33527e-06	4.75907e-07	0	2.034e-06	6.57257e-06	4.95812e-07	1.91556e-06	4.71337e-07	1.69315e-06	5.04286e-07	5.86007e-07	0	2.49339e-06	3.61469e-07	0	2.53842e-06	0	3.52317e-07	0	0	1.38294e-06	3.50058e-06	2.94322e-06	0	0	5.9352e-07	2.23677e-06	2.62981e-06	1.64113e-06	1.53653e-07	1.75688e-06	0	4.94495e-07	2.55135e-06	7.27603e-07	0	0	2.98775e-06	1.96495e-06	2.61714e-07	3.43334e-07	2.40703e-06	1.91687e-06	1.05122e-07	2.43929e-06	1.62377e-07	1.18738e-05	8.36023e-07	0	4.39257e-07	6.45821e-08	0	9.77585e-06	0	0	0	3.57868e-06	0	6.99107e-07	0	0	0	6.74324e-06	2.63875e-06	2.48123e-07	4.62999e-07	0	0	2.60659e-06	0	2.75586e-07	0	2.50788e-07	1.65223e-07
1.1.1.127	6.23632e-05	1.47598e-06	2.77072e-06	0.00010018	0.000179772	0.000136827	5.5462e-07	0.000161757	1.74217e-05	1.80725e-05	2.55468e-06	4.9897e-05	1.80853e-05	2.13241e-06	3.22549e-06	2.83848e-06	1.48646e-06	1.71454e-06	3.52136e-06	2.86544e-06	9.12347e-06	1.59216e-05	1.82911e-05	7.42625e-07	3.34322e-06	1.61502e-06	8.3784e-05	1.04061e-06	3.90035e-07	3.91284e-06	1.50906e-05	6.14169e-05	8.55117e-05	8.44411e-06	1.09203e-05	8.7865e-05	0	1.74149e-06	1.43345e-05	5.27637e-06	0	1.00347e-06	1.01827e-05	1.71822e-06	3.41321e-06	8.51548e-06	1.25296e-06	2.84233e-06	1.9127e-05	2.84465e-05	4.00776e-07	4.37812e-05	2.32815e-05	1.05996e-06	4.39065e-06	1.45437e-06	1.11252e-05	3.44908e-05	8.46777e-07	3.16027e-06	3.05506e-07	4.26529e-05	1.32087e-06	1.67485e-05	1.12082e-06	4.47382e-06	8.02497e-06	0.000151178	4.64159e-06	2.71369e-05	1.50363e-05	7.02128e-06	1.74367e-06	0.000160622	1.17302e-05	3.19626e-06	3.24956e-07	4.69405e-06	7.03427e-06
1.1.1.130	5.01843e-06	6.69171e-07	8.52336e-07	5.995e-05	9.16551e-05	1.02491e-05	0	1.51003e-07	1.04964e-05	1.88162e-06	8.36046e-07	2.13994e-05	6.03424e-06	1.78556e-06	8.2023e-07	1.92611e-07	2.97769e-07	0	1.15574e-06	7.44249e-08	7.12416e-06	9.08476e-06	9.73887e-06	2.64701e-06	1.0932e-06	1.4335e-06	5.7886e-05	2.12299e-07	0	0	5.21126e-06	2.68551e-05	5.14507e-05	3.64604e-06	1.00629e-05	5.17047e-05	0	1.31135e-06	1.09062e-05	1.7335e-06	0	7.74184e-07	5.66522e-06	4.05035e-07	1.08452e-06	7.85893e-07	4.76592e-07	2.07536e-06	9.4719e-06	1.60449e-05	1.69023e-06	6.58647e-07	1.74843e-05	8.44661e-07	0	1.07547e-06	3.4897e-06	1.05716e-06	6.52519e-07	6.83201e-07	2.53174e-07	2.38532e-05	6.8187e-07	1.63343e-05	0	2.50325e-06	5.53856e-06	5.37205e-05	1.48358e-06	2.31398e-05	4.63044e-06	1.75182e-06	3.42638e-07	8.63816e-05	5.98984e-06	1.35409e-07	0	1.00708e-06	2.31751e-05
1.1.1.131	4.61397e-05	2.47463e-05	1.45223e-05	8.17597e-05	0	1.83849e-06	3.8435e-05	0	3.88608e-05	2.81331e-05	1.86266e-05	3.20178e-05	2.55194e-05	2.76719e-05	1.38244e-05	4.38514e-06	1.63976e-05	3.10598e-05	1.45315e-05	5.66711e-05	2.27294e-05	1.85702e-05	1.56926e-05	2.46121e-05	9.85505e-06	3.3817e-05	7.44057e-05	2.61329e-05	5.82653e-05	2.53431e-05	1.27639e-05	7.73209e-05	3.67231e-05	6.69441e-05	4.01549e-05	2.20633e-05	5.97262e-06	5.94063e-05	4.52861e-05	3.97061e-05	3.70019e-06	2.49291e-05	2.79574e-05	3.44852e-05	2.08792e-05	4.36855e-06	3.63128e-05	3.91067e-05	5.43905e-05	4.91578e-06	2.2863e-05	1.88637e-05	3.28253e-05	2.85815e-05	1.96947e-05	2.12266e-05	5.25676e-05	2.53328e-05	1.77358e-05	1.08412e-05	1.77355e-05	3.96635e-05	2.36553e-05	9.67873e-06	2.22231e-05	1.06789e-05	3.13644e-05	1.06815e-07	2.81447e-05	1.26309e-05	4.99471e-05	1.49407e-05	2.19364e-05	1.32148e-05	2.13364e-05	4.51431e-05	9.64569e-06	4.02069e-05	2.81231e-05
1.1.1.132	2.63097e-05	2.05559e-07	4.6513e-07	1.36611e-05	1.51004e-05	1.59619e-06	1.74998e-06	4.84929e-08	1.06223e-05	3.01343e-05	3.65147e-07	6.51145e-06	2.759e-07	1.99851e-06	7.94307e-07	9.12861e-07	2.62359e-06	2.04995e-06	1.75047e-06	3.29348e-07	1.00761e-06	1.97896e-06	8.9177e-06	1.32817e-06	3.21304e-06	1.14059e-06	9.3325e-06	1.98935e-06	4.9079e-06	1.50287e-06	1.34463e-06	1.21369e-05	1.13019e-05	1.68258e-06	7.68628e-06	2.15161e-05	0	3.66544e-07	1.2221e-06	3.50789e-06	0	4.19164e-06	2.41409e-06	8.37667e-08	3.77997e-06	9.22522e-07	0	8.89842e-07	1.48018e-05	1.96947e-05	6.6615e-07	1.91043e-06	4.45065e-06	3.09337e-07	4.26247e-07	1.94114e-07	8.1782e-06	2.43752e-06	0	1.18573e-06	3.91618e-07	4.65565e-06	5.29023e-07	5.59801e-06	8.29149e-06	6.10297e-08	1.8164e-06	3.05434e-05	2.20443e-06	1.06803e-05	1.65319e-06	3.46354e-07	1.07011e-05	1.09332e-05	3.32333e-06	2.15677e-07	0	1.7665e-06	4.63794e-06
1.1.1.133	0.000274373	0.000153194	0.000195086	0.000186257	2.73874e-07	4.28371e-05	0.000253383	2.27764e-07	0.00019253	0.000172351	0.000196598	0.000256097	0.000116817	0.000168675	0.000201647	0.000165642	0.000467764	0.000191345	0.000192073	0.000231283	0.000208983	0.000141388	0.000234403	0.000397475	0.000219391	0.000271505	0.000132115	0.000205214	0.000220454	0.000191819	0.000104732	0.000195069	0.00016552	0.000161296	0.000160239	0.000166421	0.000186918	0.000208	0.000268649	0.000229838	0.000188408	0.000203811	0.000233903	0.000221067	0.000265469	0.000119034	0.000233521	0.000218512	0.000221291	0.000250488	0.000185151	0.000179914	0.000174756	0.000259185	0.000145068	0.000228338	0.000171612	0.000204145	0.000191999	0.000180671	0.000207708	0.000249107	0.000185612	0.000241324	0.000196815	0.000227736	0.000165275	8.48503e-05	0.000147995	0.000205311	0.000169376	0.000133746	0.000235565	0.000110191	0.000264762	0.000193086	0.000196072	0.00021059	0.00036545
1.1.1.135	0	0	0	0	0	0	0	0	0	0	0	7.79039e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.35408e-07	0	0	0	0	0	3.95984e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.6744e-07	0	0	0	0	0	0	0	0	1.08542e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.1.1.136	0	1.80074e-06	1.34196e-06	0	0	0	9.10506e-07	0	0	2.81397e-06	1.47534e-06	1.47313e-05	7.04345e-08	1.41615e-05	2.30919e-07	3.33444e-06	0	4.91168e-06	3.65291e-06	6.6509e-07	3.49414e-06	0	0	0	1.89244e-06	0	2.00153e-06	6.3796e-06	2.39279e-06	0	0	1.71235e-05	0	9.40787e-06	2.29307e-06	5.46518e-05	0	1.4802e-06	0	4.84043e-07	2.1148e-06	1.31007e-06	4.59027e-06	1.67079e-07	6.52944e-06	1.76524e-06	1.9959e-07	5.2869e-07	2.6935e-06	2.70631e-05	3.02909e-05	9.48548e-06	0	1.49356e-05	4.03615e-06	0	8.38387e-05	9.00833e-06	0	9.33239e-06	0	3.3842e-07	1.01608e-06	2.21527e-07	0	0	1.01593e-06	0	4.02522e-06	8.56016e-06	4.03517e-07	1.66572e-07	3.09309e-07	0	3.76897e-06	0	0	2.00205e-05	0
1.1.1.137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.52626e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.90299e-06
1.1.1.14	2.99947e-05	1.09374e-05	1.64916e-05	0.000191601	5.09866e-05	2.13094e-05	2.7253e-05	7.88524e-07	8.89085e-05	6.46246e-05	3.97289e-05	0.000103687	6.61061e-05	1.48041e-05	4.40644e-05	7.86629e-06	3.68486e-05	1.395e-05	2.7124e-05	3.78166e-05	5.14019e-05	3.08445e-05	3.46552e-05	3.88074e-05	3.40571e-05	4.29498e-05	0.000146284	1.25792e-05	7.96424e-05	1.44949e-05	1.14441e-05	0.000108215	0.000170209	1.76157e-05	3.91937e-05	0.000206446	3.82089e-06	1.19319e-05	6.91504e-05	2.67287e-05	2.93488e-06	3.14094e-05	5.7975e-05	4.98825e-05	7.35296e-05	2.54898e-05	5.91629e-05	3.44829e-05	7.49793e-05	3.93368e-05	2.71468e-05	7.25605e-05	7.22556e-05	3.93817e-05	3.44085e-05	4.13614e-05	6.97111e-05	7.46841e-05	3.82123e-05	2.98148e-05	1.3266e-05	0.000156373	2.09836e-05	4.96234e-05	6.604e-05	5.62528e-06	5.15112e-05	9.18012e-05	3.39285e-05	5.43844e-05	6.83173e-05	9.3697e-06	1.64704e-05	0.000297757	0.000137747	1.93554e-05	7.99152e-06	2.72172e-05	0.000184001
1.1.1.140	2.69476e-05	2.02076e-06	3.19628e-06	9.53734e-05	0.000144101	0.000137463	1.40021e-06	0.000133717	1.92866e-05	2.15751e-06	1.71834e-06	3.87626e-05	6.93645e-06	2.27411e-07	2.81455e-07	0	2.17165e-06	1.03035e-06	6.36574e-06	0	4.57335e-06	1.37026e-05	2.08887e-05	9.57625e-07	2.18204e-06	1.44447e-06	0.000147432	6.58154e-07	0	3.87412e-07	6.08321e-06	5.69634e-05	8.98192e-05	5.47814e-06	8.46901e-06	8.32086e-05	0	3.3826e-06	1.20705e-05	3.6515e-06	0	2.10791e-06	7.07813e-06	3.59645e-07	3.66305e-06	2.54654e-06	2.99116e-07	2.24053e-06	5.06449e-06	1.83662e-05	0	3.24276e-05	8.46554e-06	8.59805e-07	1.76634e-06	1.28165e-06	5.75427e-06	2.84389e-05	2.21955e-07	3.3639e-06	1.05016e-06	3.93925e-05	2.17922e-06	2.4835e-05	9.81683e-07	2.69843e-06	8.88318e-06	0.000107385	1.96823e-06	4.13711e-05	6.2588e-06	2.18023e-06	4.70048e-07	0.000137593	1.40853e-06	1.78621e-06	9.04675e-07	4.00679e-06	8.01286e-06
1.1.1.144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.10659e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.37123e-07	0	0	0	0	0	0	0	0	2.31762e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.1.1.154	1.13804e-05	3.95518e-07	1.05598e-06	2.31061e-05	8.70481e-05	1.2029e-05	2.95525e-07	5.72706e-07	1.40444e-05	2.20603e-06	0	2.88276e-05	4.28235e-06	6.87925e-07	0	0	0	0	1.33498e-06	2.58378e-07	9.96093e-07	2.31775e-06	1.28353e-05	0	1.13536e-06	2.02192e-07	8.75762e-05	1.85661e-07	0	0	3.66334e-06	4.66749e-05	7.89176e-05	3.76641e-06	6.40204e-06	8.05204e-05	0	8.37764e-07	2.88517e-06	1.92058e-06	0	2.84287e-07	3.36239e-06	1.28021e-07	6.07436e-07	2.14528e-06	0	1.38876e-06	2.80275e-06	1.54467e-05	4.21581e-08	1.59656e-05	9.33502e-06	0	0	1.34772e-07	4.00415e-06	1.49369e-05	0	3.88398e-07	0	1.9406e-05	9.10651e-07	1.42472e-05	1.33271e-07	1.63429e-06	3.26935e-06	4.36977e-05	5.93851e-07	2.53489e-05	2.87719e-06	1.01268e-07	0	6.32638e-05	7.83457e-07	3.81627e-07	3.37234e-07	1.6125e-06	1.67724e-06
1.1.1.156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.1.1.157	3.46599e-05	9.4358e-06	7.14471e-06	3.67251e-05	6.84999e-05	8.32721e-05	3.29915e-05	7.82414e-05	5.27175e-05	1.08045e-05	1.31401e-05	2.57211e-05	6.46462e-05	1.67401e-05	2.00892e-05	1.05243e-05	1.50852e-05	8.22148e-06	2.78022e-05	1.21622e-05	9.88574e-06	1.45834e-05	1.83764e-05	3.79753e-06	2.92911e-05	1.36055e-05	4.26238e-06	1.1818e-05	3.72385e-05	2.0228e-05	7.83696e-06	2.06307e-05	3.0054e-05	1.32181e-05	3.64918e-05	8.20143e-06	4.71012e-06	4.54578e-05	1.0867e-05	2.81933e-05	2.51434e-06	9.43674e-06	2.29805e-05	3.73332e-05	3.05578e-05	1.69898e-05	3.35814e-05	4.84201e-05	2.1079e-05	0.000259043	6.78955e-06	1.64093e-05	3.82071e-05	1.60629e-05	2.09674e-05	1.61098e-05	1.78243e-05	2.00765e-05	1.42491e-05	3.31907e-05	2.03988e-05	2.05578e-05	3.53593e-05	8.41819e-06	1.45947e-05	1.91628e-05	2.56712e-05	4.28917e-05	3.26382e-05	6.71591e-05	1.66873e-05	4.33474e-05	8.07714e-06	0.000101895	5.0937e-05	5.97009e-05	1.81811e-05	3.40765e-05	2.18768e-05
1.1.1.159	1.05358e-05	8.30761e-06	2.0998e-06	1.47536e-05	8.60124e-05	8.80872e-06	3.83597e-06	1.32736e-07	3.18111e-06	2.99545e-06	3.3671e-06	1.52555e-05	7.65208e-07	1.04591e-06	2.59197e-06	7.04935e-07	2.8454e-06	2.16551e-06	1.16753e-06	2.9955e-05	5.55948e-06	1.84739e-05	3.23802e-06	9.84536e-06	8.75348e-06	2.34831e-07	1.38599e-05	2.53913e-06	3.13541e-06	2.64539e-07	2.29964e-06	7.73663e-06	1.89061e-05	6.39002e-06	4.29972e-06	2.51626e-05	1.41055e-06	1.36663e-06	4.63645e-05	1.70341e-05	1.83767e-06	8.37535e-06	3.8934e-06	6.5737e-07	4.06518e-06	5.31965e-07	6.42605e-07	1.44344e-06	0	8.12782e-06	0	9.46784e-06	5.56751e-06	1.14406e-06	2.42901e-06	4.04723e-06	1.91629e-06	8.29103e-06	4.16432e-06	1.94505e-06	7.41709e-07	3.03904e-05	4.21457e-06	6.93352e-06	6.45391e-06	5.82596e-07	1.92225e-06	4.96663e-05	9.93546e-06	1.89673e-05	4.48943e-06	9.38343e-07	6.42394e-06	1.08523e-05	1.00164e-05	4.24981e-07	5.71569e-07	1.11454e-05	8.96618e-07
